timestamp,time_utc_usec,lat,lon,alt,alt_ellipsoid,s_variance_m_s,c_variance_rad,eph,epv,hdop,vdop,noise_per_ms,jamming_indicator,vel_m_s,vel_n_m_s,vel_e_m_s,vel_d_m_s,cog_rad,timestamp_time_relative,heading,heading_offset,fix_type,vel_ned_valid,satellites_used
367780400,1562952287800433,323874676,-1170762751,19723,-14721,0.32200003,0.7176776,0.84700006,1.741,0.83,1.5,53,3,0.051000003,0.040000003,0.031000001,-0.101,3.9680946,0,nan,0.0,4,1,14
367977266,1562952288000433,323874675,-1170762747,19671,-14773,0.33200002,0.71769035,0.83800006,1.7350001,0.83,1.5,53,3,0.031000001,0.018000001,0.025,-0.141,3.9680946,0,nan,0.0,4,1,14
368178473,1562952288200433,323874675,-1170762744,19753,-14691,0.425,0.6564075,0.841,1.7390001,0.83,1.5,53,3,0.37800002,-0.22600001,0.303,-0.064,3.0120413,0,nan,0.0,4,1,14
368371543,1562952288400433,323874668,-1170762738,19588,-14856,0.282,0.65641934,0.83100003,1.7270001,0.83,1.5,53,3,0.10300001,-0.058000002,-0.085,-0.125,3.0120413,0,nan,0.0,4,1,14
368576277,1562952288600433,323874661,-1170762735,19444,-15000,0.328,0.6564329,0.82100004,1.723,0.83,1.5,53,3,0.05,0.001,0.05,-0.105000004,3.0120413,0,nan,0.0,4,1,14
368770303,1562952288800433,323874661,-1170762734,19411,-15033,0.29200003,0.65644515,0.818,1.725,0.87,1.66,53,3,0.147,0.083000004,-0.12200001,0.026,3.0120413,0,nan,0.0,4,1,13
368974566,1562952289000433,323874662,-1170762735,19390,-15054,0.27600002,0.6564567,0.81600004,1.7260001,0.87,1.66,53,3,0.163,0.128,-0.101,-0.006,3.0120413,0,nan,0.0,4,1,13
369177324,1562952289200433,323874664,-1170762736,19365,-15079,0.323,0.6564701,0.818,1.7290001,0.87,1.66,58,2,0.126,0.123,-0.027,-0.05,3.0120413,0,nan,0.0,4,1,13
369368285,1562952289400433,323874664,-1170762735,19382,-15062,0.324,0.65648377,0.82100004,1.7340001,0.87,1.66,58,2,0.120000005,-0.116000004,0.030000001,-0.093,3.0120413,0,nan,0.0,4,1,13
369577930,1562952289600433,323874661,-1170762733,19355,-15089,0.303,0.6564963,0.823,1.7370001,0.87,1.66,58,2,0.112,-0.068,0.08800001,-0.074,3.0120413,0,nan,0.0,4,1,13
369776307,1562952289800433,323874660,-1170762729,19341,-15103,0.21200001,0.6565052,0.81600004,1.7290001,0.83,1.5,58,2,0.098000005,-0.019000001,0.097,-0.044000003,3.0120413,0,nan,0.0,4,1,14
369977263,1562952290000433,323874660,-1170762727,19359,-15085,0.35000002,0.6565199,0.809,1.725,0.83,1.5,58,2,0.012,0.009000001,0.008,-0.164,3.0120413,0,nan,0.0,4,1,14
370181269,1562952290200433,323874659,-1170762725,19339,-15105,0.30800003,0.6565326,0.81000006,1.7270001,0.83,1.5,58,3,0.15400001,-0.086,0.128,-0.09200001,3.0120413,0,nan,0.0,4,1,14
370374358,1562952290400434,323874659,-1170762723,19324,-15120,0.35200003,0.65654725,0.814,1.733,0.83,1.5,58,3,0.106000006,0.10300001,0.024,-0.18900001,3.0120413,0,nan,0.0,4,1,14
370570479,1562952290600434,323874655,-1170762727,19142,-15302,0.35700002,0.6565715,0.80500007,1.72,0.87,1.66,58,3,0.16800001,0.135,-0.1,-0.555,3.0120413,0,nan,0.0,4,1,13
370772664,1562952290800434,323874659,-1170762728,19301,-15143,0.36600003,0.65661114,0.80600005,1.7240001,0.87,1.66,58,3,0.17400001,0.16100001,0.064,-0.93000007,3.0120413,0,nan,0.0,4,1,13
370974302,1562952291000434,323874660,-1170762728,19490,-14954,0.351,0.65666384,0.80500007,1.725,0.87,1.66,58,3,0.037,-0.031000001,0.020000001,-1.2650001,3.0120413,0,nan,0.0,4,1,13
371179223,1562952291200434,323874659,-1170762728,19707,-14737,0.354,0.6567314,0.804,1.725,0.83,1.5,58,1,0.031000001,-0.008,0.030000001,-1.616,3.0120413,0,nan,0.0,4,1,14
371375211,1562952291400434,323874659,-1170762727,20009,-14435,0.37800002,0.6568117,0.80600005,1.7310001,0.83,1.5,58,1,0.068,0.055000003,-0.040000003,-1.9240001,3.0120413,0,nan,0.0,4,1,14
371575938,1562952291600434,323874660,-1170762726,20381,-14063,0.39200002,0.6569073,0.81200004,1.7390001,0.83,1.5,58,1,0.123,0.038000003,0.117000006,-2.2840002,3.0120413,0,nan,0.0,4,1,14
371786294,1562952291800434,323874659,-1170762724,20958,-13486,0.342,0.657019,0.814,1.733,0.83,1.5,58,1,0.007,0.0050000004,-0.0050000004,-2.68,3.0120413,0,nan,0.0,4,1,14
371978900,1562952292000434,323874658,-1170762725,21419,-13025,0.351,0.657145,0.81200004,1.7300001,0.83,1.5,58,1,0.104,-0.07,-0.07700001,-3.0180001,3.0120413,0,nan,0.0,4,1,14
372183209,1562952292200434,323874657,-1170762727,21933,-12510,0.34800002,0.6572695,0.809,1.725,0.83,1.5,58,3,0.045,-0.006,-0.044000003,-2.983,3.0120413,0,nan,0.0,4,1,14
372383258,1562952292400434,323874657,-1170762728,22417,-12027,0.347,0.6573904,0.80500007,1.7190001,0.83,1.5,58,3,0.15,0.120000005,-0.091000006,-2.894,3.0120413,0,nan,0.0,4,1,14
372583252,1562952292600434,323874659,-1170762731,22871,-11573,0.347,0.6574974,0.80200005,1.715,0.83,1.5,58,3,0.105000004,0.056,-0.089,-2.5640001,3.0120413,0,nan,0.0,4,1,14
372784269,1562952292800434,323874659,-1170762732,23303,-11141,0.34800002,0.65760094,0.8,1.715,0.83,1.5,58,3,0.13100001,0.097,-0.087000005,-2.48,3.0120413,0,nan,0.0,4,1,14
372981276,1562952293000434,323874660,-1170762735,23666,-10778,0.33600003,0.5400982,0.79,1.7,0.83,1.5,58,3,0.296,0.23500001,-0.18100001,-2.295,4.573414,0,nan,0.0,4,1,14
373187308,1562952293200434,323874662,-1170762738,23943,-10501,0.33900002,0.540208,0.786,1.6960001,0.83,1.5,58,9,0.136,0.09900001,-0.094000004,-2.1590002,4.573414,0,nan,0.0,4,1,14
373389335,1562952293400434,323874662,-1170762740,24326,-10118,0.42000002,0.54031885,0.79,1.705,0.83,1.5,58,9,0.128,-0.002,-0.128,-2.1790001,4.573414,0,nan,0.0,4,1,14
373579905,1562952293600434,323874663,-1170762740,24701,-9743,0.381,0.540412,0.79800004,1.71,0.83,1.5,58,9,0.087000005,0.080000006,-0.034,-1.835,4.573414,0,nan,0.0,4,1,14
373781285,1562952293800434,323874664,-1170762739,25023,-9421,0.381,0.54050523,0.80200005,1.7140001,0.83,1.5,58,9,0.09,0.033,0.083000004,-1.8340001,4.573414,0,nan,0.0,4,1,14
373981270,1562952294000434,323874667,-1170762742,25283,-9161,0.363,0.5405937,0.79800004,1.7070001,0.83,1.5,58,9,0.179,0.08800001,-0.156,-1.7360001,4.573414,0,nan,0.0,4,1,14
374178662,1562952294200434,323874666,-1170762743,25527,-8917,0.34500003,0.5406691,0.78900003,1.6980001,0.83,1.5,62,0,0.085,-0.082,-0.024,-1.483,4.573414,0,nan,0.0,4,1,14
374379238,1562952294400434,323874666,-1170762744,25835,-8609,0.36,0.54074484,0.78400004,1.6890001,0.83,1.5,62,0,0.05,0.004,-0.05,-1.4920001,4.573414,0,nan,0.0,4,1,14
374580504,1562952294600434,323874665,-1170762745,26007,-8437,0.36200002,0.54081887,0.78300005,1.687,0.83,1.5,62,0,0.0050000004,-0.0050000004,-0.002,-1.462,4.573414,0,nan,0.0,4,1,14
