timestamp,baro_alt_meter,baro_temp_celcius,baro_pressure_pa,rho
367898545,30.767168,24.75,100956.0,1.1995243
367921176,30.849081,24.76,100955.0,1.1995124
367932699,30.682615,24.76,100957.0,1.1995362
367943175,30.349682,24.76,100961.0,1.1995836
367965179,30.600702,24.76,100957.99,1.199548
367975183,30.682615,24.76,100957.0,1.1995362
367986257,31.266567,24.76,100950.0,1.199453
368008980,30.849081,24.76,100955.0,1.1995124
368018256,31.102743,24.76,100951.99,1.1994767
368029172,30.767168,24.76,100956.0,1.1995243
368051172,30.849081,24.76,100955.0,1.1995124
368062258,30.600702,24.76,100957.99,1.199548
368073175,30.849081,24.76,100955.0,1.1995124
368095179,31.266567,24.769999,100950.0,1.199453
368105671,30.349682,24.769999,100961.0,1.1995836
368116172,30.849081,24.769999,100955.0,1.1995124
368136172,30.767168,24.769999,100956.0,1.1995243
368147227,30.431595,24.769999,100960.0,1.1995718
368158259,30.516148,24.769999,100959.0,1.1995599
368180173,30.600702,24.779999,100957.99,1.199548
368191172,30.767168,24.779999,100956.0,1.1995243
368202258,30.682615,24.779999,100957.0,1.1995362
368224173,30.933636,24.779999,100954.0,1.1995006
368235173,30.933636,24.779999,100954.0,1.1995006
368245173,30.849081,24.779999,100955.0,1.1995124
368266364,30.849081,24.779999,100955.0,1.1995124
368278293,31.266567,24.779999,100950.0,1.199453
368290544,30.849081,24.779999,100955.0,1.1995124
368311538,30.600702,24.789999,100957.99,1.199548
368323207,31.018188,24.789999,100953.0,1.1994886
368334570,30.516148,24.789999,100959.0,1.1995599
368358091,30.682615,24.789999,100957.0,1.1995362
368369140,30.600702,24.789999,100957.99,1.199548
368379332,30.849081,24.789999,100955.0,1.1995124
368401479,31.018188,24.789999,100953.0,1.1994886
368413078,30.516148,24.789999,100959.0,1.1995599
368422817,30.767168,24.789999,100956.0,1.1995243
368443287,30.431595,24.8,100960.0,1.1995718
368454088,30.849081,24.8,100955.0,1.1995124
368463961,30.516148,24.8,100959.0,1.1995599
368486559,30.767168,24.8,100956.0,1.1995243
368498275,30.933636,24.8,100954.0,1.1995006
368508551,30.600702,24.8,100957.99,1.199548
368532357,30.349682,24.8,100961.0,1.1995836
368544481,30.767168,24.8,100956.0,1.1995243
368556485,30.767168,24.8,100956.0,1.1995243
368580679,30.600702,24.81,100957.99,1.199548
368591721,30.265127,24.81,100962.0,1.1995956
368602541,30.933636,24.81,100954.0,1.1995006
368623875,30.349682,24.81,100961.0,1.1995836
368634094,30.516148,24.81,100959.0,1.1995599
368644554,30.682615,24.81,100957.0,1.1995362
368666566,30.767168,24.81,100956.0,1.1995243
368677575,30.349682,24.81,100961.0,1.1995836
368687518,30.682615,24.81,100957.0,1.1995362
368709103,30.265127,24.81,100962.0,1.1995956
368720384,30.933636,24.81,100954.0,1.1995006
368730559,30.682615,24.81,100957.0,1.1995362
368751487,30.183216,24.82,100963.0,1.1996075
368762153,31.102743,24.82,100951.99,1.1994767
368773071,30.767168,24.82,100956.0,1.1995243
368795479,31.018188,24.83,100953.0,1.1994886
368807129,30.431595,24.83,100960.0,1.1995718
368817554,30.431595,24.83,100960.0,1.1995718
368840480,30.600702,24.82,100957.99,1.199548
368851194,30.600702,24.82,100957.99,1.199548
368862565,30.767168,24.82,100956.0,1.1995243
368885981,30.767168,24.83,100956.0,1.1995243
368896043,30.767168,24.83,100956.0,1.1995243
368906571,30.767168,24.83,100956.0,1.1995243
368929850,30.431595,24.83,100960.0,1.1995718
368941619,30.516148,24.83,100959.0,1.1995599
368952544,31.018188,24.83,100953.0,1.1994886
368974459,30.682615,24.84,100957.0,1.1995362
368986092,30.767168,24.84,100956.0,1.1995243
368996485,30.516148,24.84,100959.0,1.1995599
369019480,31.102743,24.84,100951.99,1.1994767
369031218,31.184654,24.84,100950.99,1.1994648
369042652,30.767168,24.84,100956.0,1.1995243
369064480,30.431595,24.84,100960.0,1.1995718
369075132,30.600702,24.84,100957.99,1.199548
369086515,30.933636,24.84,100954.0,1.1995006
369110545,31.018188,24.84,100953.0,1.1994886
369122094,30.767168,24.84,100956.0,1.1995243
369132553,31.266567,24.84,100950.0,1.199453
369153629,30.516148,24.84,100959.0,1.1995599
369164136,30.849081,24.84,100955.0,1.1995124
369174883,31.351122,24.84,100949.0,1.1994411
369196542,30.767168,24.85,100956.0,1.1995243
369208175,30.933636,24.85,100954.0,1.1995006
369218541,30.682615,24.85,100957.0,1.1995362
369238538,31.018188,24.85,100953.0,1.1994886
369249078,30.849081,24.85,100955.0,1.1995124
369258537,31.102743,24.85,100951.99,1.1994767
369280163,30.767168,24.859999,100956.0,1.1995243
369292517,31.102743,24.859999,100951.99,1.1994767
369302545,30.682615,24.859999,100957.0,1.1995362
369324655,30.849081,24.859999,100955.0,1.1995124
369337553,31.018188,24.859999,100953.0,1.1994886
369348676,30.600702,24.859999,100957.99,1.199548
369372493,30.849081,24.859999,100955.0,1.1995124
369383605,30.600702,24.859999,100957.99,1.199548
369394558,30.516148,24.859999,100959.0,1.1995599
369416560,30.849081,24.859999,100955.0,1.1995124
369427185,31.018188,24.859999,100953.0,1.1994886
369438272,30.516148,24.859999,100959.0,1.1995599
369460830,30.682615,24.859999,100957.0,1.1995362
369471186,30.600702,24.859999,100957.99,1.199548
369482267,30.600702,24.859999,100957.99,1.199548
369504380,30.933636,24.859999,100954.0,1.1995006
369515248,31.018188,24.859999,100953.0,1.1994886
369526266,31.266567,24.859999,100950.0,1.199453
369546253,31.184654,24.869999,100950.99,1.1994648
369556845,31.184654,24.869999,100950.99,1.1994648
369567519,30.933636,24.869999,100954.0,1.1995006
369589499,31.102743,24.869999,100951.99,1.1994767
369600050,31.018188,24.869999,100953.0,1.1994886
369610568,31.018188,24.869999,100953.0,1.1994886
369632555,30.767168,24.88,100956.0,1.1995243
369644047,31.435675,24.88,100948.0,1.1994293
369653480,31.266567,24.88,100950.0,1.199453
369674568,30.849081,24.88,100955.0,1.1995124
369686286,30.933636,24.88,100954.0,1.1995006
369698083,30.600702,24.88,100957.99,1.199548
369719480,30.682615,24.89,100957.0,1.1995362
369731325,30.933636,24.89,100954.0,1.1995006
369742255,30.682615,24.89,100957.0,1.1995362
369762684,31.018188,24.89,100953.0,1.1994886
369773170,30.431595,24.89,100960.0,1.1995718
369783865,31.102743,24.89,100951.99,1.1994767
369806341,30.767168,24.89,100956.0,1.1995243
369818443,30.767168,24.89,100956.0,1.1995243
369829971,31.102743,24.89,100951.99,1.1994767
369851492,30.933636,24.89,100954.0,1.1995006
369862096,31.184654,24.89,100950.99,1.1994648
369872553,30.516148,24.89,100959.0,1.1995599
369893483,30.849081,24.89,100955.0,1.1995124
369904337,31.435675,24.89,100948.0,1.1994293
369915568,30.600702,24.89,100957.99,1.199548
369940295,30.849081,24.9,100955.0,1.1995124
369951669,30.849081,24.9,100955.0,1.1995124
369962558,30.265127,24.9,100962.0,1.1995956
369984051,30.600702,24.9,100957.99,1.199548
369995997,31.018188,24.9,100953.0,1.1994886
370006537,30.933636,24.9,100954.0,1.1995006
370028488,30.849081,24.91,100955.0,1.1995124
370040485,30.600702,24.91,100957.99,1.199548
370052682,30.600702,24.91,100957.99,1.199548
370074537,30.767168,24.91,100956.0,1.1995243
370086098,30.431595,24.91,100960.0,1.1995718
370096485,30.682615,24.91,100957.0,1.1995362
370118669,31.184654,24.91,100950.99,1.1994648
370129561,30.767168,24.91,100956.0,1.1995243
370140853,31.184654,24.91,100950.99,1.1994648
370164082,30.600702,24.91,100957.99,1.199548
370175064,31.266567,24.91,100950.0,1.199453
370185080,31.602142,24.91,100946.0,1.1994054
370208388,30.516148,24.91,100959.0,1.1995599
370220762,31.853163,24.91,100943.0,1.1993698
370231479,30.682615,24.91,100957.0,1.1995362
370253766,31.184654,24.92,100950.99,1.1994648
370264487,31.184654,24.92,100950.99,1.1994648
370275480,31.435675,24.92,100948.0,1.1994293
370297539,30.682615,24.92,100957.0,1.1995362
370308172,30.516148,24.92,100959.0,1.1995599
370319488,31.517588,24.92,100947.0,1.1994174
370341495,30.431595,24.92,100960.0,1.1995718
370353574,30.682615,24.92,100957.0,1.1995362
370364480,31.266567,24.92,100950.0,1.199453
370386276,30.600702,24.92,100957.99,1.199548
370397204,30.849081,24.92,100955.0,1.1995124
370409717,31.266567,24.92,100950.0,1.199453
370429654,30.682615,24.93,100957.0,1.1995362
370441710,30.600702,24.93,100957.99,1.199548
370452661,30.767168,24.93,100956.0,1.1995243
370474514,31.351122,24.93,100949.0,1.1994411
370485172,30.682615,24.93,100957.0,1.1995362
370496172,31.517588,24.93,100947.0,1.1994174
370518082,30.682615,24.93,100957.0,1.1995362
370529075,30.516148,24.93,100959.0,1.1995599
370539479,30.933636,24.93,100954.0,1.1995006
370560547,30.767168,24.93,100956.0,1.1995243
370572065,31.266567,24.93,100950.0,1.199453
370582569,31.018188,24.93,100953.0,1.1994886
370603577,30.849081,24.939999,100955.0,1.1995124
370614799,30.600702,24.939999,100957.99,1.199548
370624852,30.849081,24.939999,100955.0,1.1995124
370647261,30.682615,24.939999,100957.0,1.1995362
370660267,31.018188,24.939999,100953.0,1.1994886
370671252,31.102743,24.939999,100951.99,1.1994767
370693505,30.933636,24.949999,100954.0,1.1995006
370705075,31.184654,24.949999,100950.99,1.1994648
370715535,31.351122,24.949999,100949.0,1.1994411
370736488,31.602142,24.949999,100946.0,1.1994054
370749757,30.516148,24.949999,100959.0,1.1995599
370759879,31.351122,24.949999,100949.0,1.1994411
370780378,31.018188,24.949999,100953.0,1.1994886
370791667,30.933636,24.949999,100954.0,1.1995006
370802676,30.933636,24.949999,100954.0,1.1995006
370824052,31.184654,24.96,100950.99,1.1994648
370836372,31.435675,24.96,100948.0,1.1994293
370846544,31.102743,24.96,100951.99,1.1994767
370868675,31.351122,24.96,100949.0,1.1994411
370881485,31.351122,24.96,100949.0,1.1994411
