w_x,w_y,w_z,a_x,a_y,a_z,m_x,m_y,m_z,h,T,q0,q1,q2,q3,Vn,Ve,Vd,Pn,Pe,Pd
-4.017014576999999864e-01,-1.262316219772000148e+00,-2.372023834000000220e-01,6.965615939999998674e-02,7.138939264799999407e-01,-1.072460486599999996e+01,3.223454211111110856e-01,7.005665777777776715e-02,3.079697977777777762e-01,-4.365076659999999720e+01,2.135333300000000278e+01,9.931440999999999741e-01,-2.002772099999999833e-02,-1.016094000000000025e-01,-5.421478700000000039e-02,1.578236799999999995e+00,5.346265399999999834e-01,-1.502550100000000111e+00,2.119908000000000126e+00,1.121501199999999976e+00,-1.210177099999999895e+00
-4.645484481999999637e-01,-3.185115309400000649e-01,-9.546142640000002677e-01,-2.251723225199999123e-01,6.456767088000000543e-01,-1.077747079599999758e+01,3.664002729999999985e-01,8.577162060000001476e-02,2.436059000000000141e-01,-4.375082213333333669e+01,2.136333233333333581e+01,9.648282999999999721e-01,-6.834751999999999494e-02,-2.374082200000000031e-01,-8.984707999999999584e-02,2.364440200000000214e+00,4.508698999999999901e-01,-1.596226200000000039e+00,2.519340000000000135e+00,1.220736700000000008e+00,-1.528695700000000102e+00
-6.762120343137255352e-02,-8.122327805294117520e-02,-9.984863623529410814e-01,-6.861169469803920506e-01,7.459580050980391119e-01,-1.044367032549019747e+01,3.455321799999999666e-01,1.569974759999999969e-01,2.326135766666667104e-01,-4.373884333333332819e+01,2.137133246666666864e+01,9.381580400000000264e-01,-8.710921000000000636e-02,-2.594435800000000070e-01,-2.120388599999999957e-01,3.376601500000000033e+00,8.223635999999999446e-02,-1.481505800000000095e+00,3.113761400000000013e+00,1.256348699999999985e+00,-1.827995199999999931e+00
-6.775129365400001102e-02,-3.072243111800000426e-01,-2.258869806799999880e-01,-8.776481220000000860e-01,5.002186612519998743e-01,-1.070072757199999991e+01,3.339056790000000108e-01,1.979744849999999778e-01,2.193398170000000480e-01,-4.349610346666666061e+01,2.138133313333332808e+01,9.160082000000000502e-01,-6.397986399999999740e-02,-2.762836799999999760e-01,-2.837307000000000023e-01,4.328047999999999895e+00,-3.220364000000000004e-01,-1.349422799999999922e+00,3.896128000000000036e+00,1.236605299999999907e+00,-2.069275900000000057e+00
-4.599830389999999825e-01,-3.365672449700000124e-01,2.396800724399999680e-02,-1.119002522000000166e+00,2.452173562999999112e-01,-9.683409206000000324e+00,3.488445799999999597e-01,1.953826644444444371e-01,1.997748455555555802e-01,-4.352886760000000521e+01,2.138733333333332709e+01,8.980471500000000162e-01,-8.277995999999999965e-02,-3.121241299999999996e-01,-2.987264700000000217e-01,5.313187600000000010e+00,-7.646678999999999560e-01,-1.176796799999999976e+00,4.876019499999999951e+00,1.121530899999999997e+00,-2.290438200000000091e+00
-6.022109580769231529e-01,5.170890135961540013e-01,6.224053323076923772e-02,-1.817041601538461615e+00,1.093223126923077160e-01,-1.076581993076922927e+01,3.434453749999999417e-01,1.690379569999999887e-01,2.292951280000000147e-01,-4.279401825000000059e+01,2.139812500000000028e+01,8.874243000000000547e-01,-1.371390500000000123e-01,-3.089005400000000012e-01,-3.134511999999999854e-01,6.203623000000000332e+00,-1.423593600000000015e+00,-8.794334499999999499e-01,6.086900700000000164e+00,8.783679599999999477e-01,-2.438664999999999861e+00
-4.204236818000000597e-01,2.565084276599999824e-01,1.203097324800000284e-02,-2.235840216900000232e+00,-1.880907946000000552e-01,-1.115216030199999686e+01,3.261546690000000082e-01,1.409872380000000147e-01,2.706719229999999810e-01,-4.240218286666665648e+01,2.141000000000000725e+01,8.949699399999999638e-01,-1.744908699999999924e-01,-2.453104600000000080e-01,-3.292484299999999808e-01,6.862152599999999936e+00,-2.156307500000000044e+00,-8.446468000000000309e-01,7.414766000000000190e+00,5.383499000000000478e-01,-2.596995000000000164e+00
-4.669951160999999407e-01,1.296023111379999981e-01,-3.646430930000000292e-01,-2.594623117199999829e+00,-1.724656885999999723e-01,-1.046189850799999910e+01,3.157206388888889048e-01,1.277984866666666830e-01,2.910319422222222285e-01,-4.243494840000000323e+01,2.141800000000000637e+01,8.924159400000000186e-01,-2.015841200000000055e-01,-2.116919600000000123e-01,-3.437211800000000150e-01,7.196527500000000188e+00,-3.019236600000000159e+00,-9.628163600000000377e-01,8.842266000000000403e+00,2.986989199999999858e-02,-2.784495800000000187e+00
-3.221634007399999944e-01,2.452194707299999998e-01,-5.022753335999999846e-01,-2.607439301799999498e+00,3.891132905999995090e-02,-9.862185665999998463e+00,2.931963455555555154e-01,1.363285244444444322e-01,3.083154722222222199e-01,-4.264985613333331571e+01,2.142800000000000082e+01,8.696651499999999979e-01,-2.258940299999999957e-01,-1.940312700000000057e-01,-3.937086799999999776e-01,7.285409999999999719e+00,-3.797365200000000218e+00,-9.157985400000000498e-01,1.029707900000000009e+01,-6.431033000000000444e-01,-2.957958200000000204e+00
-2.975417866496153918e-01,1.923332028557692142e-01,-9.065708262499999615e-02,-3.096794438846153685e+00,-2.633406548076931697e-02,-9.902428873076924987e+00,2.710033070000000821e-01,1.377392610000000017e-01,3.279150070000000361e-01,-4.254522053333333531e+01,2.143599940000000004e+01,8.514439499999999494e-01,-2.284906999999999910e-01,-1.701407299999999900e-01,-4.403264000000000067e-01,7.251584000000000252e+00,-4.551641000000000048e+00,-8.380646999999999958e-01,1.183426299999999998e+01,-1.479680300000000059e+00,-3.091598499999999916e+00
-2.586052724599999589e-02,1.813138434340000049e-01,-4.247252353799999686e-03,-3.378174004199999914e+00,-2.811907074599999667e-01,-1.060432803399999990e+01,2.543088279999999868e-01,1.244520847999999874e-01,3.468923320000000254e-01,-4.188146946666667247e+01,2.144399899999999803e+01,8.452431999999999723e-01,-2.458357999999999932e-01,-1.407941900000000135e-01,-4.531066400000000050e-01,7.060878800000000233e+00,-5.127088999999999785e+00,-8.374489499999999698e-01,1.328783100000000061e+01,-2.417780399999999830e+00,-3.204026199999999935e+00
4.112573837599998727e-01,-3.867424312600000608e-02,2.126969964199999785e-02,-3.773261247479999803e+00,-1.812342825200000951e-01,-9.132264851999998712e+00,2.527851277777777295e-01,1.428900911111110894e-01,3.390801733333332901e-01,-4.203754266666666695e+01,2.145199919999999238e+01,8.493792000000000009e-01,-2.310929599999999862e-01,-1.374251800000000079e-01,-4.541647699999999954e-01,6.684290400000000076e+00,-5.787183299999999697e+00,-9.352755999999999847e-01,1.467313500000000026e+01,-3.515413500000000191e+00,-3.390598999999999918e+00
2.927090565096154284e-01,2.228440299903846344e-01,2.699559531538461496e-02,-3.773177218269230693e+00,3.954401309615387938e-01,-8.882590944230768670e+00,2.498370950000000090e-01,1.651994370000000323e-01,3.369370090000000095e-01,-4.248990860000000680e+01,2.145999999999999730e+01,8.596251599999999993e-01,-1.958255999999999886e-01,-1.584120499999999987e-01,-4.445251199999999958e-01,6.374697000000000280e+00,-6.162930000000000241e+00,-7.884463699999999520e-01,1.605817800000000162e+01,-4.752691300000000396e+00,-3.549422499999999925e+00
8.824711579591835997e-02,4.483442653265307110e-02,-4.602096712244898441e-03,-3.627345908979591194e+00,2.509201871428571873e-01,-1.069995655102040821e+01,2.332420022222222444e-01,1.776664277777777745e-01,3.418455344444444322e-01,-4.118002206666667320e+01,2.146800000000000352e+01,8.704401999999999973e-01,-1.592998999999999943e-01,-1.450339300000000053e-01,-4.426315699999999742e-01,6.275511700000000026e+00,-6.414289000000000129e+00,-8.534578000000000442e-01,1.732600000000000051e+01,-6.008532500000000276e+00,-3.655498300000000089e+00
1.086412094365384606e-01,-1.422291341615384286e-01,-2.335296997480768716e-02,-3.720903384807691783e+00,3.022514440384615475e-01,-9.138946763461538225e+00,2.399992820000000082e-01,1.855731150000000107e-01,3.313371459999999713e-01,-4.131883253333333528e+01,2.147600000000000264e+01,8.706320499999999907e-01,-1.532493699999999959e-01,-1.550371799999999967e-01,-4.409966200000000058e-01,6.146270999999999596e+00,-6.703954000000000413e+00,-1.092945899999999915e+00,1.861002200000000073e+01,-7.338793800000000367e+00,-3.881110399999999849e+00
4.775129974000000277e-02,-5.266087640000000937e-03,-8.868477794000004461e-04,-3.824191355080000854e+00,4.700062096399998390e-01,-8.351662863999999686e+00,2.453653640000000302e-01,1.923643419999999937e-01,3.244928669999999071e-01,-4.198786739999999895e+01,2.147800000000000153e+01,8.687957499999999778e-01,-1.502614999999999923e-01,-1.736665799999999871e-01,-4.386972199999999988e-01,6.103308700000000364e+00,-6.812469000000000108e+00,-1.028815999999999953e+00,1.983867499999999851e+01,-8.680628000000000455e+00,-4.082722999999999658e+00
7.691914525400000979e-02,1.219549396400000096e-01,7.691598810399998855e-03,-3.906355227600000202e+00,6.861074041999999373e-01,-8.926188653999998834e+00,2.421854622222222309e-01,1.973511411111111002e-01,3.252533444444444255e-01,-4.177190080000000449e+01,2.148800000000000310e+01,8.699527999999999706e-01,-1.442146300000000103e-01,-1.743877500000000080e-01,-4.381475400000000020e-01,6.070566699999999649e+00,-6.889408600000000327e+00,-8.622857000000000438e-01,2.105342299999999867e+01,-1.002777700000000038e+01,-4.198769600000000324e+00
-4.168062708846153458e-02,4.840668190384615766e-02,1.026005606730769331e-03,-3.893284065384615023e+00,7.038584633076921948e-01,-9.076137249230770365e+00,2.334407489999999752e-01,1.979744880000000040e-01,3.279150060000000089e-01,-4.170604174999999714e+01,2.149062500000000142e+01,8.740153299999999792e-01,-1.311845000000000094e-01,-1.644633899999999871e-01,-4.379951699999999892e-01,6.090080699999999680e+00,-6.931040000000000312e+00,-8.517303000000000512e-01,2.232582700000000031e+01,-1.144003700000000023e+01,-4.314922300000000099e+00
-1.691053850800000244e-02,3.326675361719999557e-01,6.687999658000000000e-03,-3.937419514200000137e+00,6.230326207999998811e-01,-9.348758913999999365e+00,2.242985399999999907e-01,1.980072977777777576e-01,3.314754122222222654e-01,-4.117508953333334176e+01,2.150000000000000000e+01,8.738388000000000266e-01,-1.334770600000000085e-01,-1.612104799999999893e-01,-4.388631299999999902e-01,6.091719600000000234e+00,-6.959988000000000063e+00,-8.624747999999999859e-01,2.355793200000000098e+01,-1.281550799999999946e+01,-4.436859600000000015e+00
-2.308869680000005808e-03,8.020546492000001360e-01,2.076879344600000149e-02,-3.972688363999999250e+00,5.528230314199999995e-01,-1.038526481800000134e+01,1.821648720000000055e-01,1.950217809999999774e-01,3.534255159999999951e-01,-3.978135419999999556e+01,2.150000000000000000e+01,8.801229000000000413e-01,-1.159204800000000063e-01,-1.230043249999999977e-01,-4.436397899999999783e-01,6.053518999999999650e+00,-6.961583000000000077e+00,-9.119352699999999645e-01,2.476686300000000074e+01,-1.419281499999999951e+01,-4.589988700000000144e+00
-6.668996672115384827e-02,7.571481700000001203e-01,3.606730696153846033e-02,-3.621940655576923351e+00,7.713362344230768608e-01,-1.075815582500000467e+01,1.240323402000000075e-01,1.894116319999999964e-01,3.823581560000000046e-01,-3.762451653333332757e+01,2.150400000000000134e+01,8.883982999999999741e-01,-7.833455000000000279e-02,-4.671267400000000264e-02,-4.499224399999999791e-01,5.837956000000000145e+00,-6.765723999999999627e+00,-1.265642500000000004e+00,2.601325599999999838e+01,-1.559133899999999961e+01,-4.938443999999999612e+00
2.126662345999999482e-02,7.527291867999998942e-01,5.153020873999999973e-02,-3.166470321200000715e+00,6.867178513999999678e-01,-1.076668419000000121e+01,6.994093411111111658e-02,1.904614844444444399e-01,3.933504844444444815e-01,-3.638015973333332909e+01,2.150666666666666416e+01,8.909481999999999680e-01,-4.562837299999999985e-02,1.869133300000000095e-02,-4.514200999999999908e-01,5.450416999999999845e+00,-6.358290700000000406e+00,-1.594390500000000044e+00,2.713580699999999979e+01,-1.687753100000000117e+01,-5.494958399999999799e+00
6.631860419599999723e-01,4.465289966400000088e-01,-1.985372118000000227e-02,-2.529641727200000023e+00,7.712887097999999719e-01,-1.005587788799999949e+01,1.859881411111110813e-02,2.081777288888888855e-01,3.860913988888888815e-01,-3.608668533333332817e+01,2.150999999999999801e+01,8.891293000000000113e-01,-6.252325999999999891e-03,8.345352000000000325e-02,-4.499395199999999817e-01,4.981469999999999843e+00,-5.774144599999999627e+00,-1.800609799999999927e+00,2.817622799999999827e+01,-1.807067500000000138e+01,-6.129710000000000214e+00
1.273087103725490277e+00,-3.084205180000000324e-01,1.945275451176470827e-01,-2.158397307450980129e+00,5.579640498039215579e-01,-9.184598392156862801e+00,1.790321079999999954e-02,2.844887990000000144e-01,3.272928000000000504e-01,-3.621563068749999559e+01,2.150874999999999915e+01,8.826024999999999565e-01,8.200338499999999808e-02,6.943676000000000015e-02,-4.576755000000000129e-01,4.583885999999999683e+00,-4.951757399999999976e+00,-1.750215000000000076e+00,2.914850799999999964e+01,-1.914550600000000102e+01,-6.746337399999999818e+00
5.991344867307690780e-01,2.008626992884615103e-01,3.482608882692306840e-01,-1.969338458461538321e+00,1.222896407692307813e-01,-8.302452115384614473e+00,3.966564520000000205e-02,3.538774149999999730e-01,2.501390799999999581e-01,-3.648479486666666816e+01,2.150933333333332698e+01,8.755353999999999637e-01,1.877733000000000041e-01,-2.257085400000000130e-02,-4.446002199999999904e-01,4.626926400000000328e+00,-4.047482500000000094e+00,-1.424189900000000009e+00,3.007908799999999871e+01,-2.003393600000000063e+01,-7.225508699999999784e+00
