timestamp,magnetometer_ga[0],magnetometer_ga[1],magnetometer_ga[2]
751568466,0.22830161,-0.026304709,0.4295078
751591475,0.23127154,-0.037927486,0.40713468
751614341,0.23424147,-0.032116096,0.4295078
751635469,0.22830161,-0.032116096,0.413527
751657779,0.24018133,-0.029210404,0.413527
751681817,0.23424147,-0.029210404,0.413527
751703475,0.2372114,-0.029210404,0.4231155
751724469,0.23424147,-0.029210404,0.41672316
751747505,0.22830161,-0.035021793,0.40713468
751770569,0.23127154,-0.037927486,0.40393853
751792475,0.23424147,-0.032116096,0.42631164
751815173,0.22236176,-0.032116096,0.41991934
751836476,0.22533168,-0.032116096,0.41033086
751858577,0.2372114,-0.023399014,0.4231155
751880467,0.23424147,-0.032116096,0.40074238
751903079,0.24018133,-0.02049332,0.40713468
751925511,0.24315126,-0.02049332,0.3975462
751948466,0.23127154,-0.026304709,0.4231155
751970606,0.22236176,-0.029210404,0.41672316
751992564,0.2372114,-0.029210404,0.41991934
752015469,0.2372114,-0.026304709,0.40713468
752037467,0.2372114,-0.01468193,0.41033086
752059465,0.24315126,-0.02049332,0.3847616
752080465,0.24909113,-0.008870541,0.40713468
752101481,0.24315126,-0.008870541,0.40074238
752123472,0.24018133,-0.008870541,0.3975462
752145485,0.23424147,-0.00015345702,0.40393853
752167871,0.22533168,-0.00015345702,0.41033086
752190465,0.21642189,-0.00015345702,0.40713468
752213474,0.21642189,0.0027522377,0.40713468
752235466,0.22830161,0.0027522377,0.413527
752257526,0.22533168,0.0085636275,0.41672316
752278512,0.22236176,-0.00015345702,0.40713468
752301466,0.22533168,0.0056579323,0.41033086
752323472,0.21345197,0.0056579323,0.41033086
752345479,0.22533168,0.0027522377,0.41672316
752366467,0.21939182,0.011469321,0.4231155
752389466,0.21939182,0.0027522377,0.40393853
752411473,0.22533168,0.0056579323,0.41033086
752433478,0.21345197,0.0085636275,0.413527
752455468,0.22236176,0.011469321,0.41991934
752477468,0.22236176,0.014375016,0.4231155
752499465,0.21939182,0.0056579323,0.40713468
752522467,0.22236176,0.0027522377,0.40074238
752544480,0.23127154,0.0056579323,0.413527
752566506,0.22830161,0.0056579323,0.413527
752587504,0.22830161,0.0056579323,0.413527
752610466,0.22533168,0.011469321,0.41672316
752632466,0.22830161,0.0027522377,0.3975462
752655474,0.23424147,0.0085636275,0.40713468
752676697,0.23424147,0.0085636275,0.40713468
752699466,0.22236176,0.0085636275,0.3975462
752721485,0.23127154,0.0056579323,0.40713468
752744472,0.22830161,0.011469321,0.413527
752766467,0.22830161,0.011469321,0.41672316
752788466,0.23127154,0.0056579323,0.40074238
752811504,0.22830161,0.0027522377,0.3975462
752832792,0.23424147,0.0085636275,0.40713468
752856465,0.22533168,0.0056579323,0.41033086
752878468,0.22533168,0.0085636275,0.40713468
752900466,0.23424147,0.0027522377,0.40713468
752923468,0.23424147,0.0027522377,0.40713468
752945488,0.23127154,0.011469321,0.413527
752968465,0.22830161,0.0027522377,0.41033086
752989827,0.24018133,0.0056579323,0.40713468
753013797,0.23127154,-0.00015345702,0.3911539
753035475,0.23424147,0.0056579323,0.40713468
753058291,0.22533168,0.0056579323,0.40074238
753079512,0.22830161,0.0056579323,0.40713468
753101848,0.23424147,0.0085636275,0.41991934
753125855,0.2372114,0.0027522377,0.41033086
753149810,0.22830161,0.0027522377,0.40713468
753173810,0.2372114,0.0027522377,0.413527
753197806,0.23424147,-0.00015345702,0.40393853
753219469,0.23424147,0.0056579323,0.413527
753242343,0.22830161,0.0027522377,0.40393853
753263504,0.22830161,0.0027522377,0.40074238
753285477,0.24018133,0.0027522377,0.40713468
753308466,0.2372114,0.0027522377,0.40713468
753331145,0.23424147,-0.0030591516,0.3975462
753353466,0.23424147,-0.0030591516,0.3975462
753376563,0.23424147,-0.0030591516,0.3911539
753399467,0.23424147,-0.0030591516,0.40074238
753422650,0.2372114,-0.00015345702,0.40393853
753444473,0.2372114,0.0027522377,0.413527
753466992,0.23127154,0.0027522377,0.40393853
753488571,0.22830161,0.0027522377,0.40074238
753511466,0.2372114,0.0027522377,0.40393853
753534611,0.24018133,-0.00015345702,0.40713468
753556473,0.23127154,0.0056579323,0.40713468
753578995,0.23424147,-0.0030591516,0.3911539
753601466,0.23127154,-0.0030591516,0.3911539
753624466,0.23424147,-0.0030591516,0.3975462
753645479,0.22830161,-0.00015345702,0.40074238
753666474,0.23127154,0.0056579323,0.41033086
753689482,0.23127154,0.0027522377,0.41033086
753711466,0.23127154,-0.0030591516,0.3975462
753733476,0.23127154,0.0056579323,0.413527
753755945,0.22830161,-0.00015345702,0.41672316
753778513,0.22830161,-0.00015345702,0.41033086
753801481,0.23127154,-0.00015345702,0.41033086
753823466,0.2372114,0.0027522377,0.3975462
753845467,0.23127154,0.0027522377,0.40393853
753866475,0.23424147,-0.0030591516,0.40074238
753889492,0.23424147,0.0056579323,0.413527
753911465,0.22830161,-0.00015345702,0.40713468
753933470,0.2372114,-0.00015345702,0.41033086
753954474,0.23127154,-0.0059648464,0.39435005
753976475,0.23424147,0.0027522377,0.41991934
753999473,0.22830161,-0.00015345702,0.41033086
754021467,0.22830161,-0.00015345702,0.40713468
754043467,0.24018133,-0.0030591516,0.413527
754065512,0.2372114,-0.00015345702,0.40713468
754087465,0.22830161,-0.0030591516,0.40074238
754109478,0.23127154,0.0027522377,0.413527
754131466,0.22830161,-0.0030591516,0.41033086
754153476,0.22830161,-0.00015345702,0.41033086
754175473,0.23424147,0.0027522377,0.41991934
754197535,0.23127154,-0.0059648464,0.3975462
754219475,0.2372114,-0.0030591516,0.41033086
754243506,0.23127154,-0.0059648464,0.3975462
754265489,0.23424147,0.0027522377,0.413527
754288800,0.22830161,-0.0030591516,0.40713468
754312796,0.24018133,-0.0059648464,0.38795778
754336474,0.2372114,-0.0059648464,0.3911539
754360477,0.24018133,-0.0059648464,0.38795778
754384466,0.24018133,-0.0059648464,0.38795778
754406478,0.24018133,-0.0059648464,0.3847616
754427484,0.24018133,-0.0030591516,0.38156545
754449492,0.2372114,-0.0059648464,0.38795778
754472474,0.24315126,-0.0030591516,0.3783693
754493557,0.24315126,-0.0059648464,0.38795778
754515466,0.24018133,-0.0059648464,0.38156545
754536549,0.24018133,-0.0059648464,0.3847616
754559504,0.24018133,-0.0059648464,0.38156545
754580550,0.24315126,-0.0059648464,0.3783693
754603466,0.24612118,-0.0059648464,0.3847616
754626387,0.24018133,-0.0059648464,0.38156545
754648465,0.24018133,-0.0059648464,0.3847616
754671475,0.24018133,-0.0059648464,0.3847616
754693818,0.24315126,-0.0059648464,0.38795778
754717793,0.24018133,-0.0059648464,0.38156545
754741776,0.24018133,-0.0059648464,0.38156545
