timestamp,time_utc_usec,lat,lon,alt,alt_ellipsoid,s_variance_m_s,c_variance_rad,eph,epv,hdop,vdop,noise_per_ms,jamming_indicator,vel_m_s,vel_n_m_s,vel_e_m_s,vel_d_m_s,cog_rad,timestamp_time_relative,heading,heading_offset,fix_type,vel_ned_valid,satellites_used
253663593,1541093624200058,323874350,-1170763979,19427,-15017,0.34,0.6913242,0.66300005,1.4440001,0.75,1.24,84,9,0.05,-0.05,-0.003,-0.120000005,4.4114213,0,nan,0.0,4,1,16
253852548,1541093624400058,323874349,-1170763979,19428,-15016,0.33100003,0.6913373,0.66800004,1.455,0.75,1.24,84,9,0.058000002,-0.052,0.025,-0.165,4.4114213,0,nan,0.0,4,1,16
254047562,1541093624600058,323874349,-1170763979,19423,-15021,0.35500002,0.69135123,0.67200005,1.4660001,0.75,1.24,84,9,0.029000001,-0.010000001,-0.027,-0.14600001,4.4114213,0,nan,0.0,4,1,16
254258577,1541093624800058,323874350,-1170763981,19283,-15161,0.261,0.6913617,0.67600006,1.4770001,0.75,1.24,84,2,0.115,0.071,-0.09,-0.023000002,4.4114213,0,nan,0.0,4,1,16
254457520,1541093625000058,323874352,-1170763984,19300,-15144,0.26000002,0.691372,0.675,1.4790001,0.75,1.24,84,2,0.058000002,0.056,-0.017,-0.056,4.4114213,0,nan,0.0,4,1,16
254654594,1541093625200058,323874352,-1170763986,19326,-15119,0.21100001,0.6913804,0.675,1.485,0.75,1.24,84,2,0.086,-0.040000003,-0.076000005,-0.001,4.4114213,0,nan,0.0,4,1,16
254856557,1541093625400058,323874351,-1170763988,19314,-15130,0.36900002,0.69139504,0.67800003,1.4990001,0.75,1.24,84,2,0.027,-0.013,-0.023000002,0.054,4.4114213,0,nan,0.0,4,1,16
255058635,1541093625600058,323874350,-1170763990,19328,-15116,0.26700002,0.69140553,0.68200004,1.5070001,0.75,1.24,84,2,0.128,-0.104,-0.074,0.066,4.4114213,0,nan,0.0,4,1,16
255260545,1541093625800058,323874350,-1170763991,19300,-15145,0.35000002,0.6914195,0.683,1.514,0.75,1.24,84,3,0.0050000004,0.0050000004,0.0,-0.066,4.4114213,0,nan,0.0,4,1,16
255455533,1541093626000058,323874350,-1170763991,19258,-15186,0.273,0.6914301,0.683,1.5120001,0.75,1.24,84,3,0.034,0.011000001,0.032,0.033,4.4114213,0,nan,0.0,4,1,16
255657621,1541093626200058,323874350,-1170763993,19247,-15197,0.31800002,0.69144285,0.68200004,1.5130001,0.75,1.24,84,3,0.036000002,0.023000002,-0.028,-0.091000006,4.4114213,0,nan,0.0,4,1,16
255858558,1541093626400058,323874351,-1170763994,19235,-15210,0.32700002,0.6914558,0.68100005,1.514,0.75,1.24,84,3,0.017,0.016,0.006,-0.15300001,4.4114213,0,nan,0.0,4,1,16
256056519,1541093626600058,323874350,-1170763995,19257,-15187,0.356,0.6914699,0.683,1.526,0.75,1.24,84,3,0.047000002,-0.039,-0.026,-0.201,4.4114213,0,nan,0.0,4,1,16
256258630,1541093626800058,323874350,-1170763996,19236,-15208,0.32200003,0.69148266,0.68500006,1.5300001,0.75,1.24,84,3,0.051000003,0.048,-0.016,-0.115,4.4114213,0,nan,0.0,4,1,16
256459520,1541093627000058,323874350,-1170763996,19247,-15198,0.342,0.69149625,0.68600005,1.536,0.75,1.24,84,3,0.041,0.031000001,0.027,-0.13800001,4.4114213,0,nan,0.0,4,1,16
256650794,1541093627200058,323874350,-1170763996,19244,-15200,0.32900003,0.69150937,0.68700004,1.544,0.75,1.24,84,3,0.041,-0.036000002,0.019000001,-0.11100001,4.4114213,0,nan,0.0,4,1,16
256857593,1541093627400058,323874350,-1170763996,19149,-15295,0.324,0.6915221,0.68700004,1.5460001,0.75,1.24,84,3,0.010000001,0.010000001,-0.003,-0.038000003,4.4114213,0,nan,0.0,4,1,16
257057595,1541093627600058,323874350,-1170763999,19078,-15367,0.23,0.6915312,0.68500006,1.5410001,0.75,1.24,84,3,0.11000001,0.034,-0.105000004,-0.07,4.4114213,0,nan,0.0,4,1,16
257260549,1541093627800058,323874349,-1170764003,19300,-15144,0.31300002,0.69157255,0.67800003,1.4890001,0.75,1.24,84,6,0.192,-0.014,-0.19100001,-1.023,4.4114213,0,nan,0.0,4,1,16
257459735,1541093628000058,323874349,-1170764008,19604,-14840,0.30900002,0.7360713,0.675,1.4760001,0.75,1.24,84,6,0.27400002,0.023000002,-0.273,-1.8850001,4.5924196,0,nan,0.0,4,1,16
257658573,1541093628200058,323874349,-1170764009,20091,-14353,0.273,0.7361711,0.669,1.4310001,0.75,1.24,84,6,0.193,0.193,0.010000001,-2.674,4.5924196,0,nan,0.0,4,1,16
257859555,1541093628400058,323874346,-1170764004,20797,-13647,0.263,0.622956,0.66400003,1.399,0.75,1.24,84,6,0.26500002,0.028,0.263,-2.686,2.770377,0,nan,0.0,4,1,16
258059561,1541093628600058,323874342,-1170763995,21529,-12915,0.252,0.31350788,0.66,1.371,0.75,1.24,84,6,0.536,-0.020000001,0.536,-2.5760002,1.8435209,0,nan,0.0,4,1,16
258261390,1541093628800058,323874340,-1170763984,22053,-12391,0.273,0.48074394,0.657,1.3620001,0.75,1.24,84,6,0.39800003,-0.082,0.38900003,-2.617,1.824208,0,nan,0.0,4,1,16
258462568,1541093629000058,323874337,-1170763972,22521,-11923,0.282,0.2755538,0.65400004,1.355,0.75,1.24,84,6,0.69900006,-0.275,0.642,-2.332,1.9377064,0,nan,0.0,4,1,16
258660463,1541093629200058,323874330,-1170763958,22982,-11462,0.33900002,0.3842335,0.656,1.36,0.75,1.24,84,6,0.75600004,-0.33800003,0.67700005,-2.348,1.970461,0,nan,0.0,4,1,16
258860551,1541093629400058,323874325,-1170763943,23455,-10989,0.29700002,0.30974093,0.656,1.3490001,0.75,1.24,84,6,0.63600004,-0.317,0.551,-2.17,2.044762,0,nan,0.0,4,1,16
259062648,1541093629600058,323874318,-1170763930,23898,-10546,0.30400002,0.32952008,0.65400004,1.3410001,0.77,1.24,84,6,0.63600004,-0.42900002,0.469,-2.1520002,2.170002,0,nan,0.0,4,1,15
259258828,1541093629800058,323874309,-1170763919,24421,-10023,0.305,0.36397845,0.652,1.33,0.77,1.24,84,7,0.568,-0.33200002,0.462,-2.1980002,2.1808698,0,nan,0.0,4,1,15
259460341,1541093630000058,323874302,-1170763909,24830,-9614,0.349,0.5471394,0.656,1.337,0.75,1.24,84,7,0.597,-0.409,0.43400002,-1.8440001,2.2257004,0,nan,0.0,4,1,16
259665590,1541093630200058,323874296,-1170763899,25139,-9305,0.377,0.68469614,0.66400003,1.3490001,0.75,1.24,84,7,0.536,-0.252,0.47300002,-1.3260001,2.161281,0,nan,0.0,4,1,16
259859524,1541093630400058,323874290,-1170763891,25332,-9112,0.36400002,0.68473697,0.67300004,1.355,0.75,1.24,84,7,0.43100002,-0.358,0.23900001,-0.92300004,2.161281,0,nan,0.0,4,1,16
260064593,1541093630600058,323874280,-1170763887,25640,-8804,0.317,0.3849168,0.67600006,1.3460001,0.75,1.24,84,7,0.49800003,-0.49100003,0.086,-0.97200006,2.7745287,0,nan,0.0,4,1,16
260264523,1541093630800058,323874275,-1170763885,25803,-8641,0.36800003,0.3850053,0.67700005,1.343,0.75,1.24,84,2,0.040000003,-0.030000001,0.027,-1.2420001,2.7745287,0,nan,0.0,4,1,16
260463564,1541093631000058,323874275,-1170763888,26055,-8389,0.29000002,0.6164127,0.67200005,1.3080001,0.75,1.24,84,2,0.277,0.128,-0.245,-1.5250001,3.4540086,0,nan,0.0,4,1,16
260660522,1541093631200058,323874282,-1170763898,26339,-8105,0.36400002,0.270607,0.674,1.314,0.75,1.24,84,2,1.0320001,0.772,-0.68600005,-1.636,5.21721,0,nan,0.0,4,1,16
260862589,1541093631400058,323874295,-1170763910,26720,-7724,0.33200002,0.22348416,0.67600006,1.3010001,0.75,1.24,84,2,1.133,0.96900004,-0.587,-1.373,5.5275135,0,nan,0.0,4,1,16
261066751,1541093631600058,323874319,-1170763921,26959,-7485,0.245,0.11622915,0.67300004,1.2750001,0.75,1.24,84,2,1.674,1.605,-0.47400004,-1.2830001,5.8966236,0,nan,0.0,4,1,16
261263521,1541093631800058,323874351,-1170763925,27162,-7282,0.22900002,0.09224135,0.669,1.258,0.76,1.38,84,2,1.8870001,1.8830001,-0.126,-1.2340001,6.0935535,0,nan,0.0,4,1,15
261465612,1541093632000058,323874386,-1170763921,27352,-7092,0.21200001,0.074948445,0.665,1.243,0.75,1.24,84,2,2.21,2.1560001,0.48700002,-1.2190001,0.059902314,0,nan,0.0,4,1,16
261662575,1541093632200058,323874426,-1170763905,27524,-6920,0.254,0.097715914,0.66300005,1.2440001,0.75,1.24,84,2,2.3130002,2.151,0.84900004,-1.033,0.1787732,0,nan,0.0,4,1,16
261858710,1541093632400058,323874469,-1170763885,27721,-6723,0.33800003,0.121561304,0.66800004,1.2520001,0.75,1.24,84,2,2.732,2.545,0.99300003,-1.1290001,0.25538617,0,nan,0.0,4,1,16
262064520,1541093632600058,323874514,-1170763863,27955,-6490,0.33900002,0.12033381,0.675,1.261,0.75,1.24,84,2,2.6750002,2.424,1.13,-1.031,0.34714684,0,nan,0.0,4,1,16
262262596,1541093632800058,323874557,-1170763841,28199,-6245,0.33100003,0.11290744,0.68200004,1.2720001,0.78,1.25,84,3,2.4420002,2.285,0.86300004,-1.014,0.35471946,0,nan,0.0,4,1,15
262462603,1541093633000058,323874598,-1170763820,28372,-6072,0.321,0.12271514,0.68600005,1.2830001,0.75,1.24,84,3,2.3560002,2.17,0.91800004,-1.156,0.37566343,0,nan,0.0,4,1,16
262664530,1541093633200057,323874634,-1170763799,28536,-5908,0.26000002,0.100415766,0.68600005,1.2770001,0.75,1.24,84,3,2.002,1.7540001,0.96500003,-1.1340001,0.4520392,0,nan,0.0,4,1,16
262860575,1541093633400057,323874667,-1170763779,28901,-5543,0.273,0.105530106,0.68200004,1.271,0.75,1.24,84,3,1.7680001,1.5580001,0.836,-1.35,0.47130397,0,nan,0.0,4,1,16
263058643,1541093633600057,323874696,-1170763762,29187,-5257,0.284,0.11269416,0.679,1.2720001,0.75,1.24,84,3,1.7,1.5320001,0.73600006,-1.4590001,0.46033266,0,nan,0.0,4,1,16
263258701,1541093633800057,323874725,-1170763746,29502,-4942,0.30800003,0.13387007,0.675,1.2700001,0.75,1.24,84,2,1.4530001,1.3000001,0.647,-1.848,0.461028,0,nan,0.0,4,1,16
263461596,1541093634000057,323874751,-1170763729,29995,-4449,0.3,0.12549685,0.67,1.2650001,0.75,1.24,84,2,1.4690001,1.2210001,0.818,-2.177,0.53009105,0,nan,0.0,4,1,16
263662064,1541093634200057,323874775,-1170763711,30398,-4046,0.30400002,0.13949455,0.66400003,1.261,0.75,1.24,84,2,1.3230001,1.1240001,0.698,-2.1100001,0.5415037,0,nan,0.0,4,1,16
