timestamp,baro_alt_meter,baro_temp_celcius,baro_pressure_pa,rho
751580771,-16.720598,27.55,101525.99,1.2062967
751602771,-17.217354,27.55,101532.0,1.2063681
751615191,-16.720598,27.55,101525.99,1.2062967
751624856,-16.636044,27.55,101525.0,1.206285
751646834,-16.805153,27.55,101526.99,1.2063086
751658633,-16.720598,27.55,101525.99,1.2062967
751670651,-16.968977,27.55,101529.0,1.2063324
751692771,-16.805153,27.55,101526.99,1.2063086
751704325,-17.217354,27.55,101532.0,1.2063681
751714159,-16.968977,27.55,101529.0,1.2063324
751736765,-17.217354,27.55,101532.0,1.2063681
751748403,-16.968977,27.55,101529.0,1.2063324
751759616,-17.138084,27.55,101531.0,1.2063563
751781792,-17.05353,27.55,101530.0,1.2063444
751793355,-16.720598,27.55,101525.99,1.2062967
751803874,-16.805153,27.55,101526.99,1.2063086
751826966,-17.05353,27.56,101530.0,1.2063444
751837355,-16.968977,27.56,101529.0,1.2063324
751847888,-17.138084,27.56,101531.0,1.2063563
751869770,-16.884422,27.56,101528.0,1.2063206
751881354,-16.805153,27.56,101526.99,1.2063086
751891878,-17.05353,27.56,101530.0,1.2063444
751914966,-17.05353,27.56,101530.0,1.2063444
751927116,-16.968977,27.56,101529.0,1.2063324
751937761,-16.303112,27.56,101521.0,1.2062374
751959886,-16.556774,27.56,101524.0,1.2062731
751971499,-16.223843,27.56,101519.99,1.2062254
751981767,-16.223843,27.56,101519.99,1.2062254
752004863,-16.139288,27.56,101519.0,1.2062137
752016322,-16.303112,27.56,101521.0,1.2062374
752026959,-15.806355,27.56,101515.0,1.2061661
752048794,-16.556774,27.57,101524.0,1.2062731
752060315,-15.642531,27.57,101513.0,1.2061424
752070761,-15.642531,27.57,101513.0,1.2061424
752091877,-14.892113,27.56,101504.0,1.2060354
752102334,-15.557978,27.56,101512.0,1.2061305
752112762,-15.3096,27.56,101509.0,1.2060949
752134760,-14.976667,27.57,101505.0,1.2060473
752146336,-14.892113,27.57,101504.0,1.2060354
752156871,-14.807559,27.57,101503.0,1.2060236
752179766,-15.89091,27.57,101516.0,1.2061781
752191928,-15.806355,27.57,101515.0,1.2061661
752202764,-15.642531,27.57,101513.0,1.2061424
752224762,-16.223843,27.57,101519.99,1.2062254
752236323,-16.054733,27.57,101518.0,1.2062018
752246760,-15.721801,27.57,101513.99,1.2061541
752268764,-16.387667,27.58,101522.0,1.2062494
752279978,-16.556774,27.58,101524.0,1.2062731
752290764,-16.556774,27.58,101524.0,1.2062731
752312762,-16.805153,27.58,101526.99,1.2063086
752324322,-17.217354,27.58,101532.0,1.2063681
752334769,-17.05353,27.58,101530.0,1.2063444
752356763,-16.720598,27.58,101525.99,1.2062967
752367967,-16.387667,27.58,101522.0,1.2062494
752378765,-16.054733,27.58,101518.0,1.2062018
752400762,-15.975464,27.58,101517.0,1.2061899
752412745,-16.387667,27.58,101522.0,1.2062494
752422806,-16.47222,27.58,101523.0,1.2062612
752444867,-16.968977,27.59,101529.0,1.2063324
752456324,-16.636044,27.59,101525.0,1.206285
752466761,-17.217354,27.59,101532.0,1.2063681
752488859,-16.303112,27.59,101521.0,1.2062374
752500724,-16.556774,27.59,101524.0,1.2062731
752512218,-16.556774,27.59,101524.0,1.2062731
752533779,-16.387667,27.59,101522.0,1.2062494
752545535,-16.387667,27.59,101522.0,1.2062494
752557171,-16.720598,27.59,101525.99,1.2062967
752577762,-16.805153,27.59,101526.99,1.2063086
752588785,-16.805153,27.59,101526.99,1.2063086
752600191,-16.303112,27.59,101521.0,1.2062374
752621800,-16.303112,27.59,101521.0,1.2062374
752633368,-16.054733,27.59,101518.0,1.2062018
752644907,-15.89091,27.59,101516.0,1.2061781
752666761,-16.636044,27.59,101525.0,1.206285
752677548,-16.47222,27.59,101523.0,1.2062612
752688769,-16.387667,27.59,101522.0,1.2062494
752710802,-16.556774,27.59,101524.0,1.2062731
752722336,-16.223843,27.59,101519.99,1.2062254
752733679,-16.303112,27.59,101521.0,1.2062374
752755777,-16.387667,27.599998,101522.0,1.2062494
752767317,-15.975464,27.599998,101517.0,1.2061899
752777777,-16.223843,27.599998,101519.99,1.2062254
752801040,-16.556774,27.599998,101524.0,1.2062731
752812388,-15.721801,27.599998,101513.99,1.2061541
752822761,-15.975464,27.599998,101517.0,1.2061899
752845716,-16.303112,27.599998,101521.0,1.2062374
752857392,-16.223843,27.599998,101519.99,1.2062254
752867761,-16.303112,27.599998,101521.0,1.2062374
752889785,-15.721801,27.599998,101513.99,1.2061541
752901515,-15.89091,27.599998,101516.0,1.2061781
752912993,-15.642531,27.599998,101513.0,1.2061424
752934762,-15.642531,27.599998,101513.0,1.2061424
752946340,-15.473423,27.599998,101511.0,1.2061186
752957732,-15.89091,27.599998,101516.0,1.2061781
752980472,-16.303112,27.599998,101521.0,1.2062374
752990678,-15.642531,27.599998,101513.0,1.2061424
753002635,-15.642531,27.599998,101513.0,1.2061424
753024769,-15.806355,27.599998,101515.0,1.2061661
753036329,-15.975464,27.599998,101517.0,1.2061899
753046776,-15.557978,27.599998,101512.0,1.2061305
753070148,-15.89091,27.609999,101516.0,1.2061781
753080407,-15.806355,27.609999,101515.0,1.2061661
753090852,-15.225045,27.609999,101507.99,1.2060828
753114771,-15.89091,27.609999,101516.0,1.2061781
753126705,-15.642531,27.609999,101513.0,1.2061424
753138578,-15.721801,27.609999,101513.99,1.2061541
753162714,-15.642531,27.609999,101513.0,1.2061424
753174671,-15.3096,27.609999,101509.0,1.2060949
753186648,-15.388869,27.609999,101510.0,1.2061068
753208761,-15.140491,27.609999,101507.0,1.206071
753220319,-15.721801,27.609999,101513.99,1.2061541
753230768,-15.721801,27.609999,101513.99,1.2061541
753254064,-15.3096,27.609999,101509.0,1.2060949
753264403,-14.976667,27.609999,101505.0,1.2060473
753275432,-15.140491,27.609999,101507.0,1.206071
753297763,-15.061221,27.609999,101506.0,1.2060592
753309354,-15.225045,27.609999,101507.99,1.2060828
753319765,-15.225045,27.609999,101507.99,1.2060828
753342966,-15.3096,27.609999,101509.0,1.2060949
753355184,-15.225045,27.609999,101507.99,1.2060828
753365853,-15.225045,27.609999,101507.99,1.2060828
753388764,-14.55918,27.619999,101500.0,1.2059879
753400317,-15.388869,27.619999,101510.0,1.2061068
753411581,-15.061221,27.619999,101506.0,1.2060592
753433817,-14.723004,27.619999,101501.99,1.2060115
753445357,-14.723004,27.619999,101501.99,1.2060115
753455872,-14.55918,27.619999,101500.0,1.2059879
753479048,-14.976667,27.619999,101505.0,1.2060473
753489498,-14.807559,27.619999,101503.0,1.2060236
753500763,-15.140491,27.619999,101507.0,1.206071
753523604,-14.807559,27.619999,101503.0,1.2060236
753535463,-14.976667,27.619999,101505.0,1.2060473
753545771,-14.643735,27.619999,101500.99,1.2059997
753567888,-14.807559,27.63,101503.0,1.2060236
753579928,-14.643735,27.63,101500.99,1.2059997
753590874,-14.643735,27.63,101500.99,1.2059997
753613812,-15.140491,27.63,101507.0,1.206071
753625366,-14.474627,27.63,101499.0,1.205976
753634802,-14.55918,27.63,101500.0,1.2059879
753655888,-14.976667,27.63,101505.0,1.2060473
753667941,-14.723004,27.63,101501.99,1.2060115
753678768,-14.55918,27.63,101500.0,1.2059879
753700762,-14.474627,27.63,101499.0,1.205976
753712315,-14.395357,27.63,101498.0,1.2059641
753722760,-14.395357,27.63,101498.0,1.2059641
753744763,-14.643735,27.63,101500.99,1.2059997
753756800,-14.395357,27.63,101498.0,1.2059641
753767766,-13.808762,27.63,101491.0,1.205881
753790770,-14.310802,27.64,101497.0,1.2059523
753802331,-14.062425,27.64,101494.0,1.2059166
753812763,-14.723004,27.64,101501.99,1.2060115
753834764,-14.474627,27.64,101499.0,1.205976
753846323,-13.97787,27.64,101493.0,1.2059047
753856762,-14.226249,27.64,101496.0,1.2059404
753878769,-13.893316,27.65,101492.0,1.2058928
753890341,-14.643735,27.65,101500.99,1.2059997
753900762,-14.310802,27.65,101497.0,1.2059523
753922803,-13.893316,27.64,101492.0,1.2058928
753934322,-14.141694,27.64,101494.99,1.2059284
753944217,-13.644938,27.64,101488.99,1.2058572
753965792,-14.062425,27.65,101494.0,1.2059166
753977369,-14.310802,27.65,101497.0,1.2059523
753988976,-14.062425,27.65,101494.0,1.2059166
754010764,-13.729492,27.65,101490.0,1.2058691
754022322,-13.560384,27.65,101488.0,1.2058454
754032871,-13.97787,27.65,101493.0,1.2059047
754056227,-14.226249,27.65,101496.0,1.2059404
754066362,-13.644938,27.65,101488.99,1.2058572
754077185,-14.141694,27.65,101494.99,1.2059284
754098769,-13.560384,27.65,101488.0,1.2058454
754110328,-13.644938,27.65,101488.99,1.2058572
754120761,-13.481114,27.65,101487.0,1.2058334
754144209,-13.97787,27.65,101493.0,1.2059047
754154325,-13.644938,27.65,101488.99,1.2058572
754165092,-13.481114,27.65,101487.0,1.2058334
754186761,-13.481114,27.65,101487.0,1.2058334
754198386,-13.39656,27.65,101486.0,1.2058215
754209100,-13.39656,27.65,101486.0,1.2058215
754233117,-13.481114,27.65,101487.0,1.2058334
754244389,-13.560384,27.65,101488.0,1.2058454
754254762,-13.312006,27.65,101485.0,1.2058097
754277775,-13.227451,27.66,101484.0,1.2057978
754289649,-13.227451,27.66,101484.0,1.2057978
754301665,-13.481114,27.66,101487.0,1.2058334
754325717,-13.39656,27.66,101486.0,1.2058215
754337514,-13.39656,27.66,101486.0,1.2058215
754349853,-13.227451,27.66,101484.0,1.2057978
754373496,-13.142898,27.66,101482.99,1.2057859
754385392,-13.142898,27.66,101482.99,1.2057859
754395892,-13.227451,27.66,101484.0,1.2057978
754417109,-13.142898,27.66,101482.99,1.2057859
754428334,-12.89452,27.66,101480.0,1.2057502
754438768,-12.730696,27.66,101478.0,1.2057265
754461584,-13.063628,27.66,101482.0,1.2057741
754473390,-12.730696,27.66,101478.0,1.2057265
754484482,-12.815249,27.66,101479.0,1.2057384
754506472,-12.815249,27.66,101479.0,1.2057384
754517779,-12.815249,27.66,101479.0,1.2057384
754528466,-12.313209,27.66,101473.0,1.2056671
754550466,-12.89452,27.67,101480.0,1.2057502
