timestamp,time_utc_usec,lat,lon,alt,alt_ellipsoid,s_variance_m_s,c_variance_rad,eph,epv,hdop,vdop,noise_per_ms,jamming_indicator,vel_m_s,vel_n_m_s,vel_e_m_s,vel_d_m_s,cog_rad,timestamp_time_relative,heading,heading_offset,fix_type,vel_ned_valid,satellites_used
1072663509,1542990481000354,323874400,-1170763898,19155,-15289,0.23500001,0.7238648,0.573,0.804,0.59,0.84,64,1,0.07700001,0.076000005,-0.009000001,-0.064,2.2724245,0,nan,0.0,4,1,19
1072861473,1542990481200354,323874401,-1170763898,19148,-15296,0.25100002,0.7238744,0.573,0.80600005,0.59,0.84,64,1,0.038000003,-0.033,0.018000001,-0.065000005,2.2724245,0,nan,0.0,4,1,19
1073060531,1542990481400354,323874400,-1170763897,19141,-15303,0.23400001,0.7238831,0.574,0.809,0.59,0.84,64,1,0.095000006,-0.083000004,0.044000003,0.040000003,2.2724245,0,nan,0.0,4,1,19
1073257484,1542990481600354,323874398,-1170763897,19156,-15289,0.24100001,0.7238922,0.57500005,0.81200004,0.59,0.84,64,1,0.080000006,-0.059000004,-0.053000003,-0.19800001,2.2724245,0,nan,0.0,4,1,19
1073451478,1542990481800354,323874386,-1170763896,19312,-15132,0.26000002,0.45697358,0.572,0.81600004,0.59,0.84,64,1,0.46400002,-0.35700002,-0.29700002,-1.9330001,3.3895876,0,nan,0.0,4,1,19
1073661482,1542990482000354,323874376,-1170763902,19861,-14583,0.268,0.3388724,0.573,0.81900007,0.59,0.84,64,1,0.71800005,-0.65000004,-0.30400002,-2.4870002,3.5119858,0,nan,0.0,4,1,19
1073858466,1542990482200354,323874367,-1170763908,20284,-14161,0.26900002,0.44943517,0.57500005,0.823,0.59,0.84,64,1,0.57900006,-0.5,-0.293,-2.243,3.5699317,0,nan,0.0,4,1,19
1074063542,1542990482400354,323874360,-1170763914,20740,-13705,0.284,0.6578877,0.578,0.83000004,0.59,0.84,64,1,0.395,-0.347,-0.18800001,-2.002,3.5914824,0,nan,0.0,4,1,19
1074267484,1542990482600353,323874355,-1170763917,21148,-13296,0.28300002,0.6997365,0.58000004,0.83400005,0.59,0.84,64,3,0.35200003,-0.34500003,-0.069000006,-2.045,3.473048,0,nan,0.0,4,1,19
1074456696,1542990482800353,323874350,-1170763918,21537,-12907,0.31100002,0.69981766,0.58400005,0.84000003,0.59,0.84,64,3,0.266,-0.26200002,-0.041,-2.058,3.473048,0,nan,0.0,4,1,19
