timestamp,magnetometer_ga[0],magnetometer_ga[1],magnetometer_ga[2]
1072655432,0.21939182,-0.096041374,0.4295078
1072677471,0.21939182,-0.10766416,0.413527
1072700537,0.21939182,-0.104758464,0.413527
1072723431,0.22830161,-0.104758464,0.40393853
1072745433,0.22533168,-0.104758464,0.413527
1072768441,0.23127154,-0.096041374,0.4231155
1072791432,0.23127154,-0.096041374,0.43270397
1072812433,0.23127154,-0.09894708,0.42631164
1072833435,0.21939182,-0.11056985,0.40713468
1072855895,0.22533168,-0.101852775,0.4295078
1072878433,0.22236176,-0.09894708,0.42631164
1072900432,0.21345197,-0.104758464,0.42631164
1072922432,0.21642189,-0.104758464,0.41033086
1072944532,0.22533168,-0.093135685,0.4295078
1072967915,0.22236176,-0.093135685,0.4295078
1072990439,0.22533168,-0.09022999,0.42631164
1073013431,0.22533168,-0.09022999,0.4295078
1073035433,0.21642189,-0.101852775,0.41672316
1073057440,0.21939182,-0.096041374,0.42631164
1073078431,0.21939182,-0.09894708,0.42631164
1073101444,0.21642189,-0.096041374,0.43270397
1073123488,0.21048203,-0.0873243,0.43590012
1073145444,0.21345197,-0.09022999,0.413527
1073166432,0.20157225,-0.07860721,0.4295078
1073187432,0.19860232,-0.069890134,0.4454886
1073209443,0.18969253,-0.07279582,0.42631164
1073231469,0.1867226,-0.06698443,0.44868475
1073254431,0.17484288,-0.069890134,0.4454886
1073276430,0.15999323,-0.07570152,0.44868475
1073299433,0.18078274,-0.07860721,0.4518809
1073320542,0.18375267,-0.081512906,0.44229245
1073343430,0.18969253,-0.07570152,0.44229245
1073366432,0.20454217,-0.07279582,0.43909627
1073387431,0.21939182,-0.07860721,0.42631164
1073408691,0.22236176,-0.081512906,0.4231155
1073431433,0.23127154,-0.0844186,0.41672316
1073454432,0.24315126,-0.081512906,0.41033086
1073475431,0.24315126,-0.081512906,0.3975462
1073497447,0.25206104,-0.07860721,0.40713468
1073520789,0.24612118,-0.07860721,0.3975462
1073544432,0.26394075,-0.07860721,0.3975462
1073566433,0.26691067,-0.07860721,0.3975462
1073588431,0.26097083,-0.07860721,0.39435005
1073611440,0.26097083,-0.07860721,0.38795778
1073633450,0.27582046,-0.07860721,0.38795778
1073656432,0.27582046,-0.07279582,0.3911539
1073678432,0.27582046,-0.07570152,0.3847616
1073700430,0.27879038,-0.0844186,0.37197697
1073723432,0.28473026,-0.081512906,0.37197697
1073744431,0.27879038,-0.07860721,0.37197697
1073766440,0.28770018,-0.081512906,0.38156545
1073788514,0.28473026,-0.07279582,0.3911539
1073811434,0.27879038,-0.07570152,0.3847616
1073833810,0.28176033,-0.081512906,0.36558464
1073856431,0.28176033,-0.07570152,0.3847616
1073879432,0.28473026,-0.0844186,0.36878082
1073902204,0.28473026,-0.07860721,0.3847616
1073924519,0.28473026,-0.07860721,0.3783693
1073947440,0.28176033,-0.07860721,0.38795778
1073969755,0.27582046,-0.081512906,0.3783693
1073993817,0.27879038,-0.07570152,0.3911539
1074017801,0.28176033,-0.081512906,0.3847616
1074040431,0.26988062,-0.07860721,0.38156545
1074063489,0.27879038,-0.0873243,0.38156545
1074085431,0.27582046,-0.07570152,0.3975462
1074107433,0.26691067,-0.07860721,0.38156545
1074128531,0.27582046,-0.07570152,0.3847616
1074151430,0.27285054,-0.07860721,0.38156545
1074173440,0.27582046,-0.0873243,0.3783693
1074196431,0.27285054,-0.0844186,0.37517312
1074218617,0.27582046,-0.07570152,0.3975462
1074242603,0.27879038,-0.081512906,0.3847616
1074266558,0.26691067,-0.07860721,0.38156545
1074288431,0.27285054,-0.0844186,0.38156545
1074309432,0.27582046,-0.07860721,0.40074238
1074332431,0.26988062,-0.081512906,0.3847616
1074354530,0.27879038,-0.07860721,0.38795778
1074376431,0.26691067,-0.07860721,0.38156545
1074397443,0.27285054,-0.07860721,0.39435005
1074419431,0.26691067,-0.081512906,0.3911539
1074441436,0.27879038,-0.081512906,0.3847616
1074463895,0.26988062,-0.07860721,0.3847616
1074486432,0.26691067,-0.07860721,0.3847616
1074509509,0.26988062,-0.07860721,0.3847616
1074530509,0.27285054,-0.0844186,0.38156545
1074551932,0.26691067,-0.081512906,0.38156545
1074574432,0.27879038,-0.07860721,0.38795778
1074597440,0.28176033,-0.07860721,0.38795778
1074619431,0.26988062,-0.07860721,0.38795778
1074641440,0.27285054,-0.0844186,0.3847616
1074663900,0.26988062,-0.07570152,0.39435005
1074686440,0.26988062,-0.07570152,0.3975462
1074709442,0.27285054,-0.07570152,0.40074238
1074731432,0.26691067,-0.081512906,0.38795778
1074753449,0.27879038,-0.07860721,0.38795778
1074775470,0.26691067,-0.07860721,0.38156545
1074798431,0.26691067,-0.07860721,0.38156545
1074820439,0.26988062,-0.0844186,0.38795778
1074843488,0.26691067,-0.081512906,0.38156545
1074867432,0.26988062,-0.0844186,0.38795778
1074889445,0.26988062,-0.081512906,0.3847616
1074910480,0.26394075,-0.07860721,0.3847616
1074930434,0.26988062,-0.07570152,0.3975462
1074952698,0.26988062,-0.07279582,0.40393853
1074974438,0.26988062,-0.07279582,0.40074238
1074995431,0.27285054,-0.07570152,0.39435005
1075017574,0.26988062,-0.07860721,0.38156545
1075039436,0.26988062,-0.07570152,0.3911539
1075061345,0.27285054,-0.07570152,0.39435005
