timestamp,ref_timestamp,ref_lat,ref_lon,x,y,z,delta_xy[0],delta_xy[1],delta_z,vx,vy,vz,z_deriv,delta_vxy[0],delta_vxy[1],delta_vz,ax,ay,az,yaw,ref_alt,dist_bottom,dist_bottom_rate,eph,epv,evh,evv,vxy_max,vz_max,hagl_min,hagl_max,xy_valid,z_valid,v_xy_valid,v_z_valid,xy_reset_counter,z_reset_counter,vxy_reset_counter,vz_reset_counter,xy_global,z_global,dist_bottom_valid
1077149599,40023207,32.3873805,-117.07638700000001,6.5751314,-0.58861023,-8.583071,-0.00497199,-0.019541295,0.0,0.08430822,0.09026801,-1.2959689,-1.2837505,-0.07570497,0.020968163,0.11818779,1.9101325,1.2402039,1.3283255,0.3906693,16.215641,6.0020947,1.2959689,0.30088708,0.2394027,0.14932914,0.10412014,inf,inf,inf,inf,1,1,1,1,2,0,2,2,1,1,0
1077245597,40023207,32.3873805,-117.07638700000001,6.5973463,-0.5928524,-8.708141,-0.00497199,-0.019541295,0.0,0.066557005,0.10363233,-1.3134406,-1.301339,-0.07570497,0.020968163,0.11818779,-1.9858043,1.749454,-1.2288041,0.39038745,16.215641,6.1271653,1.3134406,0.31189176,0.24016021,0.1536556,0.10464042,inf,inf,inf,inf,1,1,1,1,2,0,2,2,1,1,0
1077350401,40023207,32.3873805,-117.07638700000001,6.6206036,-0.5967247,-8.845599,-0.00497199,-0.019541295,0.0,0.058626935,0.1127526,-1.3340753,-1.3214408,-0.07570497,0.020968163,0.11818779,-0.8081116,-0.50119495,-0.1807042,0.39076796,16.215641,6.264623,1.3340753,0.30069304,0.24018194,0.14936125,0.10432667,inf,inf,inf,inf,1,1,1,1,2,0,2,2,1,1,0
1077454426,40023207,32.3873805,-117.07638700000001,6.644006,-0.6014957,-8.982081,-0.00497199,-0.019541295,0.0,0.0451956,0.118559726,-1.357836,-1.3431538,-0.07570497,0.020968163,0.11818779,-1.8405572,-0.49351054,-2.432431,0.39121863,16.215641,6.4011054,1.357836,0.3127044,0.23992474,0.1540944,0.10460835,inf,inf,inf,inf,1,1,1,1,2,0,2,2,1,1,0
1077550441,40023207,32.3873805,-117.07638700000001,6.6625166,-0.6024764,-9.111972,-0.00497199,-0.019541295,0.0,0.031883385,0.1307192,-1.3727032,-1.3589664,-0.07570497,0.020968163,0.11818779,0.14301176,0.46680388,-0.71388,0.39181525,16.215641,6.530996,1.3727032,0.30086133,0.23934676,0.14947629,0.10412111,inf,inf,inf,inf,1,1,1,1,2,0,2,2,1,1,0
1077655200,40023207,32.3873805,-117.07638700000001,6.6795893,-0.6001379,-9.256764,-0.00497199,-0.019541295,0.0,0.0024566106,0.13730076,-1.3760924,-1.365104,-0.07570497,0.020968163,0.11818779,-1.3930427,-4.163435,-2.501809,0.3925592,16.215641,6.6757884,1.3760924,0.31277063,0.23907839,0.15416327,0.10441448,inf,inf,inf,inf,1,1,1,1,2,0,2,2,1,1,0
1077759197,40023207,32.3873805,-117.07638700000001,6.694252,-0.59682363,-9.403768,-0.00497199,-0.019541295,0.0,-0.015905,0.15336558,-1.3879769,-1.3816806,-0.07570497,0.020968163,0.11818779,-2.2450433,-0.3703524,-1.5747889,0.39335087,16.215641,6.8227916,1.3879769,0.302165,0.23755383,0.15001506,0.10371066,inf,inf,inf,inf,1,1,1,1,2,0,2,2,1,1,0
1077855191,40023207,32.3873805,-117.07638700000001,6.707886,-0.5947074,-9.534527,-0.00497199,-0.019541295,0.0,-0.0153873265,0.1634377,-1.3734409,-1.365999,-0.07570497,0.020968163,0.11818779,-0.49777144,0.78275573,-0.35656634,0.3934293,16.215641,6.953551,1.3734409,0.31317785,0.23839678,0.15431485,0.104264736,inf,inf,inf,inf,1,1,1,1,2,0,2,2,1,1,0
1077955990,40023207,32.3873805,-117.07638700000001,6.7188377,-0.5930113,-9.66825,-0.00497199,-0.019541295,0.0,-0.03983016,0.1613776,-1.3691523,-1.3570379,-0.07570497,0.020968163,0.11818779,-1.3327719,-1.1370834,0.41598165,0.3928231,16.215641,7.087274,1.3691523,0.30273646,0.23850906,0.15018515,0.10398834,inf,inf,inf,inf,1,1,1,1,2,0,2,2,1,1,0
1078060024,40023207,32.3873805,-117.07638700000001,6.7264276,-0.59081376,-9.805973,-0.00497199,-0.019541295,0.0,-0.057599373,0.16195473,-1.3956149,-1.3782734,-0.07570497,0.020968163,0.11818779,-1.9047904,-0.75204206,-4.0387955,0.39132923,16.215641,7.224997,1.3956149,0.31432012,0.2396901,0.15470515,0.10468816,inf,inf,inf,inf,1,1,1,1,2,0,2,2,1,1,0
1078164035,40023207,32.3873805,-117.07638700000001,6.732472,-0.5882554,-9.942894,-0.00497199,-0.019541295,0.0,-0.06462639,0.1551357,-1.4145602,-1.390549,-0.07570497,0.020968163,0.11818779,-0.58205396,-1.2432358,-3.1297588,0.38953263,16.215641,7.361918,1.4145602,0.3038507,0.23809125,0.15067916,0.103969395,inf,inf,inf,inf,1,1,1,1,2,0,2,2,1,1,0
1078260846,40023207,32.3873805,-117.07638700000001,6.736963,-0.5847001,-10.072289,-0.00497199,-0.019541295,0.0,-0.054806236,0.16102253,-1.4041946,-1.375381,-0.07570497,0.020968163,0.11818779,4.315842,1.706055,3.9727888,0.3882731,16.215641,7.4913135,1.4041946,0.3149067,0.23894317,0.15491897,0.104521304,inf,inf,inf,inf,1,1,1,1,2,0,2,2,1,1,0
1078364810,40023207,32.3873805,-117.07638700000001,6.740709,-0.581542,-10.213928,-0.00497199,-0.019541295,0.0,-0.06932144,0.15807432,-1.4397148,-1.4075174,-0.07570497,0.020968163,0.11818779,0.6128088,1.6655211,2.1082423,0.38775894,16.215641,7.632952,1.4397148,0.30432114,0.23746273,0.15086493,0.10382733,inf,inf,inf,inf,1,1,1,1,2,0,2,2,1,1,0
1078468795,40023207,32.3873805,-117.07638700000001,6.743492,-0.57879716,-10.358052,-0.00497199,-0.019541295,0.0,-0.0670676,0.16769466,-1.4366437,-1.402027,-0.07570497,0.020968163,0.11818779,2.330941,0.84940004,3.0054262,0.3883127,16.215641,7.7770762,1.4366437,0.31632784,0.23898923,0.15553999,0.10458331,inf,inf,inf,inf,1,1,1,1,2,0,2,2,1,1,0
1078565611,40023207,32.3873805,-117.07638700000001,6.747411,-0.5748367,-10.4891205,-0.00497199,-0.019541295,0.0,-0.06619971,0.1655167,-1.4508482,-1.4107431,-0.07570497,0.020968163,0.11818779,-0.34669366,-1.4198064,-0.41189322,0.3893995,16.215641,7.9081445,1.4508482,0.3048419,0.23686211,0.15121362,0.10371227,inf,inf,inf,inf,1,1,1,1,2,0,2,2,1,1,0
1078669613,40023207,32.3873805,-117.07638700000001,6.7514925,-0.568248,-10.627671,-0.00497199,-0.019541295,0.0,-0.05715688,0.16642424,-1.4641732,-1.4159095,-0.07570497,0.020968163,0.11818779,1.7443144,-0.9208668,-1.2765695,0.39040738,16.215641,8.046696,1.4641732,0.31686655,0.23840722,0.15591966,0.104472354,inf,inf,inf,inf,1,1,1,1,2,0,2,2,1,1,0
1078773652,40023207,32.3873805,-117.07638700000001,6.7530494,-0.56310433,-10.768171,-0.00497199,-0.019541295,0.0,-0.07358871,0.17213242,-1.483457,-1.427456,-0.07570497,0.020968163,0.11818779,-1.1622232,0.026008971,-2.0116603,0.39152655,16.215641,8.187195,1.483457,0.3063809,0.237026,0.1517816,0.1038153,inf,inf,inf,inf,1,1,1,1,2,0,2,2,1,1,0
1078870407,40023207,32.3873805,-117.07638700000001,6.7519927,-0.55715793,-10.9046955,-0.00497199,-0.019541295,0.0,-0.0829787,0.16393514,-1.5429016,-1.4826586,-0.07570497,0.020968163,0.11818779,-1.3550646,0.73230505,-0.47442073,0.39339688,16.215641,8.323719,1.5429016,0.31752083,0.23797643,0.1562292,0.10439716,inf,inf,inf,inf,1,1,1,1,2,0,2,2,1,1,0
1078974414,40023207,32.3873805,-117.07638700000001,6.7481937,-0.55136424,-11.057357,-0.00497199,-0.019541295,0.0,-0.08575463,0.16339281,-1.545575,-1.484741,-0.07570497,0.020968163,0.11818779,0.7625851,-0.28057504,1.1299763,0.39539367,16.215641,8.476381,1.545575,0.30689427,0.23653834,0.15209301,0.103726305,inf,inf,inf,inf,1,1,1,1,2,0,2,2,1,1,0
