timestamp,baro_alt_meter,baro_temp_celcius,baro_pressure_pa,rho
95795935,1.1652629,26.359999,101311.0,1.2037423
95817949,0.9168849,26.359999,101313.99,1.2037778
95829676,1.331729,26.359999,101309.0,1.2037185
95841670,1.331729,26.359999,101309.0,1.2037185
95864634,0.99879676,26.359999,101313.0,1.203766
95876766,0.83233064,26.359999,101315.0,1.2037898
95887955,0.9168849,26.359999,101313.99,1.2037778
95909229,1.4981952,26.359999,101307.0,1.2036947
95921306,0.9168849,26.359999,101313.99,1.2037778
95931924,1.2498171,26.359999,101310.0,1.2037303
95953345,1.2498171,26.369999,101310.0,1.2037303
95965017,1.1652629,26.369999,101311.0,1.2037423
95975923,1.1652629,26.369999,101311.0,1.2037423
95997517,1.1652629,26.359999,101311.0,1.2037423
96008573,1.331729,26.359999,101309.0,1.2037185
96018882,1.4162832,26.359999,101307.99,1.2037065
96041893,0.5813103,26.369999,101318.0,1.2038255
96052632,0.99879676,26.369999,101313.0,1.203766
96063628,1.4162832,26.369999,101307.99,1.2037065
96084637,0.83233064,26.369999,101315.0,1.2037898
96095628,1.2498171,26.369999,101310.0,1.2037303
96106129,1.2498171,26.369999,101310.0,1.2037303
96130247,1.6646613,26.369999,101305.0,1.203671
96142672,1.5827494,26.369999,101306.0,1.2036829
96154239,1.2498171,26.369999,101310.0,1.2037303
96176630,0.9168849,26.359999,101313.99,1.2037778
96187765,0.99879676,26.359999,101313.0,1.203766
96198350,0.9168849,26.359999,101313.99,1.2037778
96222039,0.9168849,26.369999,101313.99,1.2037778
96234061,0.9168849,26.369999,101313.99,1.2037778
96245487,1.2498171,26.369999,101310.0,1.2037303
96266306,0.99879676,26.359999,101313.0,1.203766
96278470,1.1652629,26.359999,101311.0,1.2037423
96289932,0.9168849,26.359999,101313.99,1.2037778
96314080,0.99879676,26.369999,101313.0,1.203766
96325678,0.83233064,26.369999,101315.0,1.2037898
96337940,1.2498171,26.369999,101310.0,1.2037303
96361914,0.83233064,26.359999,101315.0,1.2037898
96373679,0.9168849,26.359999,101313.99,1.2037778
96386129,1.1652629,26.359999,101311.0,1.2037423
96407924,0.6658645,26.359999,101317.0,1.2038136
96420278,1.4162832,26.359999,101307.99,1.2037065
96431644,0.9168849,26.359999,101313.99,1.2037778
96455458,0.5813103,26.359999,101318.0,1.2038255
96467711,0.99879676,26.359999,101313.0,1.203766
