timestamp,magnetometer_ga[0],magnetometer_ga[1],magnetometer_ga[2]
95799632,0.23678857,-0.097069874,0.39250958
95822642,0.24273331,-0.09412949,0.40194994
95843703,0.24867807,-0.10295062,0.3736288
95864666,0.23678857,-0.088248745,0.3830692
95888308,0.24570571,-0.100010246,0.3830692
95910589,0.24273331,-0.100010246,0.38621596
95931957,0.24570571,-0.091189116,0.38621596
95954582,0.23976095,-0.100010246,0.38621596
95975956,0.25165045,-0.09412949,0.39565635
95998600,0.24867807,-0.091189116,0.38936275
96020638,0.25462282,-0.09412949,0.40194994
96044678,0.25165045,-0.097069874,0.38621596
96068761,0.24570571,-0.091189116,0.3736288
96092635,0.2575952,-0.097069874,0.3830692
96116623,0.24570571,-0.09412949,0.3830692
96140631,0.24867807,-0.091189116,0.38936275
96163626,0.25165045,-0.100010246,0.38621596
96185951,0.25165045,-0.091189116,0.38621596
96208645,0.25462282,-0.091189116,0.39250958
96231642,0.25462282,-0.088248745,0.38936275
96253736,0.24867807,-0.097069874,0.38621596
96276637,0.2575952,-0.09412949,0.3830692
96297784,0.24273331,-0.09412949,0.3830692
96319637,0.25462282,-0.100010246,0.39250958
96339629,0.24570571,-0.09412949,0.3830692
96361947,0.25165045,-0.100010246,0.38936275
96386162,0.24570571,-0.09412949,0.37992236
96407957,0.26056758,-0.097069874,0.38621596
96431677,0.24867807,-0.09412949,0.38621596
96455490,0.25165045,-0.100010246,0.38621596
96479499,0.24570571,-0.100010246,0.3830692
96503141,0.24867807,-0.091189116,0.39250958
96524582,0.24867807,-0.100010246,0.3830692
96547501,0.25165045,-0.097069874,0.38621596
96569668,0.25462282,-0.100010246,0.39250958
96592635,0.25462282,-0.097069874,0.38936275
96613661,0.24273331,-0.097069874,0.38621596
96635629,0.24867807,-0.091189116,0.3830692
96657673,0.24570571,-0.09412949,0.38936275
96679625,0.2575952,-0.09412949,0.38621596
96699960,0.25462282,-0.097069874,0.39250958
96722058,0.2575952,-0.097069874,0.37992236
96744294,0.24867807,-0.09412949,0.38936275
96766972,0.24867807,-0.097069874,0.38621596
96789773,0.25462282,-0.091189116,0.3830692
96810738,0.24273331,-0.09412949,0.37992236
96832669,0.24867807,-0.091189116,0.39250958
96854614,0.24273331,-0.09412949,0.3736288
96876665,0.26056758,-0.097069874,0.3830692
96898621,0.25165045,-0.091189116,0.38621596
96920659,0.25165045,-0.100010246,0.38936275
96942628,0.2575952,-0.09412949,0.38936275
96964768,0.25165045,-0.09412949,0.37992236
96986627,0.25462282,-0.100010246,0.38936275
97009663,0.2575952,-0.09412949,0.39250958
97030597,0.24570571,-0.09412949,0.3830692
97052689,0.25462282,-0.097069874,0.39250958
97074928,0.25462282,-0.091189116,0.3830692
97097732,0.24867807,-0.09412949,0.37677556
97120631,0.25165045,-0.09412949,0.3830692
97141280,0.23976095,-0.09412949,0.37992236
97163963,0.25165045,-0.100010246,0.3830692
97186581,0.25165045,-0.100010246,0.38936275
97208297,0.24570571,-0.091189116,0.37677556
97230587,0.24867807,-0.097069874,0.3830692
97251974,0.24867807,-0.091189116,0.37992236
97275630,0.24570571,-0.091189116,0.3736288
97297663,0.25462282,-0.097069874,0.37992236
97318582,0.25165045,-0.088248745,0.38936275
97338914,0.2575952,-0.09412949,0.38936275
97361653,0.24273331,-0.091189116,0.38621596
97383637,0.24273331,-0.09412949,0.3830692
97405670,0.25165045,-0.100010246,0.38936275
97426927,0.23976095,-0.09412949,0.38621596
97448770,0.2575952,-0.097069874,0.3830692
97471973,0.25462282,-0.09412949,0.39565635
97494582,0.24570571,-0.09412949,0.37992236
97515970,0.2575952,-0.097069874,0.39250958
97538582,0.24867807,-0.09412949,0.38936275
97559959,0.24867807,-0.100010246,0.38621596
97581933,0.23976095,-0.09412949,0.3736288
97603956,0.24273331,-0.09412949,0.37992236
97625802,0.25165045,-0.100010246,0.40194994
97647959,0.25462282,-0.088248745,0.37992236
97669834,0.25462282,-0.091189116,0.37677556
97691955,0.2575952,-0.091189116,0.38621596
97714645,0.24273331,-0.088248745,0.37677556
97736690,0.25165045,-0.088248745,0.3830692
97758582,0.25165045,-0.091189116,0.3830692
97780641,0.24867807,-0.097069874,0.3830692
97801712,0.26056758,-0.097069874,0.37992236
97824632,0.25462282,-0.100010246,0.38621596
97846582,0.2575952,-0.09412949,0.3830692
97868635,0.2575952,-0.08530837,0.37992236
97891627,0.26353997,-0.07942762,0.37677556
97913649,0.26056758,-0.07942762,0.3736288
97936630,0.26651233,-0.07942762,0.3736288
97958585,0.2694847,-0.07648724,0.38936275
97980631,0.25462282,-0.0706065,0.370482
98002582,0.25462282,-0.07942762,0.37992236
98023624,0.25165045,-0.07354687,0.37677556
98045892,0.26056758,-0.0706065,0.3830692
98068634,0.2575952,-0.07354687,0.38936275
98088636,0.2575952,-0.07354687,0.37992236
98110682,0.2575952,-0.07648724,0.38621596
98134719,0.24867807,-0.07942762,0.37992236
98158646,0.26056758,-0.08530837,0.3830692
98181090,0.2575952,-0.09412949,0.37677556
98202920,0.2575952,-0.09412949,0.39250958
98224973,0.24867807,-0.10295062,0.36733517
98246749,0.2575952,-0.11471212,0.38936275
98271057,0.25165045,-0.11471212,0.38621596
98294737,0.2575952,-0.12941398,0.38621596
98318868,0.24273331,-0.1382351,0.370482
98341036,0.25165045,-0.15293698,0.37992236
98364635,0.24570571,-0.15293698,0.37992236
98386496,0.24570571,-0.16763885,0.3736288
98407947,0.24867807,-0.1646985,0.37677556
98430035,0.24273331,-0.15881772,0.370482
98451706,0.24273331,-0.1735196,0.37992236
98475677,0.25165045,-0.16175811,0.3830692
98498062,0.24570571,-0.16763885,0.38621596
98519888,0.24570571,-0.15881772,0.38621596
98543887,0.2575952,-0.15881772,0.354748
98567962,0.26353997,-0.16175811,0.3453076
98590070,0.2694847,-0.15881772,0.33272043
98615392,0.27840182,-0.15587737,0.32957363
98639445,0.2902913,-0.14999662,0.3264268
98663537,0.29920843,-0.14705624,0.32328004
98687540,0.30218083,-0.14411585,0.31069285
98708631,0.3081256,-0.14705624,0.31383964
98731140,0.3170427,-0.1411755,0.30125245
98752637,0.32298747,-0.1411755,0.29810566
98773669,0.32595983,-0.1382351,0.29181206
98796639,0.33487695,-0.13529475,0.28866526
98818582,0.34082168,-0.13529475,0.28237167
98841669,0.34082168,-0.13235436,0.27922487
98862582,0.34676644,-0.12941398,0.26978448
98883895,0.3527112,-0.12941398,0.2666377
98904774,0.3497388,-0.12647362,0.2603441
98928753,0.35568357,-0.123533234,0.2540505
98952756,0.35865596,-0.123533234,0.2540505
98976695,0.36460072,-0.123533234,0.2509037
98998925,0.36460072,-0.12059286,0.24775691
99021727,0.37351784,-0.12059286,0.23516974
99044691,0.3764902,-0.11765249,0.23202293
99067967,0.3764902,-0.11471212,0.23516974
99090582,0.3764902,-0.11177175,0.22887613
99112749,0.37946257,-0.10883136,0.22887613
99136419,0.38243496,-0.10589099,0.22258253
99157718,0.37946257,-0.10589099,0.21943575
99180080,0.38243496,-0.10295062,0.21943575
99201663,0.38540733,-0.100010246,0.21943575
99222588,0.38540733,-0.100010246,0.21628895
99244693,0.38540733,-0.09412949,0.21943575
99265824,0.3883797,-0.091189116,0.21628895
99287624,0.38540733,-0.091189116,0.21314214
99309670,0.3883797,-0.088248745,0.21943575
99331624,0.3883797,-0.088248745,0.21314214
99353662,0.3883797,-0.088248745,0.21943575
99375628,0.3883797,-0.088248745,0.20999536
99397662,0.39135206,-0.08530837,0.21314214
99419624,0.39135206,-0.082368,0.21314214
99441647,0.39432445,-0.082368,0.20684855
99463624,0.39432445,-0.07942762,0.20684855
99485865,0.39135206,-0.07942762,0.20370176
99507684,0.39729682,-0.07648724,0.20684855
99529251,0.39432445,-0.07942762,0.20684855
99551965,0.39432445,-0.082368,0.20684855
99574582,0.39135206,-0.08530837,0.21314214
99598072,0.3883797,-0.08530837,0.21628895
99621073,0.38540733,-0.088248745,0.21943575
99645071,0.38243496,-0.091189116,0.22572935
99669671,0.3764902,-0.09412949,0.23516974
99692710,0.3764902,-0.09412949,0.23831652
99713869,0.37351784,-0.097069874,0.24461012
99735631,0.37054545,-0.100010246,0.2509037
99758076,0.36757308,-0.097069874,0.2509037
99781747,0.36757308,-0.10295062,0.2509037
99805718,0.36162832,-0.10295062,0.2666377
99829670,0.36162832,-0.10295062,0.2603441
99852636,0.35568357,-0.100010246,0.26978448
99874582,0.35568357,-0.09412949,0.26978448
99895624,0.3527112,-0.097069874,0.27293128
99916630,0.3497388,-0.097069874,0.27293128
99938582,0.3527112,-0.09412949,0.2760781
99960634,0.35568357,-0.091189116,0.26978448
99981703,0.35865596,-0.088248745,0.26978448
100003684,0.36162832,-0.08530837,0.2603441
100026559,0.36757308,-0.07942762,0.25719732
100050034,0.36757308,-0.0706065,0.25719732
100072966,0.37054545,-0.06766613,0.2509037
100094927,0.37054545,-0.06178537,0.2509037
100118951,0.37351784,-0.058845,0.2509037
100142969,0.37054545,-0.05296425,0.2509037
100167018,0.36757308,-0.0470835,0.24461012
100189895,0.37054545,-0.03826238,0.2509037
100210823,0.36757308,-0.032381628,0.24775691
100234694,0.36460072,-0.02650088,0.2509037
100258684,0.35865596,-0.014739382,0.2540505
100281037,0.35865596,-0.002977884,0.26978448
100302970,0.3497388,0.00584324,0.2666377
100327071,0.3497388,0.017604737,0.26978448
100351098,0.34379408,0.026425863,0.2760781
100373911,0.34082168,0.03818736,0.27922487
100395625,0.33487695,0.047008485,0.2760781
100417876,0.3289322,0.05288923,0.2666377
100440623,0.33487695,0.05876998,0.27293128
100461885,0.33487695,0.06465073,0.2666377
100487127,0.33487695,0.07053148,0.2634909
100511307,0.33784932,0.07347185,0.2634909
100535089,0.34082168,0.07641222,0.2666377
100559065,0.34082168,0.0793526,0.2509037
100583064,0.34676644,0.0793526,0.2509037
100607298,0.3527112,0.0793526,0.24146332
100631146,0.35865596,0.0793526,0.23831652
100653671,0.36162832,0.07641222,0.23202293
100675637,0.36757308,0.07347185,0.22258253
100697665,0.37054545,0.06759111,0.22258253
100719627,0.37351784,0.06759111,0.21628895
100740630,0.37351784,0.06465073,0.21943575
100763445,0.37351784,0.061710354,0.21943575
100785666,0.37351784,0.061710354,0.21943575
100808582,0.37054545,0.061710354,0.21628895
100831247,0.37054545,0.061710354,0.22572935
100852623,0.36460072,0.05876998,0.22887613
100875422,0.36162832,0.061710354,0.23516974
100896635,0.35568357,0.061710354,0.24146332
100919976,0.3497388,0.06465073,0.24775691
100943936,0.34379408,0.06759111,0.25719732
100967932,0.33784932,0.07347185,0.2666377
100991975,0.3289322,0.07347185,0.2666377
101012680,0.32595983,0.07347185,0.2760781
101036225,0.32298747,0.07641222,0.28237167
101057644,0.32298747,0.08523335,0.27922487
101079917,0.32298747,0.0911141,0.26978448
101103863,0.32001507,0.096994855,0.2666377
101126661,0.32595983,0.10581597,0.25719732
101148700,0.3319046,0.11757747,0.2603441
101172256,0.33487695,0.12051784,0.24146332
101194582,0.34082168,0.12933896,0.23831652
101216631,0.34082168,0.13521972,0.23202293
101237661,0.34379408,0.14110047,0.22572935
101260320,0.34676644,0.1499216,0.22258253
101280694,0.3497388,0.1499216,0.20999536
101303890,0.3527112,0.15286197,0.20999536
101325668,0.3527112,0.15580234,0.20370176
101349037,0.3497388,0.15874271,0.19740815
101370582,0.3527112,0.15874271,0.19426137
101392689,0.3527112,0.16168308,0.19426137
101414582,0.3527112,0.16462347,0.20055497
101437006,0.34676644,0.17050421,0.19740815
101459685,0.34676644,0.17050421,0.19426137
101482591,0.34082168,0.16756384,0.20055497
101504775,0.3289322,0.17050421,0.20999536
101526729,0.32595983,0.17344458,0.21628895
101549112,0.32001507,0.17932534,0.23202293
101570582,0.31407034,0.17638496,0.22258253
101593102,0.3081256,0.17932534,0.24146332
101616730,0.30218083,0.17932534,0.24461012
101638595,0.29920843,0.18226571,0.2509037
101661270,0.2932637,0.18520609,0.2540505
101682601,0.2902913,0.18814646,0.24775691
101705148,0.28731894,0.19108683,0.2540505
101728697,0.28434658,0.19402722,0.2634909
101752636,0.27840182,0.19402722,0.2634909
101777670,0.27840182,0.19696759,0.2634909
101798582,0.27542946,0.19990796,0.25719732
101818582,0.27542946,0.19990796,0.2603441
101841817,0.27840182,0.20284833,0.25719732
101865678,0.27840182,0.2057887,0.24775691
101886882,0.27542946,0.20872909,0.2509037
101909931,0.27542946,0.20872909,0.23831652
101932631,0.27542946,0.20872909,0.24146332
101955624,0.2813742,0.2175502,0.24146332
101977718,0.27840182,0.2175502,0.23831652
101999625,0.2813742,0.22049057,0.24146332
102020643,0.2813742,0.22343096,0.23516974
102043626,0.2813742,0.22637132,0.23202293
102065641,0.28434658,0.23225208,0.21943575
102085827,0.2813742,0.23225208,0.21943575
102107624,0.28434658,0.23813283,0.21314214
102129698,0.2813742,0.23813283,0.20999536
102152638,0.28434658,0.24107319,0.20999536
102174731,0.28434658,0.23813283,0.21628895
102197878,0.28434658,0.23519245,0.21628895
102221888,0.28731894,0.22637132,0.22258253
102244630,0.2902913,0.2175502,0.23516974
102265890,0.2902913,0.2057887,0.23831652
102288638,0.2902913,0.19696759,0.24461012
102310817,0.2902913,0.18520609,0.2603441
102333880,0.2902913,0.17638496,0.2666377
102355625,0.28731894,0.16168308,0.27922487
102378639,0.28434658,0.15286197,0.28237167
102402582,0.27542946,0.14698121,0.28866526
102423735,0.2694847,0.14404084,0.30125245
102446680,0.2694847,0.14698121,0.30125245
102466581,0.26056758,0.1499216,0.30754605
102486715,0.2575952,0.15286197,0.31069285
102510748,0.24867807,0.15286197,0.30754605
102534839,0.24273331,0.15874271,0.3169864
102556970,0.23678857,0.16462347,0.31383964
102580630,0.23381619,0.17050421,0.30754605
102603388,0.22489908,0.17050421,0.3169864
102627762,0.2219267,0.18226571,0.3169864
102651501,0.21598195,0.18226571,0.31383964
102675083,0.2100372,0.18520609,0.32328004
102696640,0.20706482,0.18520609,0.3169864
102719672,0.1981477,0.17932534,0.32328004
102743505,0.1981477,0.17638496,0.32957363
102765688,0.19517533,0.16756384,0.34216082
102788631,0.19517533,0.15874271,0.3516012
102811143,0.20112008,0.14698121,0.3484544
102832645,0.20112008,0.13521972,0.3516012
102855448,0.20409246,0.12345822,0.35789478
102875689,0.2100372,0.1146371,0.3641884
102899679,0.2100372,0.096994855,0.3641884
102923627,0.21300957,0.088173725,0.3736288
