timestamp,states[0],states[1],states[2],states[3],states[4],states[5],states[6],states[7],states[8],states[9],states[10],states[11],states[12],states[13],states[14],states[15],states[16],states[17],states[18],states[19],states[20],states[21],states[22],states[23],vibe[0],vibe[1],vibe[2],covariances[0],covariances[1],covariances[2],covariances[3],covariances[4],covariances[5],covariances[6],covariances[7],covariances[8],covariances[9],covariances[10],covariances[11],covariances[12],covariances[13],covariances[14],covariances[15],covariances[16],covariances[17],covariances[18],covariances[19],covariances[20],covariances[21],covariances[22],covariances[23],control_mode_flags,pos_horiz_accuracy,pos_vert_accuracy,mag_test_ratio,vel_test_ratio,pos_test_ratio,hgt_test_ratio,tas_test_ratio,hagl_test_ratio,beta_test_ratio,time_slip,gps_check_fail_flags,filter_fault_flags,innovation_check_flags,solution_status_flags,n_states,pre_flt_fail,health_flags,timeout_flags
1072678434,-0.9798681,0.021337641,0.025029026,-0.19691795,0.005546004,0.053715434,-0.023734914,6.6817107,-0.267379,-2.6709714,-2.2069331e-05,1.4087062e-06,1.5193269e-06,-0.0003113589,0.00014411898,-0.00023493037,0.23801823,0.03843363,0.38005507,-0.0040722145,0.0031466503,8.76275e-06,0.0,0.0,4.4822857e-09,5.8988757e-05,0.0011711817,1.4921312e-06,5.797717e-06,5.7834077e-06,3.366654e-05,0.011815354,0.011811885,0.010955991,0.044757634,0.044754833,0.056420628,1.06410184e-11,1.0646566e-11,1.7857632e-11,5.000073e-08,5.000073e-08,5.000009e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,663,0.29918635,0.23753026,0.016539177,0.008170967,0.02449663,0.028461171,0.0,0.0,0.0,-0.004949,0,0,0,831,24,0,0,0
1072879197,-0.97989285,0.021183575,0.024804605,-0.19684032,0.0058074957,0.05045192,-0.025326045,6.6796427,-0.26103425,-2.6701725,-2.2037628e-05,1.407959e-06,1.5261313e-06,-0.00031137816,0.00014388846,-0.00023626156,0.23801823,0.03843363,0.38005507,-0.0040722145,0.0031466503,8.76275e-06,0.0,0.0,8.846012e-09,0.0001254689,0.0026225306,1.4903192e-06,5.794074e-06,5.7800685e-06,3.36647e-05,0.011819903,0.011816475,0.010936442,0.044750225,0.04474739,0.056267824,1.0635724e-11,1.0641425e-11,1.7857608e-11,5.000071e-08,5.000071e-08,5.0000036e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,663,0.29916152,0.2372084,0.02967269,0.02718806,0.021515965,0.011903532,0.0,0.0,0.0,-0.0049839998,0,0,0,831,24,0,0,0
1073087214,-0.9798967,0.021121154,0.024745964,-0.19683522,0.0017435363,0.051096477,-0.025684293,6.671235,-0.25316164,-2.6764438,-2.203591e-05,1.3696393e-06,1.4994964e-06,-0.00031168788,0.00014386304,-0.00023543225,0.23801823,0.03843363,0.38005507,-0.0040722145,0.0031466503,8.76275e-06,0.0,0.0,3.8091862e-08,0.00023110858,0.006021895,1.487173e-06,5.798381e-06,5.7843845e-06,3.362936e-05,0.011882718,0.011879294,0.010955628,0.045057245,0.04505433,0.056435015,1.06363356e-11,1.0642168e-11,1.785225e-11,5.0000764e-08,5.0000764e-08,5e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,663,0.3001859,0.23756056,0.03511761,0.01373054,0.017183512,0.01255506,0.0,0.0,0.0,-0.004966,0,0,0,831,24,0,0,0
1073287998,-0.98059696,0.016371708,0.013399329,-0.19488999,-0.04405228,0.0042865714,-0.1801736,6.656198,-0.24537596,-2.7196274,-2.2053435e-05,1.3091517e-06,1.5486705e-06,-0.00031215666,0.0001440173,-0.0002240581,0.23801823,0.03843363,0.38005507,-0.0040722145,0.0031466503,8.76275e-06,0.0,0.0,1.0993792e-06,0.0005774773,0.012947786,1.4572322e-06,5.780432e-06,5.7781162e-06,3.3672673e-05,0.011974275,0.011970965,0.011014242,0.04507752,0.045074604,0.057009954,1.0630917e-11,1.0636905e-11,1.785225e-11,5.0000747e-08,5.0000747e-08,5.0000008e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,663,0.30025345,0.23876758,0.030254314,0.03134711,0.017995415,0.083291925,0.0,0.0,0.0,-0.0049839998,0,0,0,831,24,0,0,0
1073492812,-0.98233414,0.011931646,-0.021378571,-0.1855269,-0.44072118,-0.20055887,-1.6576033,6.603941,-0.26752123,-3.0025685,-2.20419e-05,1.2770232e-06,1.5978106e-06,-0.00031241387,0.00014387038,-0.00018544207,0.23801823,0.03843363,0.38005507,-0.0040722145,0.0031466503,8.76275e-06,0.0,0.0,2.9433534e-06,0.0009550484,0.020779436,1.3313861e-06,5.784291e-06,5.777489e-06,3.3828248e-05,0.013016499,0.013028245,0.011014632,0.045564372,0.045561474,0.057066977,1.0631048e-11,1.063709e-11,1.7858284e-11,5.0000818e-08,5.0000786e-08,5.0000036e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,663,0.30187058,0.23888695,0.0019743904,0.024396049,0.019852888,0.030949848,0.0,0.0,0.0,-0.004969,0,0,0,831,24,0,0,0
1073692818,-0.98075986,-0.008341175,0.066394925,-0.18339087,-0.5924052,-0.2857435,-2.3759432,6.4870095,-0.3221649,-3.3712695,-2.198587e-05,1.2774746e-06,1.5461815e-06,-0.0003121845,0.0001428705,-0.00020227599,0.23801823,0.03843363,0.38005507,-0.0040722145,0.0031466503,8.76275e-06,0.0,0.0,2.2489503e-06,0.0009771077,0.020270597,1.3245791e-06,5.896434e-06,5.722488e-06,3.3721208e-05,0.013440757,0.013462964,0.0110593205,0.045649476,0.04564736,0.05744988,1.0611795e-11,1.061721e-11,1.7853231e-11,5.0000786e-08,5.0000757e-08,5e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,663,0.30215368,0.23968706,0.0316519,0.046757612,0.04456466,0.07801943,0.0,0.0,0.0,-0.004964,0,0,0,831,24,0,0,0
1073893688,-0.9772978,-0.017355774,0.10098055,-0.18544741,-0.5012622,-0.25453332,-2.2190194,6.355158,-0.37487498,-3.7744772,-2.2012922e-05,1.2142007e-06,1.477071e-06,-0.0003130995,0.00014316548,-0.00022545028,0.23801823,0.03843363,0.38005507,-0.0040722145,0.0031466503,8.76275e-06,0.0,0.0,1.4387709e-06,0.0008927653,0.018527566,1.3835617e-06,6.0376897e-06,5.657205e-06,3.3495387e-05,0.013215484,0.013222442,0.010999022,0.045815077,0.045813844,0.057110667,1.0591898e-11,1.0596325e-11,1.7851113e-11,5.0000782e-08,5.0000754e-08,5e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,663,0.3027027,0.23897839,0.037162207,0.024723079,0.04036002,0.03958442,0.0,0.0,0.0,-0.004895,0,0,0,831,24,0,0,0
1074102396,-0.9767175,-0.018335307,0.10044203,-0.18867473,-0.3501382,-0.19670068,-1.9692825,6.2516003,-0.42237338,-4.1806936,-2.2017228e-05,1.173594e-06,1.4116091e-06,-0.00031367768,0.00014312848,-0.00023544749,0.23801823,0.03843363,0.38005507,-0.0040722145,0.0031466503,8.76275e-06,0.0,0.0,9.334607e-07,0.000921595,0.017336825,1.4244312e-06,6.0066072e-06,5.632054e-06,3.346363e-05,0.012995864,0.012989233,0.011066087,0.046286896,0.046285648,0.057899397,1.0580862e-11,1.05844925e-11,1.785594e-11,5.000081e-08,5.000079e-08,5.0000036e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,663,0.30425736,0.24062294,0.017727556,0.017002707,0.03064236,0.028876167,0.0,0.0,0.0,-0.004986,0,0,0,831,24,0,0,0
1074302438,-0.9769886,-0.016986605,0.094264254,-0.19057529,-0.2231441,-0.14393541,-1.8620135,6.184275,-0.45473292,-4.527175,-2.2033902e-05,1.1523952e-06,1.3448195e-06,-0.0003140257,0.00014329865,-0.0002483948,0.23801823,0.03843363,0.38005507,-0.0040722145,0.0031466503,8.76275e-06,0.0,0.0,5.9077473e-07,0.0007159635,0.015425831,1.4402852e-06,5.939559e-06,5.609233e-06,3.3471646e-05,0.012836894,0.012825011,0.0110953,0.04646481,0.046462532,0.058362056,1.0568746e-11,1.05718845e-11,1.7857419e-11,5.0000782e-08,5.0000782e-08,5.000008e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,663,0.30483985,0.2415824,0.0019800793,0.013513467,0.024200333,0.019174293,0.0,0.0,0.0,-0.004943,0,0,0,831,24,0,0,0
1074503194,-0.9773227,-0.0167679,0.08942147,-0.19121462,-0.116103895,-0.10387906,-1.7658713,6.132901,-0.4714642,-4.877893,-2.2114604e-05,1.0852234e-06,1.2665383e-06,-0.00031477818,0.0001444526,-0.00024965277,0.23801823,0.03843363,0.38005507,-0.0040722145,0.0031466503,8.76275e-06,0.0,0.0,4.1295021e-07,0.00083591935,0.017393654,1.4409109e-06,5.8822447e-06,5.586507e-06,3.348759e-05,0.012668727,0.012656316,0.011020757,0.046560757,0.046556946,0.057889104,1.0555527e-11,1.0558442e-11,1.7857466e-11,5.0000672e-08,5.00007e-08,5e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,663,0.30515194,0.24060154,0.036808033,0.05572285,0.020515975,0.017388357,0.0,0.0,0.0,-0.004986,0,0,0,831,24,0,0,0
