timestamp,states[0],states[1],states[2],states[3],states[4],states[5],states[6],states[7],states[8],states[9],states[10],states[11],states[12],states[13],states[14],states[15],states[16],states[17],states[18],states[19],states[20],states[21],states[22],states[23],n_states,vibe[0],vibe[1],vibe[2],covariances[0],covariances[1],covariances[2],covariances[3],covariances[4],covariances[5],covariances[6],covariances[7],covariances[8],covariances[9],covariances[10],covariances[11],covariances[12],covariances[13],covariances[14],covariances[15],covariances[16],covariances[17],covariances[18],covariances[19],covariances[20],covariances[21],covariances[22],covariances[23],control_mode_flags,pos_horiz_accuracy,pos_vert_accuracy,mag_test_ratio,vel_test_ratio,pos_test_ratio,hgt_test_ratio,tas_test_ratio,hagl_test_ratio,beta_test_ratio,time_slip,gps_check_fail_flags,filter_fault_flags,innovation_check_flags,solution_status_flags,nan_flags,health_flags,timeout_flags,pre_flt_fail
1062204167,0.99193597,-0.070728734,-0.033069257,-0.09983437,-0.054752126,0.1956523,-1.8600916,3.7124755,-2.7303503,-1.7588121,9.720824e-05,-0.00010219393,7.575317e-08,-0.00014757391,0.00019563947,-8.5822125e-05,0.2392643,0.052960288,0.39006686,-0.0023671773,-4.7829024e-05,0.0059983563,0.0,0.0,0.0,6.354106e-07,0.0016664246,0.0369438,3.9584995e-07,3.944263e-06,4.0705827e-06,3.5307323e-05,0.013117454,0.013116918,0.0060165282,0.051252395,0.051249728,0.04672722,1.0409318e-11,1.0413644e-11,1.8110805e-11,1.3016021e-08,1.3020862e-08,1.00000745e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,663,0.32015952,0.2161648,0.018536044,0.045627486,0.00678624,0.02940849,0.0,0.0,0.0,5e-06,0,0,0,831,0,0,0,0
1062408174,0.9922045,-0.066229604,-0.031132244,-0.100870155,-0.006390573,0.10260464,-1.880086,3.7113354,-2.6968863,-2.163533,9.718877e-05,-0.00010217949,2.1851346e-07,-0.00014752762,0.00019568231,-8.3867664e-05,0.2392643,0.052960288,0.39006686,-0.0023671773,-4.7829024e-05,0.0059983563,0.0,0.0,0.0,6.1324175e-07,0.0016983034,0.038002726,3.9767642e-07,3.935063e-06,4.0425557e-06,3.5273446e-05,0.0130917365,0.013092918,0.0059810206,0.0516408,0.05163858,0.04618214,1.0406475e-11,1.0410849e-11,1.809881e-11,1.3016721e-08,1.3021531e-08,1e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,663,0.3213711,0.2149003,0.026100043,0.012924977,0.005782082,0.03207412,0.0,0.0,0.0,9e-06,0,0,0,831,0,0,0,0
1062608956,0.9921145,-0.06833157,-0.028782763,-0.10105051,0.015516138,0.05809571,-1.8112121,3.7202008,-2.6785479,-2.5247138,9.718314e-05,-0.00010215112,3.1913768e-07,-0.00014747065,0.00019568823,-8.4282234e-05,0.2392643,0.052960288,0.39006686,-0.0023671773,-4.7829024e-05,0.0059983563,0.0,0.0,0.0,6.077626e-07,0.0016754403,0.03671815,3.9751853e-07,3.9192364e-06,4.040048e-06,3.5254412e-05,0.012972845,0.012974288,0.005970611,0.051796585,0.05179497,0.046003427,1.04017975e-11,1.0406187e-11,1.8094757e-11,1.3017427e-08,1.3022194e-08,1e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,663,0.3218564,0.2144841,0.04437935,0.030351987,0.0071314224,0.004117732,0.0,0.0,0.0,-2.3e-05,0,0,0,831,0,0,0,0
1062812945,0.99273825,-0.061813712,-0.024618236,-0.1002191,0.022946315,0.04134865,-1.7955775,3.7193518,-2.6503794,-2.8939483,9.710404e-05,-0.00010221858,4.4963974e-07,-0.00014749276,0.0001957718,-8.174275e-05,0.2392643,0.052960288,0.39006686,-0.0023671773,-4.7829024e-05,0.0059983563,0.0,0.0,0.0,5.859316e-07,0.0016272512,0.03750899,3.8550976e-07,3.908765e-06,4.006866e-06,3.5282097e-05,0.012909746,0.012911438,0.0060360464,0.05206683,0.052065898,0.046908263,1.0401077e-11,1.0405463e-11,1.8092706e-11,1.3018176e-08,1.3022889e-08,1.0000074e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,663,0.32269603,0.21658316,0.055876743,0.062025737,0.0091450745,0.012101721,0.0,0.0,0.0,-1.9e-05,0,0,0,831,0,0,0,0
1063016938,0.99262047,-0.06707475,-0.023385823,-0.09827891,0.018521428,0.02210688,-1.7276698,3.723951,-2.631132,-3.241946,9.704775e-05,-0.00010224916,5.4394485e-07,-0.00014749094,0.00019584248,-8.355942e-05,0.2392643,0.052960288,0.39006686,-0.0023671773,-4.7829024e-05,0.0059983563,0.0,0.0,0.0,5.504765e-07,0.0016855212,0.0385564,3.7298372e-07,3.9074266e-06,4.029112e-06,3.52826e-05,0.012887677,0.012889308,0.0059985523,0.052697588,0.05269731,0.04634846,1.0404531e-11,1.040891e-11,1.8092982e-11,1.3018956e-08,1.302358e-08,1e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,663,0.32464582,0.21528693,0.018569842,0.069918536,0.012103127,0.07626365,0.0,0.0,0.0,-2.6e-05,0,0,0,831,0,0,0,0
1063217760,0.99274623,-0.066605404,-0.023079313,-0.09739597,0.046633366,-0.01810139,-1.7038817,3.7269375,-2.6245408,-3.5861926,9.7026474e-05,-0.00010228282,6.0721027e-07,-0.0001474461,0.00019576088,-8.1555634e-05,0.2392643,0.052960288,0.39006686,-0.0023671773,-4.7829024e-05,0.0059983563,0.0,0.0,0.0,6.255218e-07,0.0017767407,0.039201543,3.662881e-07,3.9044635e-06,4.022156e-06,3.533391e-05,0.012831748,0.012833468,0.006024076,0.053000078,0.053000372,0.046694677,1.0404364e-11,1.0408723e-11,1.8100977e-11,1.3019729e-08,1.3024248e-08,1.0000074e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,663,0.3255771,0.21608952,0.0012541381,0.09237912,0.012174128,0.034856245,0.0,0.0,0.0,-4e-06,0,0,0,831,0,0,0,0
1063421752,0.9930983,-0.063596256,-0.021440037,-0.09618607,0.030887341,-0.09100859,-1.7662504,3.7326922,-2.6214695,-3.920227,9.6963886e-05,-0.00010231358,6.001316e-07,-0.00014740847,0.0001957476,-8.175303e-05,0.2392643,0.052960288,0.39006686,-0.0023671773,-4.7829024e-05,0.0059983563,0.0,0.0,0.0,5.9536984e-07,0.001770033,0.038131297,3.5652948e-07,3.902615e-06,4.0073264e-06,3.5342015e-05,0.012845589,0.012843587,0.0060479855,0.05334417,0.053344984,0.04703738,1.0406734e-11,1.0411057e-11,1.809888e-11,1.3020527e-08,1.3024919e-08,1.00000745e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,663,0.32663307,0.21688104,0.0008171746,0.08411702,0.013338749,0.02101327,0.0,0.0,0.0,-1.1e-05,0,0,0,831,0,0,0,0
1063622567,0.9930249,-0.06356332,-0.025311267,-0.096024744,0.031546142,-0.15590698,-1.8115566,3.7457986,-2.6420963,-4.3029428,9.69513e-05,-0.00010228184,5.9746895e-07,-0.00014726084,0.00019550904,-7.779825e-05,0.2392643,0.052960288,0.39006686,-0.0023671773,-4.7829024e-05,0.0059983563,0.0,0.0,0.0,5.5104755e-07,0.0016841398,0.03644091,3.573625e-07,3.914207e-06,4.009288e-06,3.5398305e-05,0.012900276,0.012895354,0.0060789194,0.054012302,0.05401343,0.047504887,1.041188e-11,1.0416103e-11,1.811069e-11,1.3021342e-08,1.3025576e-08,1.0000037e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,663,0.32867268,0.21795616,0.015185197,0.12083356,0.0105465995,0.012218442,0.0,0.0,0.0,5e-06,0,0,0,831,0,0,0,0
1063822575,0.9933086,-0.05987518,-0.02584268,-0.09531695,0.07825389,-0.20037493,-1.7641854,3.766637,-2.6708484,-4.6541696,9.69141e-05,-0.00010223167,5.88955e-07,-0.00014714689,0.0001953848,-7.682336e-05,0.2392643,0.052960288,0.39006686,-0.0023671773,-4.7829024e-05,0.0059983563,0.0,0.0,0.0,5.6639635e-07,0.0017152732,0.03645904,3.5191783e-07,3.9156766e-06,3.992187e-06,3.5453817e-05,0.012832314,0.012826921,0.0060844696,0.054293104,0.054294292,0.04764925,1.0410672e-11,1.0414774e-11,1.8114628e-11,1.3022085e-08,1.3026135e-08,1.0000037e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,663,0.329526,0.21828708,0.0039620553,0.093116805,0.010947881,0.018992636,0.0,0.0,0.0,1.1e-05,0,0,0,831,0,0,0,0
1064026618,0.99388945,-0.05338329,-0.020913325,-0.09432209,0.10719029,-0.26525614,-1.8002832,3.7913034,-2.714653,-5.0330515,9.689162e-05,-0.000102212885,5.7088715e-07,-0.00014698431,0.00019511131,-7.20669e-05,0.2392643,0.052960288,0.39006686,-0.0023671773,-4.7829024e-05,0.0059983563,0.0,0.0,0.0,5.725497e-07,0.0017034314,0.036568254,3.41659e-07,3.909764e-06,3.968333e-06,3.5472196e-05,0.012814769,0.012806904,0.0060563153,0.054597575,0.054598626,0.047313835,1.041104e-11,1.0415011e-11,1.8110222e-11,1.3022863e-08,1.302669e-08,1e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,663,0.33044848,0.21751744,0.011334921,0.10465051,0.0104748,0.046835847,0.0,0.0,0.0,1.2e-05,0,0,0,831,0,0,0,0
