timestamp,time_utc_usec,lat,lon,alt,alt_ellipsoid,s_variance_m_s,c_variance_rad,eph,epv,hdop,vdop,noise_per_ms,jamming_indicator,vel_m_s,vel_n_m_s,vel_e_m_s,vel_d_m_s,cog_rad,timestamp_time_relative,fix_type,vel_ned_valid,satellites_used
1059991480,1528824121000099,325150607,-1169559167,40498,6394,0.303,0.75204575,0.638,1.01,0.61,1.1,83,4,0.027,-0.024,0.013,0.039,3.7971466,0,4,1,20
1060196510,1528824121200099,325150608,-1169559166,40483,6379,0.201,0.7520531,0.63600004,1.008,0.61,1.1,83,4,0.018000001,0.009000001,-0.015000001,0.009000001,3.7971466,0,4,1,20
1060391480,1528824121400099,325150608,-1169559167,40461,6357,0.24700001,0.75206196,0.634,1.0070001,0.61,1.1,83,4,0.041,-0.001,-0.041,0.066,3.7971466,0,4,1,20
1060592493,1528824121600099,325150608,-1169559167,40446,6342,0.26700002,0.75207174,0.63100004,1.0040001,0.61,1.1,83,4,0.022000002,-0.003,-0.022000002,0.11100001,3.7971466,0,4,1,20
1060792497,1528824121800099,325150608,-1169559167,40410,6305,0.24800001,0.75208086,0.63100004,1.0040001,0.61,1.1,83,4,0.033,0.015000001,-0.029000001,0.07,3.7971466,0,4,1,20
1060992480,1528824122000099,325150608,-1169559166,40411,6306,0.28300002,0.7520911,0.63100004,1.003,0.61,1.1,83,4,0.059000004,-0.058000002,0.004,0.046000004,3.7971466,0,4,1,20
1061191341,1528824122200099,325150606,-1169559163,40573,6469,0.266,0.67593825,0.63100004,1.0040001,0.61,1.1,83,1,0.29000002,-0.186,0.22200002,-1.429,2.9515939,0,4,1,20
1061392481,1528824122400099,325150603,-1169559154,40949,6845,0.263,0.35006887,0.63000005,1.0040001,0.61,1.1,83,1,0.56200004,-0.21400002,0.52000004,-1.8470001,2.1703565,0,4,1,20
1061589780,1528824122600098,325150599,-1169559144,41331,7227,0.26700002,0.40489927,0.63100004,1.005,0.61,1.1,83,1,0.47300002,-0.25300002,0.4,-1.8470001,2.154655,0,4,1,20
1061790480,1528824122800098,325150597,-1169559136,41709,7605,0.279,0.5833225,0.632,1.008,0.61,1.1,83,1,0.367,-0.072000004,0.36,-1.8840001,2.0294194,0,4,1,20
1061986482,1528824123000098,325150595,-1169559130,42064,7960,0.286,0.58340997,0.634,1.0120001,0.61,1.1,83,1,0.20600002,-0.12200001,0.16600001,-1.8500001,2.0294194,0,4,1,20
1062194536,1528824123200098,325150594,-1169559126,42423,8319,0.30200002,0.5835021,0.637,1.018,0.61,1.1,110,3,0.192,-0.021000002,0.19100001,-1.9530001,2.0294194,0,4,1,20
1062394481,1528824123400098,325150595,-1169559123,42806,8702,0.344,0.5835941,0.643,1.029,0.61,1.1,110,3,0.094000004,0.059000004,0.07300001,-1.9530001,2.0294194,0,4,1,20
1062596496,1528824123600098,325150595,-1169559120,43213,9109,0.33200002,0.5836843,0.65000004,1.036,0.61,1.1,110,3,0.23500001,-0.085,0.21900001,-1.909,2.0294194,0,4,1,20
1062791535,1528824123800098,325150594,-1169559116,43617,9513,0.335,0.5837808,0.65500003,1.044,0.61,1.1,110,3,0.126,0.010000001,0.126,-2.049,2.0294194,0,4,1,20
1062998599,1528824124000098,325150594,-1169559114,44007,9902,0.33400002,0.5838758,0.66,1.052,0.61,1.1,110,3,0.025,0.001,0.025,-2.022,2.0294194,0,4,1,20
1063198550,1528824124200098,325150595,-1169559113,44385,10281,0.33100003,0.58397,0.66400003,1.059,0.61,1.1,125,4,0.087000005,0.009000001,0.087000005,-2.003,2.0294194,0,4,1,20
1063396532,1528824124400098,325150596,-1169559114,44781,10677,0.337,0.584073,0.669,1.067,0.61,1.1,125,4,0.15400001,0.1,-0.117000006,-2.1910002,2.0294194,0,4,1,20
1063591480,1528824124600098,325150598,-1169559116,45178,11073,0.335,0.5841746,0.674,1.075,0.61,1.1,125,4,0.186,0.13700001,-0.126,-2.1560001,2.0294194,0,4,1,20
1063809517,1528824124800098,325150601,-1169559120,45592,11488,0.337,0.58427775,0.67800003,1.082,0.61,1.1,125,4,0.24700001,0.117000006,-0.21800001,-2.183,2.0294194,0,4,1,20
1063999699,1528824125000098,325150603,-1169559123,46047,11942,0.335,0.58438015,0.68200004,1.088,0.61,1.1,125,4,0.16600001,0.10300001,-0.13000001,-2.1750002,2.0294194,0,4,1,20
1064205590,1528824125200098,325150605,-1169559127,46444,12340,0.31500003,0.5844856,0.684,1.0910001,0.61,1.1,116,4,0.246,0.15900001,-0.18800001,-2.2350001,2.0294194,0,4,1,20
1064401523,1528824125400098,325150608,-1169559130,46826,12722,0.31300002,0.5845903,0.68600005,1.0940001,0.61,1.1,116,4,0.22900002,0.14,-0.18100001,-2.2210002,2.0294194,0,4,1,20
1064597513,1528824125600098,325150611,-1169559133,47234,13130,0.312,0.58470064,0.68700004,1.098,0.61,1.1,116,4,0.142,0.127,-0.064,-2.3470001,2.0294194,0,4,1,20
1064798477,1528824125800098,325150613,-1169559134,47677,13573,0.312,0.5848127,0.689,1.1,0.61,1.1,116,4,0.074,0.072000004,0.017,-2.39,2.0294194,0,4,1,20
1065011480,1528824126000098,325150615,-1169559135,48119,14014,0.314,0.5849245,0.69000006,1.103,0.61,1.1,116,4,0.13900001,0.09900001,-0.097,-2.3790002,2.0294194,0,4,1,20
1065201820,1528824126200098,325150617,-1169559137,48576,14471,0.316,0.585042,0.69200003,1.1060001,0.61,1.1,108,5,0.120000005,0.106000006,-0.057000004,-2.505,2.0294194,0,4,1,20
1065398480,1528824126400098,325150619,-1169559139,49099,14995,0.31,0.5851651,0.69200003,1.1060001,0.61,1.1,108,5,0.13100001,0.106000006,-0.07700001,-2.6220002,2.0294194,0,4,1,20
1065599479,1528824126600098,325150621,-1169559142,49618,15514,0.31100002,0.5852977,0.69200003,1.1060001,0.61,1.1,108,5,0.22700001,0.16800001,-0.15200001,-2.8200002,2.0294194,0,4,1,20
1065803200,1528824126800098,325150623,-1169559146,50172,16068,0.30400002,0.5854361,0.69100004,1.1060001,0.61,1.1,108,5,0.13800001,0.112,-0.081,-2.953,2.0294194,0,4,1,20
1066000485,1528824127000098,325150624,-1169559149,50772,16668,0.3,0.58558184,0.69100004,1.105,0.61,1.1,108,5,0.101,0.066,-0.076000005,-3.1100001,2.0294194,0,4,1,20
1066196503,1528824127200098,325150624,-1169559152,51384,17280,0.298,0.5857347,0.69000006,1.1040001,0.61,1.1,108,5,0.056,-0.020000001,-0.053000003,-3.2630002,2.0294194,0,4,1,20
1066401602,1528824127400098,325150622,-1169559153,52011,17907,0.293,0.5858808,0.688,1.102,0.61,1.1,108,5,0.11000001,-0.11000001,-0.0050000004,-3.121,2.0294194,0,4,1,20
1066603987,1528824127600098,325150620,-1169559155,52644,18540,0.29200003,0.58603233,0.68700004,1.1010001,0.61,1.1,108,5,0.13100001,-0.091000006,-0.094000004,-3.2370002,2.0294194,0,4,1,20
1066802481,1528824127800098,325150617,-1169559159,53284,19179,0.282,0.5861819,0.683,1.097,0.61,1.1,108,5,0.231,-0.14400001,-0.18,-3.187,2.0294194,0,4,1,20
1067009519,1528824128000098,325150615,-1169559163,53869,19764,0.286,0.5863271,0.68100005,1.0940001,0.61,1.1,108,5,0.16600001,-0.069000006,-0.15100001,-3.1020002,2.0294194,0,4,1,20
1067202489,1528824128200098,325150614,-1169559166,54466,20362,0.277,0.58647686,0.67600006,1.0890001,0.61,1.1,101,10,0.108,-0.020000001,-0.106000006,-3.2020001,2.0294194,0,4,1,20
1067399480,1528824128400098,325150613,-1169559169,55136,21032,0.275,0.5866217,0.67200005,1.085,0.61,1.1,101,10,0.07300001,-0.023000002,-0.069000006,-3.095,2.0294194,0,4,1,20
1067600478,1528824128600098,325150612,-1169559171,55804,21699,0.28,0.58677024,0.67,1.082,0.61,1.1,101,10,0.054,-0.053000003,-0.014,-3.18,2.0294194,0,4,1,20
1067800549,1528824128800098,325150610,-1169559171,56491,22387,0.27600002,0.5869207,0.666,1.0780001,0.61,1.1,101,10,0.079,-0.065000005,0.045,-3.219,2.0294194,0,4,1,20
1068003223,1528824129000098,325150609,-1169559170,57165,23061,0.282,0.5870696,0.66400003,1.075,0.61,1.1,101,10,0.15400001,-0.10700001,0.11000001,-3.1840003,2.0294194,0,4,1,20
1068201520,1528824129200098,325150607,-1169559168,57839,23735,0.27800003,0.5872219,0.66,1.072,0.61,1.1,101,4,0.11000001,-0.065000005,0.089,-3.2600002,2.0294194,0,4,1,20
1068401521,1528824129400098,325150607,-1169559167,58476,24372,0.28,0.5873727,0.657,1.069,0.61,1.1,101,4,0.105000004,0.019000001,0.10300001,-3.226,2.0294194,0,4,1,20
1068597551,1528824129600098,325150607,-1169559166,59124,25019,0.28500003,0.5875237,0.65400004,1.067,0.61,1.1,101,4,0.018000001,0.002,0.018000001,-3.2340002,2.0294194,0,4,1,20
1068790486,1528824129800098,325150606,-1169559165,59772,25668,0.286,0.58767813,0.651,1.065,0.61,1.1,101,4,0.068,0.007,0.068,-3.3100002,2.0294194,0,4,1,20
1069000482,1528824130000098,325150606,-1169559163,60430,26326,0.286,0.58782893,0.64900005,1.0630001,0.61,1.1,101,4,0.07300001,0.009000001,0.072000004,-3.2310002,2.0294194,0,4,1,20
1069196482,1528824130200098,325150606,-1169559161,61080,26975,0.28500003,0.58798134,0.647,1.062,0.61,1.1,101,9,0.11400001,0.047000002,0.104,-3.2670002,2.0294194,0,4,1,20
1069397594,1528824130400098,325150607,-1169559158,61737,27633,0.284,0.5881309,0.64400005,1.0600001,0.61,1.1,101,9,0.126,0.047000002,0.117000006,-3.2040002,2.0294194,0,4,1,20
1069597512,1528824130600098,325150609,-1169559155,62357,28252,0.28300002,0.58826894,0.642,1.059,0.61,1.1,101,9,0.13800001,0.117000006,0.074,-2.959,2.0294194,0,4,1,20
1069797623,1528824130800098,325150611,-1169559153,62928,28824,0.28300002,0.58838224,0.64000005,1.0580001,0.61,1.1,101,9,0.075,0.068,0.032,-2.4320002,2.0294194,0,4,1,20
1070001516,1528824131000098,325150613,-1169559152,63385,29280,0.28500003,0.58847195,0.63900006,1.057,0.61,1.1,101,9,0.142,0.142,-0.0050000004,-1.9200001,2.0294194,0,4,1,20
1070200549,1528824131200098,325150615,-1169559152,63789,29684,0.287,0.58854645,0.637,1.056,0.61,1.1,100,18,0.16900001,0.126,-0.113000005,-1.588,2.0294194,0,4,1,20
1070399527,1528824131400098,325150618,-1169559153,64115,30011,0.29000002,0.5886107,0.63500005,1.0550001,0.61,1.1,100,18,0.163,0.12100001,-0.11000001,-1.3720001,2.0294194,0,4,1,20
1070601555,1528824131600098,325150620,-1169559154,64329,30224,0.291,0.5886548,0.634,1.0550001,0.61,1.1,100,18,0.060000002,0.058000002,-0.013,-0.94600004,2.0294194,0,4,1,20
1070795529,1528824131800098,325150623,-1169559154,64485,30380,0.29900002,0.5886838,0.633,1.0530001,0.61,1.1,100,18,0.22600001,0.22500001,0.021000002,-0.578,2.0294194,0,4,1,20
1071018480,1528824132000098,325150630,-1169559152,64562,30458,0.263,0.36879224,0.63100004,1.051,0.61,1.1,100,18,0.52900004,0.528,0.039,-0.347,0.6255885,0,4,1,20
1071202485,1528824132200098,325150642,-1169559151,64635,30531,0.22900002,0.29282433,0.63100004,1.0530001,0.61,1.1,100,17,0.757,0.75500005,0.054,-0.16000001,0.28587094,0,4,1,20
1071388478,1528824132400098,325150660,-1169559149,64672,30567,0.216,0.18742304,0.63100004,1.0550001,0.61,1.1,100,17,1.1810001,1.1750001,0.117000006,-0.102000006,0.15369596,0,4,1,20
1071596478,1528824132600098,325150685,-1169559145,64688,30583,0.22000001,0.14829695,0.632,1.057,0.61,1.1,100,17,1.526,1.5090001,0.22900002,-0.012,0.15197034,0,4,1,20
1071796117,1528824132800098,325150717,-1169559138,64681,30576,0.21300001,0.10758156,0.632,1.057,0.61,1.1,100,17,1.988,1.9560001,0.35300002,0.14400001,0.1693828,0,4,1,20
1071998479,1528824133000098,325150756,-1169559129,64615,30511,0.194,0.08554993,0.63100004,1.056,0.61,1.1,100,17,2.3370001,2.2930002,0.45000002,0.34300002,0.1843099,0,4,1,20
1072196127,1528824133200098,325150804,-1169559118,64589,30485,0.22500001,0.07688018,0.63100004,1.0580001,0.61,1.1,100,7,3.032,2.979,0.564,0.36200002,0.1859163,0,4,1,20
1072398479,1528824133400098,325150860,-1169559105,64542,30437,0.20300001,0.06672498,0.63100004,1.0580001,0.61,1.1,100,7,3.285,3.2310002,0.591,0.363,0.18304488,0,4,1,20
1072598537,1528824133600098,325150921,-1169559089,64598,30493,0.216,0.051978696,0.63000005,1.0550001,0.61,1.1,100,7,3.8380003,3.7810001,0.65800005,0.397,0.17617492,0,4,1,20
1072797912,1528824133800098,325150993,-1169559072,64548,30443,0.193,0.04511222,0.629,1.052,0.61,1.1,100,7,4.2850003,4.21,0.79700005,0.4,0.18259372,0,4,1,20
1072991527,1528824134000097,325151070,-1169559054,64519,30415,0.18200001,0.03991114,0.625,1.047,0.61,1.1,100,7,4.4550004,4.3820004,0.8,0.30100003,0.1814329,0,4,1,20
1073190480,1528824134200097,325151152,-1169559037,64483,30378,0.33100003,0.070146,0.629,1.0550001,0.61,1.1,72,2,4.73,4.669,0.757,0.28300002,0.17574504,0,4,1,20
1073390718,1528824134400097,325151237,-1169559020,64416,30312,0.34,0.071342595,0.63900006,1.0660001,0.61,1.1,72,2,4.84,4.776,0.78800005,0.272,0.16962191,0,4,1,20
1073599649,1528824134600097,325151324,-1169559003,64378,30274,0.294,0.05793655,0.648,1.0760001,0.61,1.1,72,2,4.9030004,4.8360004,0.80700004,0.21900001,0.16698873,0,4,1,20
1073795475,1528824134800097,325151412,-1169558986,64368,30263,0.28,0.055453643,0.65400004,1.085,0.61,1.1,72,2,4.971,4.9100003,0.77900004,0.22800002,0.16173372,0,4,1,20
1073996484,1528824135000097,325151502,-1169558969,64396,30292,0.27400002,0.054444846,0.65900004,1.092,0.61,1.1,72,2,5.0270004,4.9620004,0.80600005,0.21300001,0.16133456,0,4,1,20
1074193517,1528824135200097,325151591,-1169558950,64425,30321,0.26900002,0.052931644,0.66400003,1.0990001,0.61,1.1,72,3,4.999,4.9290004,0.83300006,0.34800002,0.16459641,0,4,1,20
1074391379,1528824135400097,325151680,-1169558931,64415,30310,0.27400002,0.053579334,0.669,1.1060001,0.61,1.1,72,3,5.019,4.9570003,0.78400004,0.33100003,0.16058162,0,4,1,20
1074593595,1528824135600097,325151769,-1169558913,64413,30309,0.261,0.051461205,0.67300004,1.1110001,0.61,1.1,72,3,5.109,5.05,0.77800006,0.349,0.15639493,0,4,1,20
1074793531,1528824135800097,325151859,-1169558895,64372,30267,0.23300001,0.042250056,0.67300004,1.1120001,0.61,1.1,72,3,5.0540004,5.0,0.73200005,0.41000003,0.14948133,0,4,1,20
1074994499,1528824136000097,325151950,-1169558879,64327,30222,0.216,0.041840952,0.67200005,1.1120001,0.61,1.1,72,3,5.0680003,5.0210004,0.688,0.291,0.14230995,0,4,1,20
1075194512,1528824136200097,325152040,-1169558864,64301,30197,0.223,0.042410973,0.671,1.1120001,0.61,1.1,72,3,5.037,5.0010004,0.606,0.305,0.13077018,0,4,1,20
1075390532,1528824136400097,325152130,-1169558851,64308,30204,0.22000001,0.04199419,0.67,1.1110001,0.61,1.1,72,3,5.0410004,5.0070004,0.587,0.21200001,0.12315688,0,4,1,20
1075591480,1528824136600097,325152220,-1169558838,64313,30209,0.22000001,0.041249633,0.66800004,1.1110001,0.61,1.1,72,3,5.111,5.0740004,0.61200005,0.063,0.12141906,0,4,1,20
1075795477,1528824136800097,325152311,-1169558824,64320,30216,0.20500001,0.038941085,0.666,1.107,0.61,1.1,72,3,5.102,5.063,0.625,0.12200001,0.12219486,0,4,1,20
1075995480,1528824137000097,325152400,-1169558811,64433,30329,0.194,0.03504586,0.66300005,1.0960001,0.61,1.1,72,3,5.0800004,5.0480003,0.573,0.061000004,0.11676758,0,4,1,20
1076192505,1528824137200097,325152489,-1169558799,64594,30489,0.16100001,0.030245157,0.65000004,1.0780001,0.61,1.1,72,3,4.999,4.9610004,0.614,0.059000004,0.12069998,0,4,1,20
1076397514,1528824137400097,325152580,-1169558784,64694,30590,0.172,0.031540193,0.63900006,1.064,0.61,1.1,72,3,5.1260004,5.09,0.59900004,-0.048,0.11873038,0,4,1,20
1076596477,1528824137600097,325152671,-1169558770,64734,30630,0.16800001,0.03207025,0.629,1.051,0.61,1.1,72,3,5.0230002,4.998,0.5,0.001,0.10826329,0,4,1,20
1076793809,1528824137800097,325152760,-1169558756,64728,30624,0.19700001,0.03652206,0.625,1.044,0.61,1.1,72,3,5.0010004,4.979,0.46600002,-0.017,0.100890495,0,4,1,20
1077006481,1528824138000097,325152849,-1169558744,64742,30638,0.15900001,0.032357007,0.61600006,1.031,0.61,1.1,72,3,5.0090003,4.9890003,0.45600003,0.125,0.094981335,0,4,1,20
1077190483,1528824138200097,325152938,-1169558730,64745,30641,0.19600001,0.037008483,0.61200005,1.0250001,0.61,1.1,77,2,4.991,4.964,0.514,0.068,0.099031195,0,4,1,20
1077389523,1528824138400097,325153028,-1169558716,64766,30662,0.20300001,0.041443363,0.611,1.0220001,0.61,1.1,77,2,4.973,4.947,0.505,0.035,0.10037947,0,4,1,20
1077589525,1528824138600097,325153117,-1169558702,64757,30653,0.20300001,0.038872495,0.61,1.019,0.61,1.1,77,2,4.9820004,4.9570003,0.50600004,0.048,0.1011954,0,4,1,20
1077786484,1528824138800097,325153206,-1169558689,64751,30647,0.20500001,0.038936373,0.60800004,1.016,0.61,1.1,77,2,4.8640003,4.842,0.45900002,-0.009000001,0.097542435,0,4,1,20
1077991531,1528824139000097,325153294,-1169558677,64800,30697,0.21200001,0.040823247,0.60700005,1.013,0.61,1.1,77,2,4.9370003,4.918,0.43500003,-0.185,0.09276354,0,4,1,20
1078190485,1528824139200097,325153384,-1169558666,64817,30713,0.208,0.04031274,0.606,1.0120001,0.61,1.1,77,5,4.9680004,4.9480004,0.437,-0.215,0.090261444,0,4,1,20
1078388480,1528824139400097,325153472,-1169558657,64828,30724,0.24100001,0.043620836,0.606,1.013,0.61,1.1,77,5,4.885,4.8700004,0.38300002,-0.16000001,0.08438527,0,4,1,20
1078591653,1528824139600097,325153561,-1169558648,64848,30744,0.21900001,0.042464558,0.606,1.0120001,0.61,1.1,77,5,4.966,4.951,0.38300002,-0.10700001,0.08046281,0,4,1,20
1078790482,1528824139800097,325153649,-1169558640,64849,30745,0.23600002,0.043356594,0.606,1.014,0.61,1.1,77,5,4.9170003,4.901,0.39000002,-0.172,0.07989855,0,4,1,20
1078992401,1528824140000097,325153738,-1169558631,64882,30778,0.24100001,0.04974694,0.60800004,1.0170001,0.61,1.1,77,5,4.9150004,4.8980002,0.411,-0.20700002,0.081696585,0,4,1,20
1079194482,1528824140200097,325153826,-1169558621,64943,30839,0.246,0.048430614,0.611,1.0220001,0.61,1.1,82,3,4.8700004,4.853,0.41200003,-0.132,0.08333371,0,4,1,20
1079390481,1528824140400097,325153914,-1169558611,64988,30884,0.22100002,0.041539356,0.61200005,1.0220001,0.61,1.1,82,3,4.9240003,4.9030004,0.45700002,-0.060000002,0.08914915,0,4,1,20
1079590480,1528824140600097,325154002,-1169558600,65007,30903,0.22000001,0.04166066,0.61200005,1.0220001,0.61,1.1,82,3,4.938,4.919,0.43800002,0.0050000004,0.088971645,0,4,1,20
1079786486,1528824140800097,325154091,-1169558588,65026,30922,0.21300001,0.04083058,0.61300004,1.0220001,0.61,1.1,82,3,4.9290004,4.9080005,0.45700002,-0.155,0.09114109,0,4,1,20
1079992483,1528824141000097,325154178,-1169558576,65021,30917,0.209,0.03638732,0.611,1.018,0.61,1.1,82,3,4.9150004,4.887,0.528,-0.026,0.10089975,0,4,1,20
1080202485,1528824141200097,325154266,-1169558564,65019,30915,0.29700002,0.058877632,0.615,1.026,0.61,1.1,83,2,4.8760004,4.8440003,0.55200005,0.052,0.1048503,0,4,1,20
1080391481,1528824141400097,325154354,-1169558554,65008,30904,0.163,0.030313749,0.60800004,1.0150001,0.61,1.1,83,2,4.9540005,4.925,0.541,0.024,0.10854429,0,4,1,20
1080593658,1528824141600097,325154443,-1169558541,65028,30924,0.231,0.045682944,0.60800004,1.018,0.61,1.1,83,2,4.9560003,4.92,0.595,-0.05,0.1128364,0,4,1,20
1080792531,1528824141800097,325154530,-1169558529,65023,30919,0.24000001,0.047469288,0.611,1.0220001,0.61,1.1,83,2,4.787,4.7520003,0.578,0.001,0.11702554,0,4,1,20
1080993514,1528824142000097,325154616,-1169558516,65044,30941,0.23700002,0.048438992,0.61300004,1.026,0.61,1.1,83,2,4.747,4.7070003,0.61200005,-0.045,0.12336876,0,4,1,20
1081189822,1528824142200097,325154698,-1169558502,65028,30925,0.23300001,0.051942915,0.61600006,1.029,0.61,1.1,82,9,4.431,4.395,0.564,-0.035,0.12547205,0,4,1,20
1081390478,1528824142400097,325154775,-1169558490,64991,30887,0.231,0.05313026,0.61700004,1.0300001,0.61,1.1,82,9,4.157,4.124,0.522,-0.019000001,0.12570262,0,4,1,20
1081594477,1528824142600097,325154846,-1169558478,64979,30875,0.18,0.04948078,0.614,1.0250001,0.61,1.1,82,9,3.867,3.8400002,0.453,-0.053000003,0.12118326,0,4,1,20
1081795507,1528824142800097,325154912,-1169558467,64981,30878,0.179,0.05272011,0.609,1.019,0.61,1.1,82,9,3.482,3.453,0.446,-0.025,0.124678634,0,4,1,20
1081995532,1528824143000097,325154970,-1169558458,64993,30890,0.209,0.0638588,0.606,1.016,0.61,1.1,82,9,2.966,2.9490001,0.316,-0.266,0.11720706,0,4,1,20
1082192479,1528824143200097,325155019,-1169558453,65033,30929,0.22900002,0.1091953,0.60700005,1.018,0.61,1.1,88,6,2.3460002,2.341,0.15300001,-0.25800002,0.10366086,0,4,1,20
1082392484,1528824143400097,325155055,-1169558452,65040,30936,0.28100002,0.17252631,0.611,1.0250001,0.61,1.1,88,6,1.6380001,1.6330001,-0.126,-0.083000004,0.051648825,0,4,1,20
1082583480,1528824143600097,325155080,-1169558455,65035,30932,0.24700001,0.21576719,0.61600006,1.0320001,0.61,1.1,88,6,1.1910001,1.1830001,-0.143,0.082,6.2675242,0,4,1,20
1082788479,1528824143800097,325155099,-1169558458,64985,30881,0.26700002,0.34749836,0.62100005,1.042,0.61,1.1,88,6,0.832,0.82100004,-0.13700001,0.09200001,6.2259383,0,4,1,20
1083001511,1528824144000097,325155111,-1169558464,64975,30871,0.25,0.46722794,0.62600005,1.051,0.61,1.1,88,6,0.588,0.499,-0.312,0.087000005,6.047307,0,4,1,20
1083189527,1528824144200097,325155119,-1169558474,64933,30829,0.245,0.46939564,0.63100004,1.0610001,0.61,1.1,88,2,0.625,0.30200002,-0.54700005,0.215,5.6341076,0,4,1,20
1083389521,1528824144400097,325155123,-1169558490,64875,30772,0.25500003,0.3704372,0.63600004,1.0710001,0.61,1.1,88,2,0.767,0.030000001,-0.76600003,0.34300002,5.0898857,0,4,1,20
1083593614,1528824144600097,325155124,-1169558513,64816,30713,0.254,0.20609422,0.64100003,1.079,0.61,1.1,88,2,1.2830001,-0.039,-1.2830001,0.24800001,4.7783074,0,4,1,20
1083793993,1528824144800096,325155123,-1169558544,64696,30593,0.263,0.17171246,0.64500004,1.09,0.61,1.1,88,2,1.5860001,-0.068,-1.5840001,0.30600002,4.7141404,0,4,1,20
1083995480,1528824145000096,325155122,-1169558583,64598,30495,0.254,0.13146867,0.64900005,1.0960001,0.61,1.1,88,2,1.9710001,-0.178,-1.963,0.337,4.655948,0,4,1,20
1084191528,1528824145200096,325155120,-1169558631,64460,30356,0.25100002,0.10352542,0.65300006,1.103,0.61,1.1,88,2,2.4350002,-0.11800001,-2.4320002,0.601,4.6609344,0,4,1,20
1084391479,1528824145400096,325155119,-1169558692,64346,30242,0.238,0.085635625,0.65500003,1.11,0.61,1.1,88,2,3.0270002,-0.15400001,-3.0230002,0.57900006,4.6611886,0,4,1,20
1084598941,1528824145600096,325155118,-1169558761,64236,30132,0.25500003,0.080345705,0.65800005,1.118,0.61,1.1,88,2,3.367,-0.019000001,-3.3660002,0.514,4.685733,0,4,1,20
1084792340,1528824145800096,325155121,-1169558842,64107,30004,0.231,0.06848095,0.661,1.1220001,0.61,1.1,88,2,3.8460002,0.049000002,-3.8450003,0.53900003,4.7088456,0,4,1,20
1084997508,1528824146000096,325155124,-1169558933,63971,29867,0.22200002,0.057947546,0.66200006,1.125,0.61,1.1,88,2,4.306,-0.060000002,-4.306,0.379,4.7026014,0,4,1,20
1085196503,1528824146200096,325155125,-1169559027,63874,29770,0.259,0.063542195,0.666,1.1340001,0.61,1.1,88,4,4.421,0.044000003,-4.421,0.418,4.7118716,0,4,1,20
1085396130,1528824146400096,325155127,-1169559127,63799,29695,0.22800002,0.054159656,0.66800004,1.1400001,0.61,1.1,88,4,4.8230004,-0.016,-4.8230004,0.32200003,4.710181,0,4,1,20
1085596154,1528824146600096,325155128,-1169559230,63720,29616,0.23700002,0.057106994,0.67,1.1450001,0.61,1.1,88,4,4.7000003,0.07,-4.6990004,0.317,4.7186456,0,4,1,20
1085794510,1528824146800096,325155129,-1169559333,63638,29535,0.23700002,0.0542656,0.67300004,1.149,0.61,1.1,88,4,4.875,-0.035,-4.875,0.384,4.711323,0,4,1,20
1085998482,1528824147000096,325155130,-1169559438,63575,29472,0.24200001,0.056863695,0.67600006,1.154,0.61,1.1,88,4,4.9280005,0.093,-4.927,0.277,4.721264,0,4,1,20
1086189525,1528824147200096,325155133,-1169559546,63533,29429,0.24900001,0.054983802,0.679,1.1600001,0.61,1.1,88,3,5.0680003,0.15400001,-5.0660005,0.335,4.732793,0,4,1,20
1086395490,1528824147400096,325155134,-1169559654,63402,29298,0.25100002,0.0553484,0.68200004,1.167,0.61,1.1,88,3,5.0990005,0.002,-5.0990005,0.55200005,4.722365,0,4,1,20
1086599481,1528824147600096,325155134,-1169559762,63195,29091,0.22800002,0.054585516,0.684,1.167,0.61,1.1,88,3,5.0070004,0.071,-5.006,0.573,4.7246184,0,4,1,20
1086799479,1528824147800096,325155137,-1169559869,63102,28999,0.24400002,0.057364255,0.68600005,1.1730001,0.61,1.1,88,3,4.9620004,0.192,-4.958,0.50100005,4.737755,0,4,1,20
1087002402,1528824148000096,325155140,-1169559976,62981,28878,0.24300002,0.055972006,0.689,1.1780001,0.61,1.1,88,3,5.012,0.109000005,-5.011,0.652,4.7358007,0,4,1,20
1087204530,1528824148200096,325155142,-1169560082,62843,28739,0.23200001,0.054906134,0.69100004,1.179,0.61,1.1,88,3,4.9370003,0.132,-4.9350004,0.64100003,4.737571,0,4,1,20
1087402702,1528824148400096,325155143,-1169560188,62744,28640,0.231,0.053490497,0.69200003,1.1800001,0.61,1.1,88,3,4.921,0.037,-4.921,0.42800003,4.728132,0,4,1,20
1087595355,1528824148600096,325155146,-1169560293,62687,28583,0.23200001,0.05708378,0.693,1.182,0.61,1.1,88,3,4.833,0.209,-4.829,0.38000003,4.7416544,0,4,1,20
1087797512,1528824148800096,325155149,-1169560399,62613,28509,0.24800001,0.057945624,0.69600004,1.187,0.61,1.1,88,3,5.0150003,0.177,-5.012,0.43800002,4.7447023,0,4,1,20
1087996480,1528824149000096,325155152,-1169560506,62529,28425,0.22900002,0.055506527,0.698,1.187,0.61,1.1,88,3,4.967,0.112,-4.966,0.367,4.739416,0,4,1,20
1088193523,1528824149200096,325155154,-1169560613,62457,28353,0.22900002,0.056238692,0.69900006,1.1880001,0.61,1.1,88,2,4.931,0.17500001,-4.9280005,0.32200003,4.7437825,0,4,1,20
1088396124,1528824149400096,325155157,-1169560720,62362,28259,0.23900001,0.056224383,0.70100003,1.1910001,0.61,1.1,88,2,4.991,0.179,-4.9880004,0.358,4.7460985,0,4,1,20
