epoch,loss,mae,val_loss,val_mae
44,0.31041398644447327,0.14285442233085632,0.37561172246932983,0.19284772872924805
45,0.3087857961654663,0.1418808251619339,0.37519577145576477,0.19361212849617004
46,0.30786755681037903,0.14140918850898743,0.371421217918396,0.18982885777950287
47,0.3079068958759308,0.1413780152797699,0.3661348223686218,0.18713216483592987
48,0.3057457506656647,0.1400356888771057,0.3724660575389862,0.19126130640506744
49,0.30603936314582825,0.14034497737884521,0.3691510260105133,0.18752475082874298
50,0.3035231828689575,0.13897521793842316,0.3671415448188782,0.18695485591888428
51,0.3028608560562134,0.13865382969379425,0.3666525185108185,0.1870851069688797
52,0.3015446960926056,0.13807512819766998,0.36921438574790955,0.1885709911584854
53,0.30215975642204285,0.1382407248020172,0.36734554171562195,0.18707169592380524
54,0.3006793260574341,0.13776355981826782,0.36832278966903687,0.1879945546388626
55,0.3012330234050751,0.13777019083499908,0.3686859607696533,0.18853892385959625
56,0.3014933466911316,0.13776366412639618,0.36657002568244934,0.18739096820354462
57,0.30067890882492065,0.137464702129364,0.36497917771339417,0.18668867647647858
58,0.2987941801548004,0.13672450184822083,0.36601266264915466,0.18678171932697296
59,0.29926547408103943,0.13654860854148865,0.3691082000732422,0.18900829553604126
60,0.2989104092121124,0.1365702748298645,0.3653378188610077,0.18595384061336517
61,0.29819682240486145,0.13621725142002106,0.3641728162765503,0.18642152845859528
62,0.2982192933559418,0.1361067295074463,0.367348313331604,0.18850618600845337
63,0.29812803864479065,0.13598112761974335,0.3659658133983612,0.18774841725826263
64,0.29785048961639404,0.1361212432384491,0.3643960654735565,0.18725453317165375
65,0.29729315638542175,0.1353878676891327,0.36608609557151794,0.1878911256790161
66,0.29646915197372437,0.13547906279563904,0.3664253056049347,0.18799099326133728
67,0.29596027731895447,0.13467514514923096,0.3642656207084656,0.18599526584148407
68,0.2966044545173645,0.13528944551944733,0.3663451671600342,0.18728595972061157
69,0.29560646414756775,0.13477033376693726,0.3639664351940155,0.18627139925956726
70,0.2950698733329773,0.13439695537090302,0.3633750379085541,0.18631131947040558
71,0.29524144530296326,0.13469918072223663,0.3642592430114746,0.18641892075538635
72,0.29457879066467285,0.13408462703227997,0.36232471466064453,0.18581780791282654
73,0.2946844696998596,0.13412520289421082,0.36376988887786865,0.18692798912525177
74,0.2933638393878937,0.13375334441661835,0.36241573095321655,0.18607546389102936
75,0.2945238947868347,0.1340031772851944,0.36550039052963257,0.1875053495168686
76,0.2933163642883301,0.13348127901554108,0.3646185100078583,0.1860980987548828
77,0.293476402759552,0.13342778384685516,0.3628346621990204,0.18630193173885345
78,0.2930711507797241,0.13341103494167328,0.364033579826355,0.1862281709909439
79,0.2921949625015259,0.13279351592063904,0.3646114766597748,0.18791328370571136
80,0.29213836789131165,0.13275262713432312,0.36003342270851135,0.18483376502990723
81,0.29315102100372314,0.13322332501411438,0.3641752600669861,0.1868710070848465
82,0.29144561290740967,0.13248856365680695,0.36142459511756897,0.18542872369289398
83,0.2916830778121948,0.13260379433631897,0.3613526225090027,0.1853145807981491
84,0.2913666069507599,0.13236382603645325,0.36394497752189636,0.18664878606796265
85,0.2919921875,0.1325099766254425,0.3608367145061493,0.18625758588314056
86,0.29021891951560974,0.13171648979187012,0.361050009727478,0.1856563538312912
87,0.29028236865997314,0.13209448754787445,0.36154595017433167,0.18655972182750702
88,0.29067984223365784,0.1319403052330017,0.36044931411743164,0.18466420471668243
89,0.29035282135009766,0.13168227672576904,0.356863796710968,0.18269047141075134
90,0.2901751697063446,0.13185791671276093,0.3598940968513489,0.18362700939178467
91,0.29029011726379395,0.13182953000068665,0.3609728515148163,0.1859474927186966
92,0.2892063558101654,0.1312141865491867,0.3574144244194031,0.183306485414505
93,0.2894248962402344,0.13125750422477722,0.35664427280426025,0.18262360990047455
94,0.28914782404899597,0.13122697174549103,0.3580552637577057,0.18384695053100586
95,0.28911471366882324,0.13113005459308624,0.3601497411727905,0.18560385704040527
96,0.2882930636405945,0.13092730939388275,0.36339667439460754,0.18591685593128204
97,0.2881077229976654,0.1308080404996872,0.3616220951080322,0.18574930727481842
98,0.288258820772171,0.13049615919589996,0.359561562538147,0.18474045395851135
99,0.28812745213508606,0.1307811290025711,0.3570048213005066,0.18325018882751465
100,0.2867004871368408,0.12987206876277924,0.3578924238681793,0.18401078879833221
101,0.2871702015399933,0.13025794923305511,0.35566022992134094,0.1829725056886673
102,0.2864290773868561,0.12995246052742004,0.357418954372406,0.18492893874645233
103,0.2864353060722351,0.1299380213022232,0.3593074381351471,0.18556925654411316
104,0.286734014749527,0.12989458441734314,0.3600323796272278,0.1861216276884079
105,0.2855845093727112,0.12959539890289307,0.3581504225730896,0.18503731489181519
106,0.2868645489215851,0.1299600452184677,0.3585284352302551,0.1849653571844101
107,0.2854139506816864,0.12941835820674896,0.3572479486465454,0.18439294397830963
108,0.28564828634262085,0.12947973608970642,0.35718852281570435,0.18416666984558105
109,0.28664425015449524,0.1300177127122879,0.35944148898124695,0.18607676029205322
110,0.2862667739391327,0.12946239113807678,0.35830065608024597,0.18468880653381348
111,0.2858651876449585,0.12939441204071045,0.35787832736968994,0.1850816309452057
112,0.28549930453300476,0.1293020397424698,0.35864686965942383,0.18526674807071686
113,0.2859306037425995,0.1296262890100479,0.3582109808921814,0.18557727336883545
114,0.2847701609134674,0.1288929283618927,0.3602118194103241,0.18627513945102692
115,0.2846575677394867,0.12921510636806488,0.35670939087867737,0.18387094140052795
116,0.2855161428451538,0.12927991151809692,0.35990631580352783,0.18613949418067932
117,0.2857148051261902,0.12934991717338562,0.35660821199417114,0.18386217951774597
118,0.28489744663238525,0.1292148381471634,0.3559669554233551,0.1833212673664093
119,0.2854456603527069,0.12929782271385193,0.3604191541671753,0.18672782182693481
120,0.28501802682876587,0.12919721007347107,0.3617427945137024,0.18699315190315247
121,0.2845224440097809,0.1291126161813736,0.35859817266464233,0.18570423126220703
122,0.28442540764808655,0.1287986785173416,0.3565391004085541,0.18314844369888306
123,0.28509604930877686,0.129116028547287,0.3604041635990143,0.18718916177749634
124,0.2848159670829773,0.1291583925485611,0.3584745228290558,0.18457728624343872
125,0.2848595678806305,0.12913264334201813,0.3574078679084778,0.1843959093093872
126,0.28494584560394287,0.12887462973594666,0.3567333519458771,0.18386325240135193
127,0.28403332829475403,0.1286563128232956,0.357749342918396,0.18562476336956024
128,0.28416725993156433,0.12844081223011017,0.3594609200954437,0.18558268249034882
129,0.28353187441825867,0.12838974595069885,0.35948798060417175,0.18617892265319824
130,0.2832431495189667,0.12832269072532654,0.3571125864982605,0.18383607268333435
131,0.28416311740875244,0.12871402502059937,0.35800880193710327,0.1847994476556778
132,0.28361907601356506,0.1283619999885559,0.3571509122848511,0.18510286509990692
133,0.28334444761276245,0.12860599160194397,0.3566933572292328,0.18399165570735931
134,0.2841377854347229,0.12847279012203217,0.3561197817325592,0.18386070430278778
135,0.2829608619213104,0.12806755304336548,0.35691896080970764,0.18389271199703217
136,0.28335097432136536,0.12830157577991486,0.35749930143356323,0.18458834290504456
137,0.28308483958244324,0.12816888093948364,0.3604574501514435,0.18624341487884521
138,0.28408971428871155,0.12838977575302124,0.35659360885620117,0.18381954729557037
139,0.28244107961654663,0.12790313363075256,0.35761943459510803,0.1851264387369156
140,0.2834392189979553,0.12821835279464722,0.3550054728984833,0.18313723802566528
141,0.2833978235721588,0.1283365786075592,0.35898563265800476,0.18549662828445435
142,0.2836816608905792,0.12828440964221954,0.3549375534057617,0.18379510939121246
143,0.2826366126537323,0.12802588939666748,0.3555532991886139,0.18419694900512695
144,0.28198695182800293,0.12784196436405182,0.3534868657588959,0.18329371511936188
145,0.28197625279426575,0.12792406976222992,0.35649678111076355,0.1844024360179901
146,0.28234347701072693,0.1280083954334259,0.35685229301452637,0.18476195633411407
147,0.2827215790748596,0.1279330849647522,0.3567449152469635,0.18439073860645294
148,0.281618595123291,0.12771962583065033,0.3550518751144409,0.1832417994737625
149,0.28219109773635864,0.12751030921936035,0.35746529698371887,0.1848253458738327
150,0.2815067172050476,0.12735727429389954,0.35521405935287476,0.18351738154888153
151,0.2823217809200287,0.12769922614097595,0.3566622734069824,0.18533000349998474
152,0.2818640470504761,0.127460777759552,0.3584028482437134,0.18542622029781342
153,0.2813613712787628,0.1274459958076477,0.3559592068195343,0.1837145984172821
154,0.281302809715271,0.12748932838439941,0.3559175133705139,0.18378615379333496
155,0.281843900680542,0.12751317024230957,0.3577161431312561,0.18403936922550201
156,0.2815170884132385,0.1274661421775818,0.35648807883262634,0.18423408269882202
157,0.2812267541885376,0.12756365537643433,0.3584153652191162,0.18568065762519836
158,0.2819262742996216,0.12750254571437836,0.35651472210884094,0.18544310331344604
159,0.28086182475090027,0.12721216678619385,0.35391417145729065,0.1822715699672699
160,0.2817353904247284,0.12725792825222015,0.35614416003227234,0.18448996543884277
161,0.2815662622451782,0.12737897038459778,0.35520532727241516,0.1844836324453354
162,0.2803751230239868,0.12694956362247467,0.3576454520225525,0.1861189901828766
163,0.2808266282081604,0.1271665096282959,0.3562714457511902,0.18425777554512024
164,0.28117918968200684,0.12699075043201447,0.355945348739624,0.18426339328289032
165,0.2813551127910614,0.12717488408088684,0.35765060782432556,0.18607251346111298
166,0.2804439663887024,0.12656261026859283,0.35550209879875183,0.18319714069366455
167,0.2804911434650421,0.12679393589496613,0.355953574180603,0.18405666947364807
168,0.28081274032592773,0.12699344754219055,0.35444673895835876,0.18324978649616241
169,0.2798433005809784,0.12671372294425964,0.35641053318977356,0.1847890317440033
170,0.2798110544681549,0.126591295003891,0.35651445388793945,0.18431983888149261
171,0.280112087726593,0.12672194838523865,0.3531346619129181,0.1819377839565277
172,0.2800924479961395,0.12677794694900513,0.35633423924446106,0.1842372864484787
173,0.27985310554504395,0.1267213523387909,0.3580292761325836,0.1853431761264801
174,0.2793672978878021,0.12635883688926697,0.3569316267967224,0.18417398631572723
175,0.28034767508506775,0.12676921486854553,0.35672420263290405,0.18433138728141785
176,0.2792302072048187,0.12614481151103973,0.35780754685401917,0.18533729016780853
177,0.279563844203949,0.12638093531131744,0.35372382402420044,0.18264015018939972
178,0.27957290410995483,0.12635591626167297,0.35638749599456787,0.18502067029476166
179,0.27934950590133667,0.12636440992355347,0.3574084937572479,0.18556669354438782
180,0.28045740723609924,0.12680181860923767,0.3560550808906555,0.18397560715675354
181,0.27953141927719116,0.1262565553188324,0.3582625389099121,0.18541556596755981
182,0.28015631437301636,0.1267031878232956,0.35584115982055664,0.18388982117176056
183,0.27955278754234314,0.1262761652469635,0.3570479452610016,0.18485476076602936
184,0.2792893648147583,0.12615980207920074,0.356241375207901,0.18465378880500793
185,0.27913159132003784,0.12611842155456543,0.35821399092674255,0.18602778017520905
186,0.27914562821388245,0.12627263367176056,0.3548829257488251,0.18387575447559357
187,0.2787702977657318,0.1260354071855545,0.357401967048645,0.185121551156044
188,0.2785488963127136,0.12595826387405396,0.3550284206867218,0.183831125497818
189,0.2787802517414093,0.12586979568004608,0.35535094141960144,0.18420076370239258
190,0.27870339155197144,0.12605002522468567,0.35468801856040955,0.1831238716840744
191,0.2795172929763794,0.12641078233718872,0.3557460606098175,0.1845211535692215
192,0.2787223756313324,0.1258915364742279,0.35681959986686707,0.18495680391788483
193,0.2791496217250824,0.12602739036083221,0.3545151352882385,0.1840980052947998
194,0.2787902355194092,0.1258910745382309,0.3536064326763153,0.1836450845003128
195,0.27870017290115356,0.1256488561630249,0.35784825682640076,0.1856265515089035
196,0.278799831867218,0.12594817578792572,0.35714513063430786,0.18540067970752716
197,0.27767154574394226,0.12547904253005981,0.3554513454437256,0.18422456085681915
198,0.27837106585502625,0.1260061115026474,0.3548833131790161,0.1839863657951355
199,0.27903515100479126,0.1258208155632019,0.3557737469673157,0.18437346816062927
200,0.2781548798084259,0.12565118074417114,0.35701754689216614,0.1850292980670929
201,0.27845242619514465,0.1257094293832779,0.356733500957489,0.18498407304286957
202,0.27778592705726624,0.12551401555538177,0.3572153151035309,0.1846078485250473
203,0.27828627824783325,0.12565329670906067,0.3550843298435211,0.184409037232399
204,0.2773544192314148,0.12562917172908783,0.3553474545478821,0.18506745994091034
205,0.2775636911392212,0.12548276782035828,0.35797667503356934,0.18677139282226562
