w_x,w_y,w_z,a_x,a_y,a_z,m_x,m_y,m_z,h,Vn,Ve,Vd,Pn,Pe,Pd
-0.011364925218653852,-0.04630007465634614,-0.0023269283375000004,-1.3431936173076926,0.1145818118076923,-9.78083676346154,0.2613008144444445,-0.07989863044444445,0.37836928999999997,0.0,0.016672587,0.10095661,-2.9077697,6.6145515,-0.4463757,-40.03772
-0.014179342710599998,0.024156543499999995,-0.0018292234398500007,-1.3225621881199996,-0.004273691000000003,-9.807572153999999,0.26229079444444436,-0.08022148555555558,0.3780141622222222,0.7172012329101562,-0.012244069,0.095124036,-2.944423,6.616275,-0.45010886,-40.607517
-0.00914324128,-0.029051984989999995,-0.0009397953499999998,-1.457918904,0.15705290294000002,-9.730901355999999,0.26295077666666666,-0.07989863044444447,0.3794346799999999,0.5069188128460915,0.0013585151,0.11075366,-2.8886456,6.599565,-0.45070988,-41.1867
-0.017486578699999995,-0.022520875223999995,0.0023802943332,-1.20907230858,0.10106870127999994,-9.69114123,0.26394075,-0.0811900508888889,0.37623851666666663,0.5447244224967527,-0.012404616,0.09893799,-2.9106429,6.580767,-0.45331267,-41.792713
0.007456278296,-0.0017538084380000036,0.005234992813199999,-1.3366422490000003,0.07165577591999998,-9.892218198,0.26493072333333334,-0.08215861577777778,0.37872441777777777,0.5813102407769861,-0.006990083,0.115823105,-2.9088783,6.5659847,-0.44874406,-42.351444
-0.005563957534,-0.03653533881399999,0.005436419722600002,-1.2241309526000004,0.02895005344,-9.239847044000001,0.2662506877777777,-0.08183576088888891,0.37588338888888895,0.7005922086946228,0.024415,0.10683643,-2.9654472,6.564648,-0.44377613,-42.923065
0.017141767964000007,0.030572550820000002,0.0046914935112000004,-1.27051303786,-0.01603748551999997,-8.991629499999998,0.2672406677777778,-0.081512906,0.37481799888888884,0.6856095031067575,0.06062902,0.10416055,-2.9126754,6.5798116,-0.44540298,-43.533165
0.018407583262000003,0.033481092414,0.002658601820599999,-1.1399137212999997,0.02916721134000001,-8.833857755999999,0.2649307233333334,-0.08054434066666667,0.3748179955555555,0.4192573421604031,0.090051316,0.1006442,-2.7745018,6.5918345,-0.44200474,-44.120895
0.01641186373199999,0.021856763394,0.002682795177999999,-1.209360882704,0.0014188954000000065,-8.81426866,0.2632807677777778,-0.07957577533333333,0.3801449388888889,0.7205979142870227,0.13025005,0.10315957,-2.5963135,6.609957,-0.44115236,-44.65973
0.0062257632971999995,0.032916985376,0.0029546392416,-1.1997332242,0.04455809369999995,-8.989649927999999,0.25998084666666665,-0.07860721,0.3805000633333333,0.4718431404658734,0.13906595,0.11157981,-2.4119842,6.6478906,-0.42921752,-45.181538
-0.005602518497000001,0.028338036569800003,0.0008008019967999999,-1.1982344019199997,0.062543573,-8.799599958,0.25734089777777774,-0.07860721,0.3808551877777777,0.439757687704903,0.15270144,0.110296,-2.2537286,6.681605,-0.42225212,-45.671986
-0.008417289919999998,0.01639709022,-0.0017086532200000005,-1.2354902058000001,0.02013649972,-8.907555058,0.25635092444444446,-0.07860721,0.3822757088888889,0.47599499566214476,0.14932011,0.12350958,-2.0970771,6.712267,-0.39769307,-46.14083
-0.010502706962000001,0.009294267038,-0.0004416682450000004,-1.20827183199,-0.022748651320000007,-8.977939379999999,0.2556909422222222,-0.07860721,0.3833410955555556,0.31853015082223024,0.11559274,0.12152839,-1.9289862,6.7319875,-0.37986758,-46.558117
-0.027636963812,-0.009605889880000001,0.002858512733999999,-1.28751199568,0.048807550011,-9.113668982,0.2566809155555556,-0.08022148555555558,0.38227570888888895,0.4536658800565281,0.083541766,0.12194096,-1.7663203,6.735285,-0.35374275,-46.950134
-0.016570810015999998,-0.005620889924000003,0.0022407730010000006,-1.1943667310600001,-0.012497621350000003,-9.082863168000001,0.25602093333333337,-0.0811900508888889,0.38369622333333336,0.33333881084735495,0.056144107,0.116372935,-1.6157691,6.7363343,-0.32963634,-47.33095
-0.020108092390799998,-0.015551674458,-0.0021661249746,-1.25056356022,0.0181481425,-9.280796726,0.2566809155555556,-0.08312718044444443,0.38227570555555557,0.31301319730150823,0.029964954,0.10006018,-1.5003026,6.7306814,-0.30957413,-47.668922
-0.007166071517999997,-0.015550418069799999,-0.0023129720757999995,-1.17372589228,0.01720153838,-9.119000796,0.2583721275,-0.082965753,0.3807664125,0.3260214407365414,0.013823794,0.090987526,-1.3952227,6.7221255,-0.28568512,-47.99008
0.0038049569540000005,-0.0031725137548000008,-0.00018065053646000004,-1.1757108148200002,-0.029593474000000005,-9.234992068000002,0.25800088,-0.08280432555555559,0.38369622666666664,0.17927133120023164,0.013875794,0.07132596,-1.2890188,6.706973,-0.25982103,-48.284206
-0.028325623429200003,-0.004617405852000002,0.0012055574081999997,-1.2003662413999998,0.03833870359999998,-9.297996485999999,0.25889186799999997,-0.0841280306,0.3812458289999999,0.22549729818826236,0.018708358,0.053393252,-1.1989913,6.69856,-0.23662378,-48.580826
-0.0034422611360000028,0.004676785818,0.0008396010157,-1.2619060263,0.015769713800000015,-9.289217179999998,0.25899086999999993,-0.08441860066666669,0.3819205777777777,0.4334567352965646,0.022894412,0.04544299,-1.0925894,6.702007,-0.23055047,-48.822987
0.0060097514155999995,-0.0007365070743000007,0.0005327858425999999,-1.2080967656000003,0.095522958534,-9.455156903999999,0.2583308777777778,-0.0844186,0.38192058111111105,-0.047300653143244276,0.025405236,0.013957131,-1.011596,6.696795,-0.22790596,-49.05469
0.00442233679,0.014376248361999997,0.002980710128000001,-1.1416028167999999,0.04879042516199998,-9.325923464,0.2586608722222222,-0.08474145555555557,0.3826308366666667,0.22575872023027088,0.039694816,0.0062773805,-0.93169266,6.6974006,-0.22414562,-49.271935
0.005724422439999999,-0.003730502661,0.0025126433794,-1.25387305152,0.036003891479999994,-9.534059296,0.25800088,-0.08369217649999999,0.38156545375,0.23060761441241162,0.04057789,0.0036151195,-0.8696777,6.683267,-0.21935926,-49.47399
-0.0011514019906000003,-0.007033362853999996,-0.0060258284027999995,-1.1560115783,0.04772463611999998,-9.50522143,0.25800088666666665,-0.08345003533333334,0.38192057777777777,0.08210064115978533,0.035761524,-0.009838674,-0.8243392,6.6744504,-0.21647428,-49.651688
-0.004519357058,-1.558174199999873e-05,-0.005504136618,-1.2053403335200001,0.061205503859999996,-9.593702848000003,0.25833087444444447,-0.08280432555555559,0.3808551944444445,0.20364743187314005,0.034208674,-0.016160794,-0.7763234,6.664888,-0.21315517,-49.81849
-0.027823974799999995,-0.021672091807,-0.0062562944244,-1.3026535460799997,0.058073260700000004,-9.680544121999999,0.2589908666666666,-0.08377289022222223,0.38156545,0.0795889372354015,0.028572408,-0.013260907,-0.74551284,6.6344485,-0.1953151,-49.984356
-0.008635376570000002,-0.0128744758,-0.0032838032693999998,-1.18629645348,0.03247625985000001,-9.595040286000001,0.25998084666666665,-0.08506431111111112,0.38014493555555556,0.11632022228869765,0.033784643,-0.021405822,-0.71485186,6.619376,-0.19305936,-50.128426
-0.021069803314000005,0.0032649606800000002,0.0033941241359999996,-1.1924613045999997,0.11380087623999997,-9.625453991999999,0.261300821111111,-0.08538716666666668,0.3787244244444444,0.13205794449690877,0.04413105,-0.02605322,-0.6751029,6.6010523,-0.18405469,-50.273136
-0.007942167543999998,-0.002198143857999999,0.00323223387,-1.2059933013200002,0.08653531160799999,-9.616601141999999,0.26031083777777775,-0.08571002222222222,0.3808551944444445,0.2605153440119157,0.05089798,-0.027803065,-0.6648076,6.584944,-0.17341745,-50.401207
0.0014259022214000003,-0.007012851500000004,0.007200157868800002,-1.2703124258000003,0.09189395439999998,-9.672911918000002,0.2606408288888889,-0.08635573333333334,0.3794346833333333,0.1435563171302885,0.07722837,-0.033683583,-0.63858575,6.5829406,-0.17350051,-50.547768
0.005301237020000003,0.013168345273999998,0.005522895085359999,-1.2355638767239996,0.082758351232,-9.583416154000002,0.2603108377777778,-0.0866785888888889,0.3801449355555556,0.05876991251012775,0.09416427,-0.04903085,-0.62778723,6.5932736,-0.1727185,-50.686165
