timestamp,time_utc_usec,lat,lon,alt,alt_ellipsoid,s_variance_m_s,c_variance_rad,eph,epv,hdop,vdop,noise_per_ms,jamming_indicator,vel_m_s,vel_n_m_s,vel_e_m_s,vel_d_m_s,cog_rad,timestamp_time_relative,heading,fix_type,vel_ned_valid,satellites_used
736394614,1537372551600315,323886105,-1170753850,72006,37565,0.272,0.05031522,0.85,0.943,0.62,0.97999996,93,2,3.4180002,-2.677,-2.124,0.23900001,3.821176,0,nan,3,1,16
736590563,1537372551800315,323886051,-1170753897,71928,37486,0.256,0.043896947,0.845,0.94200003,0.62,0.97999996,93,2,3.8820002,-2.96,-2.512,0.16700001,3.8352907,0,nan,3,1,16
736795520,1537372552000315,323885991,-1170753955,71915,37474,0.254,0.040936172,0.841,0.94000006,0.62,0.97999996,93,2,4.3650002,-3.315,-2.8390002,-0.030000001,3.843441,0,nan,3,1,16
736993837,1537372552200315,323885925,-1170754018,71911,37470,0.27100003,0.036360268,0.836,0.938,0.62,0.97999996,93,2,4.729,-3.512,-3.1680002,-0.086,3.8624887,0,nan,3,1,16
737194822,1537372552400315,323885854,-1170754084,71885,37444,0.25,0.03308027,0.83100003,0.934,0.62,0.97999996,93,4,5.024,-3.7540002,-3.3390002,-0.13900001,3.8660853,0,nan,3,1,16
737396543,1537372552600315,323885780,-1170754155,71906,37465,0.287,0.03405469,0.82800007,0.933,0.62,0.97999996,93,4,5.2120004,-3.8810003,-3.479,-0.26000002,3.8695452,0,nan,3,1,16
737600561,1537372552800315,323885705,-1170754231,71951,37510,0.26500002,0.032250717,0.82400006,0.93200004,0.64,0.97999996,93,4,5.3560004,-3.9250002,-3.6430001,-0.41900003,3.8813376,0,nan,3,1,15
737797513,1537372553000315,323885634,-1170754303,72035,37594,0.193,0.031396203,0.81700003,0.92800003,0.65999997,1.02,93,4,5.2500005,-3.887,-3.5290003,-0.507,3.8798723,0,nan,3,1,15
737994659,1537372553200315,323885560,-1170754379,72118,37677,0.252,0.03128433,0.81200004,0.92600006,0.62,0.97999996,93,4,5.419,-4.013,-3.6420002,-0.49100003,3.8791392,0,nan,3,1,16
738190028,1537372553400315,323885484,-1170754454,72142,37701,0.23600002,0.031637754,0.80700004,0.92300004,0.65999997,1.02,93,5,5.3190002,-3.936,-3.578,-0.409,3.8792512,0,nan,3,1,15
738394737,1537372553600315,323885410,-1170754529,72215,37774,0.25300002,0.031430237,0.80300003,0.92100006,0.62,0.97999996,93,5,5.3160005,-3.943,-3.5660002,-0.395,3.8778422,0,nan,3,1,16
738594714,1537372553800315,323885333,-1170754607,72274,37833,0.20300001,0.030385133,0.79600006,0.91600007,0.62,0.97999996,93,5,5.4620004,-4.039,-3.6770003,-0.40600002,3.8791738,0,nan,3,1,16
738804592,1537372554000315,323885256,-1170754684,72307,37866,0.22000001,0.030227005,0.79,0.91300005,0.62,0.97999996,93,5,5.486,-4.057,-3.693,-0.50600004,3.8797128,0,nan,3,1,16
738994574,1537372554200315,323885181,-1170754759,72346,37904,0.22900002,0.030429814,0.786,0.91,0.62,0.97999996,93,5,5.4800005,-4.076,-3.6640003,-0.36600003,3.8763614,0,nan,3,1,16
739194626,1537372554400315,323885104,-1170754839,72415,37974,0.20700002,0.0309391,0.78000003,0.90500003,0.62,0.97999996,93,4,5.4890003,-4.012,-3.7470002,-0.31500003,3.8855886,0,nan,3,1,16
739393514,1537372554600315,323885028,-1170754917,72449,38008,0.21200001,0.029706374,0.77400005,0.90200007,0.62,0.97999996,93,4,5.38,-4.0030003,-3.5950003,-0.23600002,3.8783958,0,nan,3,1,16
739593514,1537372554800315,323884955,-1170754992,72554,38112,0.20300001,0.02827538,0.768,0.896,0.62,0.97999996,93,4,5.5870004,-4.158,-3.732,-0.19500001,3.875245,0,nan,3,1,16
739794598,1537372555000315,323884881,-1170755071,72611,38170,0.33100003,0.0372914,0.768,0.897,0.62,0.97999996,93,4,5.545,-4.077,-3.7580001,-0.22800002,3.8800898,0,nan,3,1,16
739994588,1537372555200315,323884809,-1170755147,72645,38203,0.231,0.02980743,0.76500005,0.89400005,0.62,0.97999996,93,4,5.5150003,-4.017,-3.7790003,-0.215,3.890811,0,nan,3,1,16
740193541,1537372555400315,323884735,-1170755225,72639,38197,0.24800001,0.03049439,0.762,0.89300007,0.62,0.97999996,93,4,5.5400004,-4.071,-3.7570002,-0.15,3.888608,0,nan,3,1,16
740394620,1537372555600314,323884660,-1170755304,72624,38183,0.23500001,0.02968735,0.75900006,0.89100003,0.62,0.97999996,93,4,5.6250005,-4.1140003,-3.8360002,-0.155,3.8905773,0,nan,3,1,16
740594616,1537372555800314,323884584,-1170755385,72661,38220,0.24700001,0.029959623,0.75600004,0.88900006,0.62,0.97999996,93,4,5.591,-4.138,-3.759,-0.018000001,3.8839934,0,nan,3,1,16
740787516,1537372556000314,323884509,-1170755465,72678,38236,0.245,0.030244634,0.754,0.8880001,0.62,0.97999996,93,4,5.544,-4.0950003,-3.736,-0.086,3.8824005,0,nan,3,1,16
740995514,1537372556200314,323884436,-1170755545,72687,38245,0.23,0.031907935,0.75000006,0.887,0.62,0.97999996,93,4,5.603,-4.0690002,-3.8520002,0.0050000004,3.891781,0,nan,3,1,16
741195516,1537372556400314,323884364,-1170755624,72734,38292,0.26200002,0.03237062,0.749,0.887,0.62,0.97999996,93,4,5.5470004,-4.1150002,-3.7200003,-0.104,3.883348,0,nan,3,1,16
741394576,1537372556600314,323884291,-1170755702,72742,38300,0.24200001,0.031963784,0.74700004,0.887,0.62,0.97999996,93,4,5.585,-4.099,-3.7930002,-0.014,3.8861687,0,nan,3,1,16
741595591,1537372556800314,323884215,-1170755781,72718,38276,0.27800003,0.030162254,0.74500006,0.88600004,0.62,0.97999996,93,4,5.649,-4.23,-3.7430003,-0.13700001,3.8741937,0,nan,3,1,16
741795611,1537372557000314,323884138,-1170755860,72719,38277,0.27,0.030347958,0.74500006,0.88600004,0.62,0.97999996,93,4,5.643,-4.1940002,-3.7760003,-0.08400001,3.8744116,0,nan,3,1,16
741995513,1537372557200314,323884061,-1170755939,72714,38273,0.27,0.029715275,0.744,0.887,0.62,0.97999996,93,4,5.656,-4.214,-3.772,-0.22200002,3.8727841,0,nan,3,1,16
742193518,1537372557400314,323883986,-1170756018,72735,38293,0.238,0.032866642,0.74300003,0.887,0.62,0.97999996,93,3,5.6390004,-4.202,-3.7600002,-0.013,3.87213,0,nan,3,1,16
742395514,1537372557600314,323883911,-1170756097,72739,38297,0.34100002,0.0463994,0.74500006,0.89100003,0.62,0.97999996,93,3,5.6080003,-4.222,-3.69,-0.027,3.8673286,0,nan,3,1,16
742588540,1537372557800314,323883838,-1170756174,72771,38329,0.19900002,0.029082071,0.74300003,0.887,0.62,0.97999996,93,3,5.5810003,-4.163,-3.7170002,-0.051000003,3.8696191,0,nan,3,1,16
742787515,1537372558000314,323883761,-1170756253,72787,38345,0.344,0.043677386,0.74500006,0.89000005,0.62,0.97999996,93,3,5.6860003,-4.28,-3.7430003,-0.12900001,3.866054,0,nan,3,1,16
742984513,1537372558200314,323883686,-1170756332,72795,38354,0.38300002,0.044889692,0.75000006,0.89500004,0.62,0.97999996,93,3,5.552,-4.077,-3.7680001,0.041,3.8773398,0,nan,3,1,16
743184512,1537372558400314,323883610,-1170756410,72798,38356,0.372,0.03831399,0.75500005,0.89900005,0.62,0.97999996,75,3,5.451,-4.177,-3.502,0.019000001,3.8540509,0,nan,3,1,16
743385512,1537372558600314,323883533,-1170756487,72750,38308,0.284,0.031400915,0.757,0.90000004,0.62,0.97999996,75,3,5.6270003,-4.158,-3.7910001,0.087000005,3.8712978,0,nan,3,1,16
743586576,1537372558800314,323883455,-1170756569,72766,38324,0.28500003,0.03113772,0.75600004,0.90200007,0.62,0.97999996,75,3,5.6860003,-4.243,-3.785,0.106000006,3.8706067,0,nan,3,1,16
743785653,1537372559000314,323883377,-1170756648,72759,38317,0.363,0.033418514,0.758,0.90500003,0.62,0.97999996,75,3,5.611,-4.2640004,-3.6460001,0.123,3.8591108,0,nan,3,1,16
743982597,1537372559200314,323883298,-1170756729,72747,38305,0.37800002,0.03559721,0.762,0.91,0.65999997,1.02,75,3,5.7500005,-4.2860003,-3.8320003,0.11400001,3.8654485,0,nan,3,1,15
744190600,1537372559400314,323883220,-1170756810,72758,38316,0.326,0.033320427,0.76400006,0.91300005,0.65999997,1.02,75,3,5.564,-4.157,-3.6980002,0.094000004,3.8673363,0,nan,3,1,15
744390629,1537372559600314,323883143,-1170756892,72799,38357,0.28500003,0.032811314,0.76500005,0.91300005,0.65999997,1.02,75,3,5.556,-4.076,-3.775,0.123,3.8794408,0,nan,3,1,15
744586578,1537372559800314,323883067,-1170756973,72786,38344,0.321,0.03624944,0.76600003,0.915,0.62,0.97999996,75,3,5.6450005,-4.2070003,-3.7640002,0.081,3.8753045,0,nan,3,1,16
744791518,1537372560000314,323882994,-1170757051,72838,38396,0.275,0.035343964,0.76500005,0.91600007,0.62,0.97999996,75,3,5.668,-4.234,-3.7680001,0.061000004,3.8716092,0,nan,3,1,16
744990573,1537372560200314,323882922,-1170757127,72882,38440,0.23200001,0.030069228,0.76400006,0.915,0.62,0.97999996,75,3,5.59,-4.1860003,-3.7050002,0.063,3.8681443,0,nan,3,1,16
745191523,1537372560400314,323882853,-1170757201,72946,38504,0.24700001,0.034325562,0.762,0.915,0.62,0.97999996,75,2,5.572,-4.143,-3.726,0.058000002,3.8711677,0,nan,3,1,16
745387577,1537372560600314,323882783,-1170757277,73049,38607,0.22800002,0.034218747,0.76000005,0.91400003,0.62,0.97999996,75,2,5.589,-4.1740003,-3.7170002,0.079,3.8700807,0,nan,3,1,16
745584517,1537372560800314,323882713,-1170757352,73129,38687,0.22500001,0.032693855,0.758,0.91400003,0.62,0.97999996,75,2,5.669,-4.222,-3.7830002,-0.010000001,3.871264,0,nan,3,1,16
745783517,1537372561000314,323882640,-1170757428,73203,38761,0.289,0.036527295,0.758,0.915,0.62,0.97999996,75,2,5.6200004,-4.201,-3.732,0.017,3.8695657,0,nan,3,1,16
745984548,1537372561200314,323882566,-1170757506,73262,38820,0.27100003,0.03187285,0.75900006,0.91600007,0.62,0.97999996,75,2,5.6380005,-4.234,-3.7220001,-0.025,3.865363,0,nan,3,1,16
746187514,1537372561400314,323882491,-1170757584,73274,38832,0.323,0.041419975,0.76100004,0.91800004,0.62,0.97999996,76,2,5.6120005,-4.2250004,-3.6940002,-0.049000002,3.863042,0,nan,3,1,16
746384623,1537372561600314,323882415,-1170757664,73331,38889,0.22700001,0.029812142,0.76000005,0.91600007,0.62,0.97999996,76,2,5.6580005,-4.25,-3.7350001,-0.007,3.8627443,0,nan,3,1,16
746582036,1537372561800314,323882338,-1170757744,73357,38915,0.33,0.04829692,0.762,0.919,0.62,0.97999996,76,2,5.755,-4.328,-3.7930002,-0.082,3.8622131,0,nan,3,1,16
746784543,1537372562000314,323882266,-1170757822,73445,39003,0.21100001,0.029791722,0.76100004,0.91800004,0.62,0.97999996,76,2,5.655,-4.235,-3.7480001,-0.035,3.8650894,0,nan,3,1,16
746986969,1537372562200314,323882193,-1170757899,73489,39046,0.284,0.034339525,0.76100004,0.92,0.62,0.97999996,76,2,5.6590004,-4.235,-3.7530003,-0.141,3.8658867,0,nan,3,1,16
747186724,1537372562400314,323882118,-1170757977,73517,39075,0.354,0.0496122,0.76500005,0.9250001,0.62,0.97999996,76,3,5.631,-4.274,-3.6660001,-0.056,3.8601353,0,nan,3,1,16
747388517,1537372562600314,323882041,-1170758055,73517,39074,0.30900002,0.033011504,0.768,0.929,0.62,0.97999996,76,3,5.695,-4.2910004,-3.7440002,0.003,3.8593438,0,nan,3,1,16
747586589,1537372562800314,323881964,-1170758133,73527,39085,0.328,0.036070544,0.771,0.933,0.65999997,1.02,76,3,5.841,-4.458,-3.7740002,-0.036000002,3.8514283,0,nan,3,1,15
747788519,1537372563000314,323881889,-1170758209,73587,39145,0.24700001,0.037213907,0.771,0.93600005,0.65999997,1.02,76,3,5.8350005,-4.4480004,-3.7760003,-0.08800001,3.8482144,0,nan,3,1,15
747985516,1537372563200314,323881811,-1170758287,73589,39147,0.296,0.037736636,0.772,0.94000006,0.65999997,1.02,76,3,5.736,-4.342,-3.7480001,-0.081,3.8512402,0,nan,3,1,15
748188517,1537372563400314,323881733,-1170758368,73616,39173,0.259,0.035486206,0.772,0.94000006,0.65999997,1.02,76,2,5.677,-4.306,-3.6990001,-0.09,3.8512838,0,nan,3,1,15
748393627,1537372563600314,323881654,-1170758450,73652,39210,0.358,0.04302795,0.77500004,0.94500005,0.62,0.97999996,76,2,5.7850003,-4.3100004,-3.8590002,-0.18400002,3.8607743,0,nan,3,1,16
748594558,1537372563800314,323881575,-1170758532,73652,39210,0.328,0.0482587,0.77900004,0.95000005,0.65999997,1.02,76,2,5.828,-4.3710003,-3.8550003,-0.071,3.8625174,0,nan,3,1,15
748795514,1537372564000314,323881496,-1170758612,73627,39185,0.36400002,0.052091967,0.78400004,0.95500004,0.65999997,1.02,76,2,5.795,-4.3580003,-3.8190002,-0.074,3.86182,0,nan,3,1,15
748995531,1537372564200314,323881418,-1170758693,73640,39198,0.409,0.055844773,0.79200006,0.96300006,0.62,0.97999996,76,2,5.7580004,-4.32,-3.8070002,-0.036000002,3.862916,0,nan,3,1,16
749194577,1537372564400314,323881336,-1170758776,73614,39172,0.23,0.038377345,0.79600006,0.966,0.62,0.97999996,106,4,5.8830004,-4.4230003,-3.8790002,-0.033,3.8619707,0,nan,3,1,16
749394605,1537372564600314,323881254,-1170758861,73607,39164,0.28,0.03751585,0.795,0.966,0.62,0.97999996,106,4,5.867,-4.405,-3.8760002,-0.054,3.8626885,0,nan,3,1,16
749589535,1537372564800314,323881174,-1170758943,73581,39138,0.39600003,0.045379255,0.79800004,0.97200006,0.62,0.97999996,106,4,5.774,-4.348,-3.7990003,-0.17500001,3.8613296,0,nan,3,1,16
749795514,1537372565000314,323881094,-1170759024,73586,39144,0.34500003,0.03810106,0.80200005,0.97800004,0.62,0.97999996,106,4,5.8090005,-4.349,-3.851,0.058000002,3.8644428,0,nan,3,1,16
749995516,1537372565200314,323881013,-1170759105,73554,39111,0.277,0.036630444,0.80300003,0.98100007,0.62,0.97999996,106,4,5.925,-4.4890003,-3.867,-0.020000001,3.857752,0,nan,3,1,16
750195603,1537372565400314,323880934,-1170759187,73521,39078,0.289,0.045087088,0.804,0.984,0.62,0.97999996,92,5,5.8230004,-4.379,-3.8380003,0.035,3.8593373,0,nan,3,1,16
750395514,1537372565600314,323880854,-1170759266,73449,39006,0.28500003,0.03898507,0.804,0.98700005,0.62,0.97999996,92,5,5.826,-4.4620004,-3.7460003,0.07700001,3.847612,0,nan,3,1,16
750592546,1537372565800314,323880778,-1170759343,73470,39028,0.22500001,0.03438787,0.80200005,0.98700005,0.62,0.97999996,92,5,5.8440003,-4.36,-3.8920002,0.045,3.8615162,0,nan,3,1,16
750803515,1537372566000314,323880707,-1170759418,73537,39094,0.18900001,0.028687451,0.79700005,0.98100007,0.62,0.97999996,92,5,5.7790003,-4.388,-3.7610002,0.032,3.8542435,0,nan,3,1,16
750991513,1537372566200313,323880632,-1170759496,73522,39079,0.22800002,0.02916637,0.79300004,0.97700006,0.62,0.97999996,92,5,5.708,-4.289,-3.7670002,0.07,3.8588722,0,nan,3,1,16
751193521,1537372566400313,323880555,-1170759576,73497,39054,0.277,0.031538446,0.79200006,0.97700006,0.62,0.97999996,92,6,5.7460003,-4.3050003,-3.8070002,-0.022000002,3.8625355,0,nan,3,1,16
751396515,1537372566600313,323880479,-1170759656,73510,39067,0.259,0.0298837,0.791,0.975,0.62,0.97999996,92,6,5.6210003,-4.228,-3.7040002,0.016,3.8616517,0,nan,3,1,16
751593514,1537372566800313,323880402,-1170759736,73519,39076,0.29000002,0.032224186,0.79,0.97400004,0.65999997,1.02,92,6,5.71,-4.2770004,-3.7830002,-0.039,3.8638284,0,nan,3,1,15
751794722,1537372567000313,323880329,-1170759814,73569,39126,0.20300001,0.027554559,0.78700006,0.96800005,0.69,1.03,92,6,5.7320004,-4.28,-3.8120003,-0.010000001,3.8673024,0,nan,3,1,14
751996518,1537372567200313,323880257,-1170759890,73669,39226,0.21900001,0.029428517,0.78400004,0.96300006,0.62,0.97999996,92,6,5.6480002,-4.2380004,-3.7340002,0.054,3.8654523,0,nan,3,1,16
752189516,1537372567400313,323880186,-1170759965,73746,39304,0.21100001,0.028448341,0.781,0.957,0.62,0.97999996,92,5,5.7260003,-4.313,-3.7670002,0.031000001,3.8619323,0,nan,3,1,16
752396519,1537372567600313,323880113,-1170760042,73858,39415,0.216,0.027102519,0.777,0.95100003,0.62,0.97999996,92,5,5.6520004,-4.306,-3.6610003,0.155,3.852396,0,nan,3,1,16
752598569,1537372567800313,323880037,-1170760119,73863,39420,0.261,0.02970585,0.77500004,0.94900006,0.62,0.97999996,92,5,5.6250005,-4.2770004,-3.6520002,0.061000004,3.8501828,0,nan,3,1,16
752793519,1537372568000313,323879958,-1170760199,73918,39475,0.282,0.030063817,0.77400005,0.947,0.62,0.97999996,92,5,5.5930004,-4.283,-3.5960002,0.134,3.8444114,0,nan,3,1,16
752991559,1537372568200313,323879878,-1170760279,73976,39534,0.25500003,0.03376252,0.771,0.94200003,0.62,0.97999996,92,5,5.71,-4.407,-3.63,-0.054,3.8372526,0,nan,3,1,16
753192655,1537372568400313,323879797,-1170760359,74059,39616,0.282,0.033108544,0.77000004,0.93900007,0.62,0.97999996,92,3,5.5410004,-4.2660003,-3.5360003,-0.036000002,3.8352344,0,nan,3,1,16
753390571,1537372568600313,323879718,-1170760437,74105,39663,0.298,0.03071151,0.77000004,0.938,0.62,0.97999996,92,3,5.5210004,-4.2460003,-3.528,-0.05,3.8350306,0,nan,3,1,16
753590563,1537372568800313,323879639,-1170760513,74120,39677,0.298,0.030983781,0.77000004,0.938,0.62,0.97999996,92,3,5.5210004,-4.247,-3.528,-0.109000005,3.8348916,0,nan,3,1,16
753794690,1537372569000313,323879560,-1170760588,74130,39687,0.264,0.034391012,0.76900005,0.938,0.62,0.97999996,92,3,5.5820003,-4.327,-3.5270002,-0.057000004,3.830013,0,nan,3,1,16
753990657,1537372569200313,323879479,-1170760663,74128,39685,0.27600002,0.032445494,0.768,0.938,0.62,0.97999996,92,3,5.6120005,-4.3450003,-3.5520003,-0.156,3.828165,0,nan,3,1,16
754196521,1537372569400313,323879398,-1170760743,74197,39754,0.23200001,0.02874592,0.76400006,0.933,0.62,0.97999996,92,4,5.6380005,-4.3500004,-3.5860002,-0.13000001,3.829955,0,nan,3,1,16
754396568,1537372569600313,323879319,-1170760820,74225,39782,0.24100001,0.029858742,0.76100004,0.92800003,0.62,0.97999996,92,4,5.5020003,-4.183,-3.5740001,0.004,3.8403378,0,nan,3,1,16
754596517,1537372569800313,323879239,-1170760897,74167,39724,0.23200001,0.030069752,0.758,0.92700005,0.62,0.97999996,92,4,5.5660005,-4.25,-3.594,-0.012,3.8421645,0,nan,3,1,16
754790135,1537372570000313,323879160,-1170760973,74098,39655,0.23600002,0.031019734,0.75500005,0.92600006,0.62,0.97999996,92,4,5.4760003,-4.189,-3.528,0.105000004,3.8418171,0,nan,3,1,16
755004513,1537372570200313,323879082,-1170761047,74038,39595,0.266,0.03173654,0.754,0.92700005,0.62,0.97999996,92,4,5.4020004,-4.085,-3.5360003,0.085,3.8491755,0,nan,3,1,16
755190563,1537372570400313,323879006,-1170761122,73998,39555,0.264,0.031606514,0.753,0.92800003,0.62,0.97999996,93,4,5.399,-4.1150002,-3.4950001,0.061000004,3.8472643,0,nan,3,1,16
755393624,1537372570600313,323878931,-1170761195,73941,39497,0.246,0.031549618,0.75200003,0.92800003,0.62,0.97999996,93,4,5.3560004,-4.045,-3.5110002,0.009000001,3.8524323,0,nan,3,1,16
755593625,1537372570800313,323878857,-1170761267,73878,39435,0.22800002,0.03121172,0.749,0.9250001,0.62,0.97999996,93,4,5.295,-4.0150003,-3.4520001,0.061000004,3.8520598,0,nan,3,1,16
755793516,1537372571000313,323878784,-1170761337,73811,39368,0.22000001,0.031189904,0.74600005,0.92200005,0.62,0.97999996,93,4,5.2510004,-3.9680002,-3.4390001,0.032,3.854078,0,nan,3,1,16
755992602,1537372571200313,323878710,-1170761410,73749,39306,0.231,0.030089475,0.74300003,0.91800004,0.62,0.97999996,93,4,5.287,-4.007,-3.4480002,0.165,3.8529925,0,nan,3,1,16
756191518,1537372571400313,323878635,-1170761486,73761,39318,0.20400001,0.027711114,0.739,0.91,0.62,0.97999996,93,5,5.2920003,-4.0010004,-3.4640002,0.19700001,3.8543775,0,nan,3,1,16
756392519,1537372571600313,323878559,-1170761566,73848,39405,0.193,0.027332727,0.73300004,0.901,0.62,0.97999996,93,5,5.1990004,-3.8850002,-3.4550002,0.158,3.8626122,0,nan,3,1,16
756594644,1537372571800313,323878485,-1170761643,73882,39439,0.21000001,0.030786384,0.72800004,0.89400005,0.62,0.97999996,93,5,5.0550003,-3.8290002,-3.301,0.216,3.8575892,0,nan,3,1,16
756805521,1537372572000313,323878417,-1170761716,73921,39478,0.20500001,0.03520032,0.72200006,0.88600004,0.62,0.97999996,93,5,4.532,-3.361,-3.0410001,0.24100001,3.8671398,0,nan,3,1,16
756994618,1537372572200313,323878358,-1170761776,73913,39470,0.22600001,0.042094372,0.71900004,0.88000005,0.62,0.97999996,93,5,3.9550002,-2.9440002,-2.6420002,0.24200001,3.8697588,0,nan,3,1,16
757195599,1537372572400313,323878305,-1170761832,73902,39458,0.20300001,0.0446628,0.71400005,0.87100005,0.62,0.97999996,105,2,3.4950001,-2.604,-2.331,0.363,3.870749,0,nan,3,1,16
757390011,1537372572600313,323878257,-1170761888,73993,39550,0.21000001,0.054015495,0.71000004,0.86500007,0.62,0.97999996,105,2,3.1200001,-2.2250001,-2.187,0.11000001,3.8910742,0,nan,3,1,16
757595513,1537372572800313,323878216,-1170761934,74043,39600,0.23600002,0.06043272,0.70900005,0.86100006,0.62,0.97999996,105,2,2.6620002,-1.8340001,-1.9290001,0.106000006,3.9189181,0,nan,3,1,16
757794573,1537372573000313,323878185,-1170761973,74044,39601,0.24900001,0.076513134,0.708,0.86,0.62,0.97999996,105,2,2.229,-1.4210001,-1.718,0.15900001,3.9591157,0,nan,3,1,16
757991513,1537372573200313,323878161,-1170762006,74039,39596,0.264,0.1069679,0.708,0.859,0.62,0.97999996,105,2,1.72,-0.96500003,-1.424,0.074,4.013115,0,nan,3,1,16
758195516,1537372573400313,323878144,-1170762035,74087,39643,0.23900001,0.14651759,0.707,0.855,0.62,0.97999996,104,3,1.184,-0.586,-1.029,0.060000002,4.0765686,0,nan,3,1,16
758397512,1537372573600313,323878133,-1170762060,74193,39749,0.20600002,0.25734493,0.70600003,0.85,0.62,0.97999996,104,3,0.721,-0.22000001,-0.68600005,0.018000001,4.1562414,0,nan,3,1,16
758591514,1537372573800313,323878127,-1170762074,74216,39773,0.17400001,0.4395142,0.70400006,0.84700006,0.62,0.97999996,104,3,0.45400003,0.011000001,-0.45400003,0.113000005,4.3042545,0,nan,3,1,16
758789512,1537372574000313,323878129,-1170762084,74206,39763,0.231,0.7851103,0.708,0.84800005,0.62,0.97999996,104,3,0.492,0.257,-0.42000002,0.20600002,4.532777,0,nan,3,1,16
758992512,1537372574200313,323878137,-1170762092,74162,39718,0.286,0.65078664,0.71800005,0.851,0.62,0.97999996,104,3,0.67600006,0.601,-0.31,0.20600002,5.288219,0,nan,3,1,16
759196521,1537372574400313,323878148,-1170762100,74118,39675,0.16700001,0.2063096,0.721,0.845,0.62,0.97999996,116,3,0.97,0.91400003,-0.32500002,0.324,5.881726,0,nan,3,1,16
759396514,1537372574600313,323878167,-1170762110,74083,39640,0.21100001,0.17613967,0.721,0.84400004,0.62,0.97999996,116,3,1.2750001,1.195,-0.44200003,0.328,5.909217,0,nan,3,1,16
759593519,1537372574800313,323878192,-1170762125,74101,39658,0.23300001,0.14157219,0.72200006,0.84300005,0.62,0.97999996,116,3,1.6880001,1.5630001,-0.637,0.349,5.901154,0,nan,3,1,16
759792983,1537372575000313,323878221,-1170762141,74038,39594,0.20600002,0.12491199,0.72200006,0.84300005,0.62,0.97999996,116,3,2.032,1.881,-0.768,0.349,5.89792,0,nan,3,1,16
759994577,1537372575200313,323878258,-1170762162,73962,39519,0.22500001,0.107927665,0.72400004,0.84400004,0.62,0.97999996,116,3,2.5210001,2.262,-1.1140001,0.26700002,5.856396,0,nan,3,1,16
760189518,1537372575400313,323878303,-1170762191,73930,39487,0.23200001,0.09031502,0.72700006,0.846,0.62,0.97999996,109,4,3.1000001,2.703,-1.5180001,0.147,5.8062243,0,nan,3,1,16
760391560,1537372575600313,323878356,-1170762227,73924,39480,0.245,0.088250995,0.731,0.84900004,0.62,0.97999996,109,4,3.5660002,3.0630002,-1.8260001,0.035,5.7748303,0,nan,3,1,16
760592584,1537372575800313,323878415,-1170762270,73900,39457,0.22600001,0.08096861,0.735,0.85200006,0.62,0.97999996,109,4,4.017,3.354,-2.21,0.074,5.733991,0,nan,3,1,16
760793857,1537372576000313,323878480,-1170762317,73873,39430,0.231,0.07433968,0.74,0.85600007,0.62,0.97999996,109,4,4.485,3.8070002,-2.3720002,-0.008,5.7295227,0,nan,3,1,16
760993981,1537372576200313,323878550,-1170762370,73885,39441,0.23,0.06949377,0.74600005,0.859,0.62,0.97999996,109,4,4.737,3.953,-2.6100001,0.007,5.7132483,0,nan,3,1,16
761192516,1537372576400313,323878622,-1170762428,73917,39474,0.238,0.06561792,0.75100005,0.86200005,0.62,0.97999996,101,2,4.9540005,4.0940003,-2.789,-0.035,5.6980405,0,nan,3,1,16
761393513,1537372576600313,323878695,-1170762489,73934,39491,0.18,0.053770974,0.753,0.86300004,0.62,0.97999996,101,2,5.144,4.201,-2.9680002,-0.116000004,5.679684,0,nan,3,1,16
761592514,1537372576800313,323878771,-1170762554,73955,39512,0.21000001,0.05653854,0.75500005,0.864,0.62,0.97999996,101,2,5.2460003,4.2710004,-3.0470002,-0.038000003,5.671645,0,nan,3,1,16
761793514,1537372577000312,323878848,-1170762620,73984,39541,0.20500001,0.05542415,0.757,0.86500007,0.62,0.97999996,101,2,5.3370004,4.329,-3.121,0.061000004,5.664621,0,nan,3,1,16
761991731,1537372577200312,323878925,-1170762688,73976,39533,0.23700002,0.059410654,0.76100004,0.86800003,0.62,0.97999996,101,2,5.387,4.288,-3.2610002,0.094000004,5.6492033,0,nan,3,1,16
762188516,1537372577400312,323879002,-1170762759,73958,39515,0.18800001,0.05454555,0.76500005,0.86700004,0.62,0.97999996,88,4,5.4440002,4.308,-3.3290002,0.18,5.6358013,0,nan,3,1,16
762390734,1537372577600312,323879079,-1170762831,73907,39463,0.178,0.054255825,0.767,0.86500007,0.62,0.97999996,88,4,5.5290003,4.308,-3.466,0.17600001,5.6199036,0,nan,3,1,16
762592958,1537372577800312,323879157,-1170762904,73866,39423,0.178,0.05148721,0.76900005,0.864,0.62,0.97999996,88,4,5.602,4.4500003,-3.403,0.367,5.625667,0,nan,3,1,16
762789513,1537372578000312,323879233,-1170762976,73760,39317,0.15100001,0.049741358,0.76900005,0.86,0.62,0.97999996,88,4,5.5550003,4.362,-3.4390001,0.402,5.6201897,0,nan,3,1,16
762990603,1537372578200312,323879309,-1170763048,73684,39241,0.156,0.0520794,0.77000004,0.85800004,0.62,0.97999996,88,4,5.499,4.3180003,-3.4050002,0.48000002,5.617809,0,nan,3,1,16
763190585,1537372578400312,323879385,-1170763121,73595,39152,0.15400001,0.04295412,0.768,0.855,0.62,0.97999996,88,4,5.6540003,4.4570003,-3.479,0.45000002,5.61942,0,nan,3,1,16
