timestamp,magnetometer_ga[0],magnetometer_ga[1],magnetometer_ga[2]
253775498,0.17123592,0.20414174,0.42821866
253796490,0.17123592,0.20414174,0.42509887
253818543,0.16483046,0.20124264,0.42821866
253840490,0.17123592,0.20124264,0.41573945
253863491,0.1680332,0.20124264,0.41885927
253883510,0.158425,0.20414174,0.42197907
253904490,0.16483046,0.19834353,0.40638006
253925490,0.16162774,0.20124264,0.41885927
253945489,0.16483046,0.20124264,0.42197907
253967499,0.1680332,0.20704085,0.44069788
253988498,0.1680332,0.20124264,0.41573945
254009491,0.1680332,0.19834353,0.40326026
254032492,0.18404685,0.19544442,0.40326026
254055001,0.19045231,0.20124264,0.4500573
254077491,0.19365504,0.18964621,0.4313385
254099495,0.19045231,0.19254532,0.4313385
254120492,0.19365504,0.18964621,0.42509887
254141500,0.19045231,0.19254532,0.42821866
254164256,0.18084411,0.19544442,0.4313385
254184539,0.19685775,0.19254532,0.43757805
254207802,0.18404685,0.19544442,0.43445826
254228497,0.19045231,0.18964621,0.41261965
254249491,0.19045231,0.19544442,0.4313385
254271806,0.18404685,0.19544442,0.43445826
254293239,0.18724957,0.18964621,0.41573945
254313490,0.18404685,0.19544442,0.44069788
254335490,0.18724957,0.19544442,0.43757805
254358546,0.18724957,0.19834353,0.43757805
254379491,0.18724957,0.18964621,0.41573945
254400612,0.18084411,0.19544442,0.4313385
254421977,0.19045231,0.19834353,0.44381768
254442534,0.19045231,0.19834353,0.4313385
254463496,0.18724957,0.20124264,0.44693747
254484498,0.19045231,0.19544442,0.4313385
254505497,0.18404685,0.19834353,0.4313385
254528499,0.18724957,0.19834353,0.4500573
254550001,0.18404685,0.19544442,0.41885927
254573499,0.19045231,0.19254532,0.41885927
254593490,0.19045231,0.19834353,0.4313385
254614553,0.18724957,0.19544442,0.42509887
254636492,0.18724957,0.19254532,0.42197907
254657490,0.18724957,0.19544442,0.43445826
254680494,0.18084411,0.19544442,0.4313385
254703005,0.18724957,0.19254532,0.41885927
254725579,0.18404685,0.19544442,0.43757805
254747549,0.19045231,0.19254532,0.42197907
254768533,0.18084411,0.19834353,0.42509887
254790999,0.18404685,0.19544442,0.42509887
254813495,0.19365504,0.19834353,0.42821866
254836491,0.18404685,0.19834353,0.42509887
