w_x,w_y,w_z,a_x,a_y,a_z,m_x,m_y,m_z,h,T,q0,q1,q2,q3,Vn,Ve,Vd,Pn,Pe,Pd
-2.064922836392156513e-02,-1.113935095686274454e-02,1.910065506862745205e-02,-4.788260354313725320e-01,8.197731135294117344e-02,-9.746569686274510147e+00,2.312715399999999699e-01,5.657932377777777876e-03,4.074898133333333394e-01,-1.594941821428571238e+01,2.759999800000000292e+01,9.993826000000000098e-01,7.423554500000000347e-03,-2.935019900000000043e-02,1.783198299999999917e-02,-1.243803599999999954e-01,1.807744000000000018e-02,-1.819999799999999945e+00,5.225984600000000313e+00,2.629358799999999885e+00,-1.079885599999999890e+00
-1.450136660200000358e-02,-2.570291190599999914e-02,2.525841841799999696e-02,-5.220318505799999009e-01,5.724109494000000076e-02,-1.005145030999999989e+01,2.322615166666666675e-01,3.720802606666667473e-03,4.067795611111111320e-01,-1.565391384615384318e+01,2.760692176923077312e+01,9.993105500000000196e-01,4.935465299999999660e-03,-3.121308600000000100e-02,1.948944299999999866e-02,-1.042544900000000052e-01,3.306951000000000335e-02,-1.815606800000000076e+00,5.202865599999999979e+00,2.615697899999999798e+00,-1.405166600000000043e+00
-7.550365315999999459e-03,-1.935024921600000340e-03,2.512300527000000186e-02,-5.174964868000000440e-01,3.672509200000000085e-02,-1.006045139000000077e+01,2.339114777777778209e-01,4.922529666666666240e-04,4.021628833333333319e-01,-1.523070721428571339e+01,2.761142757142857462e+01,9.991857400000000444e-01,4.025732599999999953e-03,-3.359858300000000131e-02,2.197638199999999917e-02,-8.523708000000000673e-02,5.100115399999999993e-02,-1.853422899999999984e+00,5.176531299999999725e+00,2.620140600000000042e+00,-1.740937699999999921e+00
9.396876492307689593e-03,7.899741044230770143e-03,3.575646164461538171e-03,-5.780371341538461660e-01,2.484046115384631707e-03,-1.052669642307692222e+01,2.342414699999999794e-01,1.137962873333333126e-03,4.025180144444444608e-01,-1.480877815384615204e+01,2.762230692307692337e+01,9.991200999999999555e-01,3.203422500000000211e-03,-3.418071000000000303e-02,2.409243999999999969e-02,-5.826695999999999959e-02,4.623353000000000185e-02,-1.922941800000000034e+00,5.167970699999999695e+00,2.605018600000000184e+00,-2.104437599999999797e+00
8.356914200000027182e-05,2.377328334599999524e-02,7.601170204799999851e-03,-4.751211095200000289e-01,7.979088566000001881e-02,-9.794601159999999140e+00,2.306115555555555696e-01,8.151078911111110355e-04,4.074898200000000581e-01,-1.449425507142856873e+01,2.763142857142856812e+01,9.991484999999999950e-01,4.928173999999999576e-03,-3.301246000000000042e-02,2.425603600000000165e-02,-2.282681500000000030e-02,4.918332400000000049e-02,-2.037317799999999846e+00,5.156633399999999590e+00,2.606745000000000090e+00,-2.482844800000000074e+00
-1.174135598500000190e-02,1.299601549100000072e-02,1.571558933199999897e-02,-5.045596070800000277e-01,6.879468655999999849e-02,-9.571500430000000392e+00,2.329215011111111233e-01,4.922529266666665669e-04,4.064244333333333348e-01,-1.414962107142856951e+01,2.764499999999999247e+01,9.992041999999999868e-01,4.415033999999999972e-03,-3.079985799999999940e-02,2.495684800000000023e-02,-1.023116399999999919e-02,6.928863400000000172e-02,-2.016412499999999941e+00,5.144908000000000037e+00,2.616096699999999942e+00,-2.866594800000000109e+00
-1.816904328115384951e-02,-3.393879494230769411e-03,9.910184055576920503e-03,-5.642232131730768874e-01,9.310354415384616833e-02,-9.531275509615381836e+00,2.324595120000000070e-01,-1.315734846000000350e-03,4.090523860000000456e-01,-1.368683764285714055e+01,2.764999999999999503e+01,9.991961000000000315e-01,2.992573000000000108e-03,-2.986781000000000158e-02,2.657546699999999845e-02,-8.139405000000000598e-03,8.496904399999999358e-02,-1.958741499999999913e+00,5.129420999999999786e+00,2.626828199999999836e+00,-3.255440500000000181e+00
-1.892035816759999808e-02,-9.679286735999999280e-03,3.546224087599999467e-03,-5.300895328000000406e-01,9.738780970000000814e-02,-9.553603980000001883e+00,2.364689174999999866e-01,-4.511999037500000545e-03,3.947495899999999835e-01,-1.330509507692307736e+01,2.765769230769231157e+01,9.991609999999999658e-01,1.651264400000000080e-03,-3.065767999999999965e-02,2.710365699999999975e-02,-2.874254000000000132e-03,9.583853000000000510e-02,-1.890712399999999960e+00,5.119233000000000366e+00,2.641980400000000007e+00,-3.628025000000000055e+00
-3.567209049411764615e-02,-2.448545920392157169e-02,-1.785139046078431171e-02,-4.614904154705882222e-01,1.692780211372549026e-01,-9.404918480392156610e+00,2.415012977777777625e-01,-5.319136444444445139e-03,3.829859677777777693e-01,-1.278354199999999885e+01,2.766428571428571814e+01,9.991027000000000102e-01,3.704159199999999797e-04,-3.257513799999999654e-02,2.706644899999999937e-02,1.443582099999999929e-03,1.026811900000000055e-01,-1.835625599999999968e+00,5.111249400000000165e+00,2.655492999999999881e+00,-4.003572000000000131e+00
-1.498070310960000068e-02,1.393248889200000146e-02,-2.136421447000000015e-02,-4.414218410200000386e-01,1.795263747200000204e-01,-9.702003480000000124e+00,2.401813300000000262e-01,-6.610556311111110903e-03,3.833410922222222350e-01,-1.243638176923076699e+01,2.767538461538461902e+01,9.991060000000000496e-01,-3.829378599999999806e-03,-3.399740999999999874e-02,2.483479699999999873e-02,2.971029099999999978e-02,1.192218439999999935e-01,-1.752417600000000020e+00,5.097499400000000236e+00,2.671011399999999814e+00,-4.351570599999999622e+00
-5.439575545740000379e-02,3.645649810952000108e-02,8.354396888799998921e-03,-3.783379263599999653e-01,2.562378846000000210e-01,-9.336880559999999107e+00,2.398513377777777567e-01,-7.579121222222222690e-03,3.847616099999999761e-01,-1.210710828571428443e+01,2.768000000000000327e+01,9.991773999999999933e-01,-4.638534500000000317e-03,-3.317736999999999770e-02,2.285589700000000002e-02,6.166786300000000332e-02,1.258238600000000096e-01,-1.730402199999999890e+00,5.101614500000000163e+00,2.690030600000000049e+00,-4.700973000000000290e+00
-2.831714298799999779e-02,5.127431620400001167e-02,2.171305973999999861e-02,-3.726740069999999738e-01,2.604536312999999881e-01,-9.424018509999999793e+00,2.362214233333333469e-01,-1.242194577777777642e-02,3.854718622222221835e-01,-1.172620761538461487e+01,2.769076823076922977e+01,9.992522000000000348e-01,-1.007460100000000074e-02,-2.868990199999999977e-02,2.388806599999999947e-02,1.039884999999999976e-01,1.342787699999999917e-01,-1.638573599999999963e+00,5.111327600000000082e+00,2.710213700000000170e+00,-5.044715000000000060e+00
-1.935061217799999983e-02,1.305287313139999981e-02,1.709809978400000235e-02,-3.996026599000000457e-01,2.584504150199999906e-01,-9.531539109999998871e+00,2.345714622222222490e-01,-1.500478488888888802e-02,3.893782711111110628e-01,-1.139330439285714291e+01,2.770214207142856466e+01,9.992885999999999713e-01,-1.273492399999999990e-02,-2.435737500000000055e-02,2.582277700000000162e-02,1.177423900000000023e-01,1.360484399999999927e-01,-1.571766900000000078e+00,5.120911600000000341e+00,2.735668200000000105e+00,-5.377259300000000408e+00
-1.072790880961538296e-02,1.589007162576923024e-02,1.595767298461538489e-02,-4.249439247076922666e-01,2.121830017730769180e-01,-9.616044144230768254e+00,2.339444769999999563e-01,-1.642534639999999879e-02,3.869989229999999947e-01,-1.094259996428571391e+01,2.771142857142857352e+01,9.992457999999999618e-01,-1.464601050000000071e-02,-2.326925800000000100e-02,2.742001599999999845e-02,1.160058499999999937e-01,1.050309900000000046e-01,-1.536327599999999904e+00,5.130578500000000375e+00,2.750751999999999864e+00,-5.722093000000000096e+00
1.101778770196078401e-02,7.120401066666666272e-03,1.070333003137255087e-02,-4.901077854019607605e-01,1.808456258215686285e-01,-9.632640049019606465e+00,2.312715399999999699e-01,-1.758762399999999962e-02,3.890231399999999340e-01,-1.072293899999999844e+01,2.772000000000000242e+01,9.992309000000000330e-01,-1.542873600000000019e-02,-2.154173300000000041e-02,2.890583299999999883e-02,1.046208700000000047e-01,7.833928599999999409e-02,-1.491062499999999957e+00,5.131446000000000396e+00,2.766128800000000165e+00,-6.055541999999999980e+00
