w_x,w_y,w_z,a_x,a_y,a_z,m_x,m_y,m_z,h,T,q0,q1,q2,q3,Vn,Ve,Vd,Pn,Pe,Pd
-1.253314965839999982e-02,-1.300453195000000027e-02,5.225279409799999698e-03,-5.864288155400000369e-01,9.221004587599999081e-01,-9.759725871999998859e+00,2.423467933333333379e-01,4.290106555555555506e-02,3.675293666666666903e-01,6.148941838461538367e+01,4.977999999999998693e+01,9.921678000000000441e-01,-6.699296000000000417e-02,-3.336878000000000066e-02,-1.000081399999999954e-01,-1.047304800000000008e-01,2.922589199999999776e-01,-1.877646900000000008e+00,3.730311400000000166e+00,-2.774544699999999864e+00,-1.370456799999999919e+00
3.795779800000000093e-02,8.640080235294118893e-03,-4.370568221960784844e-03,-2.805290476470587713e-01,7.682123828431374202e-01,-9.816847945098038153e+00,2.410159855555555619e-01,4.589105299999999416e-02,3.766838944444443893e-01,6.188251353846153080e+01,4.977307692307692122e+01,9.919359700000000002e-01,-7.072873400000000144e-02,-3.306925699999999774e-02,-9.983437000000000561e-02,-5.475212599999999818e-02,1.956523000000000012e-01,-1.860091600000000067e+00,3.712475500000000039e+00,-2.730350300000000008e+00,-1.758812100000000100e+00
-1.131162969411765281e-03,1.135575852431373010e-02,-1.885062205882352465e-03,-6.789346717254900465e-01,1.160147085882352824e+00,-9.432618833333332731e+00,2.403505833333333397e-01,4.622327433333332791e-02,3.746495644444444717e-01,6.214527971428572073e+01,4.977428571428571047e+01,9.922045000000000448e-01,-6.622960399999999748e-02,-3.113224399999999989e-02,-1.008701550000000030e-01,-6.390573000000000087e-03,1.026046399999999970e-01,-1.880085999999999924e+00,3.711335399999999840e+00,-2.696886300000000070e+00,-2.163533000000000150e+00
7.359329583000000230e-02,3.174799697999999143e-02,1.112768796999999941e-02,-6.330543624000000147e-01,1.132978512800000059e+00,-9.637921655999999615e+00,2.366908600000000029e-01,4.854882055555555936e-02,3.763448411111111058e-01,6.264898946153845571e+01,4.976999999999999602e+01,9.921145000000000103e-01,-6.833156999999999426e-02,-2.878276299999999940e-02,-1.010505099999999962e-01,1.551613800000000050e-02,5.809571000000000179e-02,-1.811212100000000103e+00,3.720200800000000196e+00,-2.678547899999999871e+00,-2.524713799999999786e+00
-4.746420003529411985e-02,6.043358568627451091e-03,2.412829172313725457e-02,-5.586039416470588437e-01,9.472283428039215414e-01,-9.518638102156861791e+00,2.343619400000000186e-01,4.622327433333332791e-02,3.780401255555554951e-01,6.282756407142857569e+01,4.976428571428571246e+01,9.927382500000000443e-01,-6.181371199999999982e-02,-2.461823600000000167e-02,-1.002191000000000054e-01,2.294631499999999838e-02,4.134865000000000068e-02,-1.795577500000000049e+00,3.719351800000000097e+00,-2.650379399999999830e+00,-2.893948299999999918e+00
2.917960237156862896e-02,-3.259986805882352651e-02,8.897427874117647476e-03,-4.885870384901960239e-01,1.129250474235294011e+00,-9.672266849803920152e+00,2.350273455555555724e-01,4.422994899999999757e-02,3.746495588888889006e-01,6.313192361538460773e+01,4.975999999999999801e+01,9.926204699999999770e-01,-6.707475000000000243e-02,-2.338582300000000003e-02,-9.827890999999999710e-02,1.852142799999999950e-02,2.210687999999999889e-02,-1.727669799999999922e+00,3.723951000000000011e+00,-2.631132000000000026e+00,-3.241945999999999994e+00
2.523131374400000224e-02,2.581139015999999939e-02,1.540797667199999936e-02,-3.921856240799999616e-01,8.992823562320001463e-01,-9.767978107999999438e+00,2.373562588888888658e-01,3.858219111111111516e-02,3.621044644444444405e-01,6.346763433333332216e+01,4.975199999999999534e+01,9.927462299999999518e-01,-6.660540400000000694e-02,-2.307931300000000061e-02,-9.739596999999999838e-02,4.663336600000000248e-02,-1.810138999999999845e-02,-1.703881699999999944e+00,3.726937500000000014e+00,-2.624540800000000118e+00,-3.586192599999999953e+00
2.087545881568627845e-02,-4.853605458823528895e-02,5.035593235294174029e-05,-7.294521141176468770e-01,1.024320212156862642e+00,-1.022376668627451046e+01,2.396851788888888779e-01,4.123995999999999912e-02,3.597310666666666545e-01,6.395580375000000117e+01,4.975000000000000000e+01,9.930982999999999894e-01,-6.359625600000000378e-02,-2.144003699999999860e-02,-9.618606999999999851e-02,3.088734099999999871e-02,-9.100859000000000032e-02,-1.766250400000000109e+00,3.732692199999999794e+00,-2.621469499999999897e+00,-3.920227000000000128e+00
4.660774569400000233e-02,-2.125732769999999841e-02,5.075887950000001689e-03,-3.209988672000000931e-01,8.642757040800000956e-01,-9.496821785999999932e+00,2.412655174999999985e-01,4.273495499999999808e-02,3.582476949999999771e-01,6.421547869230768413e+01,4.974230615384615817e+01,9.930248999999999882e-01,-6.356332000000000648e-02,-2.531126699999999841e-02,-9.602474399999999521e-02,3.154614199999999924e-02,-1.559069800000000006e-01,-1.811556600000000072e+00,3.745798600000000089e+00,-2.642096299999999953e+00,-4.302942800000000290e+00
7.043661270999999890e-02,3.288962347000000397e-02,9.546497918400002891e-03,-3.934187129200000799e-01,8.062853334399998628e-01,-9.883504659999999831e+00,2.396851766666666661e-01,4.489439088888888540e-02,3.573576766666666793e-01,6.475985457142857626e+01,4.973357071428572596e+01,9.933085999999999860e-01,-5.987518000000000007e-02,-2.584267999999999982e-02,-9.531694999999999751e-02,7.825389000000000650e-02,-2.003749300000000066e-01,-1.764185399999999904e+00,3.766636999999999791e+00,-2.670848400000000122e+00,-4.654169600000000351e+00
