w_x,w_y,w_z,a_x,a_y,a_z,m_x,m_y,m_z,h,T,q0,q1,q2,q3,Vn,Ve,Vd,Pn,Pe,Pd
-3.059427540420000396e-03,-9.801645218000002921e-04,-9.915543962000000679e-04,3.859188204000000288e-01,-3.634118362359999715e-02,-9.822770880000000204e+00,1.665774072727272959e-01,2.022968581818181677e-01,4.219790645454545852e-01,-7.336171133333333216e+01,3.233199840000000336e+01,-9.024237999999999982e-01,1.684246400000000057e-03,-2.027171100000000128e-02,4.303691000000000044e-01,-1.006760299999999997e-01,-1.563083100000000059e-01,1.244474349999999951e-01,2.348768999999999996e-01,-1.243143399999999898e+00,-7.021664000000000350e+00
-1.738644362400000110e-03,-2.678223200599999694e-03,-6.715435080799999788e-04,3.810798103199999898e-01,-2.368870111399999645e-02,-9.836782429999999522e+00,1.876054355555555331e-01,1.941559322222222161e-01,4.268320999999999921e-01,-7.321339066666668316e+01,3.233399880000000337e+01,-9.011864699999999617e-01,1.562093399999999995e-03,-2.024158800000000133e-02,4.329559800000000180e-01,-9.920574999999999533e-02,-1.575528700000000115e-01,1.434070500000000081e-01,2.349831500000000017e-01,-1.257025700000000024e+00,-6.974882000000000026e+00
-5.783131127999999004e-03,-6.227160301400000257e-03,-9.292295560000000043e-04,4.031132431199999644e-01,6.274191784000003082e-03,-9.820586159999999509e+00,1.862887559999999998e-01,1.939948680000000147e-01,4.291546050000000223e-01,-7.341646907142856548e+01,3.233214128571428603e+01,-9.002168999999999865e-01,1.766088700000000098e-03,-1.970258399999999868e-02,4.349921999999999955e-01,-9.038633000000000084e-02,-1.597860000000000114e-01,1.539885800000000138e-01,2.442311299999999907e-01,-1.274947400000000064e+00,-6.959902999999999729e+00
-4.577996745098042919e-04,-6.410961751764705785e-03,-5.713753045098038169e-04,3.014936190882352429e-01,-4.326032521568624889e-02,-9.826692656862745068e+00,1.883171544444444678e-01,1.973771611111111157e-01,4.337649988888888641e-01,-7.341080892857144136e+01,3.232999799999999624e+01,-8.991407000000000149e-01,2.037727999999999935e-03,-1.937457500000000152e-02,4.372259000000000007e-01,-7.695008999999999877e-02,-1.631097300000000083e-01,1.716200300000000067e-01,2.542300499999999852e-01,-1.289423200000000103e+00,-6.907413000000000025e+00
-1.037348759183673178e-03,-7.781023626530617944e-04,-1.256109381632648596e-04,4.691464804081632578e-01,-1.412311996734693931e-01,-9.787640387755104143e+00,1.854702788888888954e-01,1.948001766666666579e-01,4.268320922222222369e-01,-7.352858035714287155e+01,3.232999799999999624e+01,-8.982345000000000468e-01,2.158588300000000015e-03,-1.911312199999999975e-02,4.390954000000000246e-01,-8.672219500000000192e-02,-1.521950699999999879e-01,1.850790499999999950e-01,2.562289200000000267e-01,-1.307079000000000102e+00,-6.870024700000000095e+00
-7.893528631400000342e-03,3.711885420599999111e-03,1.848470784800000004e-03,3.034943401999999346e-01,1.540928388000000794e-02,-9.901933775999999909e+00,1.872495770000000281e-01,1.963141559999999897e-01,4.288426239999999501e-01,-7.342854935714285602e+01,3.232999799999999624e+01,-8.970983000000000152e-01,2.136408800000000070e-03,-1.866490200000000058e-02,4.414315200000000217e-01,-7.828620000000000023e-02,-1.608551400000000076e-01,2.151363599999999987e-01,2.595237200000000133e-01,-1.321733400000000058e+00,-6.817683999999999855e+00
-3.609424743137255257e-03,-8.977632868627450496e-03,-8.326605143137255464e-04,4.222744168627450834e-01,-7.156573776470583070e-02,-9.782735680392157462e+00,1.872495755555555474e-01,1.957665455555555600e-01,4.257921611111110671e-01,-7.349225615384614230e+01,3.232769076923077023e+01,-8.960687499999999694e-01,2.242501799999999882e-03,-1.903848699999999977e-02,4.435013500000000164e-01,-7.726581000000000421e-02,-1.536535900000000066e-01,2.199360099999999874e-01,2.528885300000000003e-01,-1.343538300000000074e+00,-6.776741999999999599e+00
-2.357010754000000551e-03,-2.286303903999999804e-03,-3.134410031399999588e-03,3.151161823999998890e-01,2.469807860000002020e-02,-9.813056584000001692e+00,1.890288711111111075e-01,1.967329144444444344e-01,4.358448522222222454e-01,-7.347797466666666821e+01,3.232799839999999847e+01,-8.950994599999999579e-01,2.701036600000000180e-03,-1.827872399999999967e-02,4.454836200000000246e-01,-7.699512999999999496e-02,-1.748662099999999942e-01,2.418115899999999929e-01,2.572607700000000275e-01,-1.354778199999999933e+00,-6.735176599999999958e+00
-4.821994807551020432e-03,4.717348810204082324e-03,-1.126906651020407940e-03,3.329123348979592389e-01,-3.741800536734699728e-02,-9.860760648979592702e+00,1.885306689999999841e-01,1.966040669999999935e-01,4.347702530000000509e-01,-7.357048028571429654e+01,3.232785557142857158e+01,-8.940365300000000515e-01,2.299252999999999800e-03,-1.828413799999999839e-02,4.476148500000000086e-01,-7.270334000000000518e-02,-1.413876299999999864e-01,2.411333300000000068e-01,2.615475700000000070e-01,-1.363901899999999889e+00,-6.697916499999999829e+00
1.484929334000001280e-04,-1.000326655200000150e-02,-8.446862799999999482e-04,4.148301895999998989e-01,-2.542319720000000075e-02,-9.779415644000000185e+00,1.858261388888889087e-01,1.941559322222222161e-01,4.254455122222222663e-01,-7.350607746153846733e+01,3.232538353846153711e+01,-8.930593000000000004e-01,2.432573099999999974e-03,-1.834508199999999867e-02,4.495583799999999797e-01,-6.769659000000000093e-02,-1.635121999999999964e-01,2.592371399999999770e-01,2.667833299999999852e-01,-1.376782200000000067e+00,-6.653496699999999819e+00
